"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"OXSM","3",2,25832511,25835985,1380,4.12e-06,1.12e-05,6.81e-07,53,147,5,47.53429,128.0326984,8.54851517,-0.491464929,-0.819901166,1.202239704,0.003306417,0.828808827,0.167884756,"ENSG00000151093",54995
"OXTR","3",2,8794662,8809873,1170,1.12e-05,2.06e-05,4.54e-07,91,127,6,107.3013104,196.540922,5.138843603,0.975594271,2.426220463,-0.376304108,5.74e-05,0.268079451,0.731863116,"ENSG00000180914",5021
"P2RX1","17",12,3801107,3819519,1200,6.7e-06,1.45e-05,1.08e-06,78,135,13,77.7606034,162.6573973,16.55806824,-0.016830376,1.060695877,0.866162033,6.47e-08,0.434777719,0.565222216,"ENSG00000108405",5023
"P2RX2","12",10,133195402,133198558,1494,1.07e-05,2.02e-05,1.02e-06,95,172,16,115.8714054,214.3043227,14.25671561,1.202023307,1.413466495,-0.45734944,9.69e-12,0.021704438,0.978295562,"ENSG00000187848",22953
"P2RX3","11",12,57106024,57137470,1194,6.61e-06,1.45e-05,1.13e-06,63,138,6,73.89655529,153.6133772,15.84218391,0.785826597,0.616168438,2.44947859,0.011497581,0.979967755,0.008534664,"ENSG00000109991",5024
"P2RX4","12",13,121647967,121671352,1215,7.87e-06,1.58e-05,9.81e-07,77,141,14,85.29973738,167.8196351,15.12474396,0.557108889,1.01262211,0.286483328,2.37e-09,0.141594725,0.858405273,"ENSG00000135124",5025
"P2RX5","17",12,3577161,3599299,1269,8.53e-06,1.59e-05,1.16e-06,89,177,10,94.04396906,171.0409363,16.52908839,0.3224456,-0.222867726,1.590808144,1.83e-05,0.88411414,0.115867549,"ENSG00000083454",5026
"P2RX6","22",12,21369463,21380906,1326,7.51e-06,1.5e-05,1.27e-06,82,148,12,68.3272713,133.1121386,15.05616687,-1.02543389,-0.631162494,0.780206486,1.88e-07,0.425831988,0.574167824,"ENSG00000099957",9127
"P2RX7","12",13,121570773,121622605,1788,8.83e-06,2.01e-05,1.78e-06,104,214,13,101.6926675,224.5221761,25.24846076,-0.141843237,0.343473617,2.414647562,3.79e-06,0.98791991,0.0120763,"ENSG00000089041",5027
"P2RY11","19",2,10222397,10225414,1125,8.4e-06,1.63e-05,6.77e-07,137,234,10,95.67943355,185.3264903,8.441498464,-2.618825256,-1.748800735,-0.531357936,9.08e-08,0.090224452,0.909775457,"ENSG00000244165",5032
"P2RY14","3",1,150931087,150932104,1017,3.81e-06,9.06e-06,3.82e-07,52,121,5,43.5859,103.0609498,4.75162646,-0.790103868,-0.864311151,-0.112868792,0.000377084,0.391065195,0.608557721,"ENSG00000174944",9934
"P2RY2","11",1,72945204,72946338,1134,8.61e-06,1.82e-05,6.49e-07,80,169,3,98.0245,206.9122577,7.77373748,1.128613835,1.289149987,1.696029136,0.070471984,0.872118357,0.057409659,"ENSG00000175591",5029
"P2RY6","11",1,73007563,73008550,987,5.9e-06,1.41e-05,3.95e-07,73,129,8,67.24586,159.6190614,4.89043737,-0.435007861,1.185404198,-1.392884494,4.64e-07,0.064298441,0.935701095,"ENSG00000171631",5031
"P2RY8","X",1,1584371,1585451,1080,1.02e-05,1.94e-05,3.14e-07,72,104,3,115.9291,220.3220125,3.98239142,2.529330497,3.833093146,0.487643281,0.012844117,0.656261424,0.330894459,"ENSG00000182162",286530
"P4HA2","5",14,131528702,131554319,1608,7.01e-06,1.67e-05,2.02e-06,83,179,12,84.44418012,193.4135108,28.39282467,0.097428472,0.506923536,3.047468295,6.46e-05,0.99889068,0.001044708,"ENSG00000072682",8974
"P4HA3","11",13,73978292,74022656,1635,7.98e-06,1.81e-05,1.51e-06,67,183,14,80.24326451,181.300941,21.62478654,0.916516036,-0.061721355,1.624207391,1.6e-07,0.844015528,0.155984312,"ENSG00000149380",283208
"P4HTM","3",9,49027689,49044340,1692,1.19e-05,2.46e-05,1.42e-06,98,166,6,117.4934501,239.0354101,17.74508388,1.114890874,2.310568224,2.761892645,0.023274936,0.97367295,0.003052114,"ENSG00000178467",54681
"PAAF1","11",12,73588066,73638407,1179,4.44e-06,1.06e-05,1.28e-06,59,103,12,48.69118922,114.8006185,17.98514181,-0.915867728,0.538701854,1.39800014,1.03e-06,0.78142295,0.218576019,"ENSG00000175575",80227
"PABPC3","13",1,25670336,25672232,1896,8.33e-06,2.19e-05,1.34e-06,78,265,16,94.8391,248.3569136,15.65132659,1.07195017,-0.516550165,-0.087303761,3.37e-11,0.044813851,0.955186149,"ENSG00000151846",5042
"PABPN1L","16",7,88930163,88933014,837,5.11e-06,1.04e-05,9.24e-07,52,93,13,33.72860539,64.44509503,7.378162838,-1.950391636,-1.739811627,-2.050188739,2.65e-11,0.005530159,0.994469841,"ENSG00000205022",390748
"PACRG","6",6,163149267,163736019,891,4.21e-06,8.86e-06,1e-06,43,79,8,43.223834,87.6573635,12.60003464,0.021106011,0.452280376,1.283704185,0.000104677,0.811798153,0.18809717,"ENSG00000112530",135138
"PACRGL","4",8,20706104,20728964,747,2.59e-06,5.62e-06,8.19e-07,39,67,11,28.66144881,58.78906732,11.2028571,-1.197181607,-0.523793965,0.060036522,9.14e-08,0.16825068,0.831749229,"ENSG00000163138",133015
"PACSIN3","11",9,47199481,47204278,1275,7.56e-06,1.82e-05,1.17e-06,79,164,6,88.80073614,209.0933652,16.8597198,0.644762938,1.52531407,2.619890552,0.016793048,0.978273746,0.004933206,"ENSG00000165912",29763
"PADI1","1",16,17531712,17570738,1992,1e-05,2.2e-05,1.49e-06,129,303,18,110.354101,235.9110001,21.64818351,-1.100369599,-2.136454723,0.776704164,5.27e-11,0.201148237,0.798851763,"ENSG00000142623",29943
"PADI2","1",16,17395538,17445866,1998,1.24e-05,2.58e-05,1.84e-06,137,267,11,134.1768814,275.5702281,25.72989677,-0.151090387,0.252517395,2.876539656,0.000124031,0.997856841,0.002019128,"ENSG00000117115",11240
"PADI3","1",16,17575632,17609574,1995,1.05e-05,2.32e-05,1.38e-06,116,284,17,121.7175344,261.9850076,21.61560684,0.321276604,-0.665268443,0.98341035,4.69e-10,0.348282168,0.651717832,"ENSG00000142619",51702
"PADI4","1",16,17634717,17690250,1992,1.13e-05,2.21e-05,1.55e-06,116,264,17,130.1935778,246.9803799,23.14017237,0.771164891,-0.529705579,1.264407383,1.3e-09,0.547876116,0.452123883,"ENSG00000159339",23569
"PAEP","9",6,138453647,138457647,543,3e-06,5.54e-06,4.24e-07,28,44,3,26.19347555,49.15450294,5.812926903,-0.218824319,0.359601404,1.155714769,0.031618374,0.814676786,0.153704841,"ENSG00000122133",5047
"PAFAH1B3","19",5,42801229,42806461,696,3.97e-06,9.17e-06,6.89e-07,44,73,4,40.38165425,93.26428716,8.8495853,-0.352994568,1.026337412,1.614852523,0.021057918,0.906607993,0.072334089,"ENSG00000079462",5050
"PAFAH2","1",10,26288479,26317307,1179,4.56e-06,1.27e-05,1.07e-06,67,163,12,53.76222771,142.3014595,15.59504216,-1.11924635,-0.848692883,0.901779619,2.69e-07,0.497624678,0.502375053,"ENSG00000158006",5051
"PAG1","8",6,81888778,81905462,1299,6.46e-06,1.28e-05,7.81e-07,80,137,5,75.738558,147.5364928,11.36641767,-0.303561951,0.424290299,1.870565818,0.010837278,0.946925777,0.042236945,"ENSG00000076641",55824
"PAGE3","X",4,55284938,55290336,342,1.14e-06,2.92e-06,2.77e-07,10,32,2,8.786660802,20.56611218,3.099131985,-0.253757995,-1.23320251,0.61847126,0.050523543,0.690462113,0.259014344,"ENSG00000204279",139793
"PAGE5","X",5,55247032,55250436,393,1.33e-06,3.49e-06,3.43e-07,14,24,2,10.14380787,23.99702978,3.829633976,-0.750597758,-0.000296547,0.926137077,0.071254313,0.74097677,0.187768918,"ENSG00000158639",90737
"PAH","12",13,103232952,103310908,1359,4.76e-06,1.26e-05,1.54e-06,64,186,18,58.96435322,147.80801,22.70415937,-0.406546522,-1.536525941,0.9779553,1.2e-10,0.307448665,0.692551335,"ENSG00000171759",5053
"PAICS","4",10,57302478,57325704,1299,3.88e-06,9.99e-06,1.39e-06,36,88,4,32.67438405,79.10460085,11.96304391,-0.360676964,-0.489194042,2.280593848,0.068314123,0.917925756,0.013760121,"ENSG00000128050",10606
"PAIP2B","2",3,71415608,71429719,372,1.21e-06,2.98e-06,4.05e-07,13,35,2,12.29846033,28.18043496,4.415353341,-0.124015667,-0.628347106,1.138643094,0.0917531,0.766439806,0.141807093,"ENSG00000124374",400961
"PAK6","15",8,40556986,40568295,2046,1.07e-05,2.47e-05,1.45e-06,135,268,8,115.2940074,261.9296395,18.76668355,-1.137744103,-0.18346002,2.461942246,0.001281791,0.990351369,0.00836684,"ENSG00000137843",106821730
"PALB2","16",13,23614779,23652478,3561,1.23e-05,2.86e-05,2.15e-06,150,385,20,143.1179389,326.0543836,29.34336872,-0.356634568,-1.596697827,1.708591393,1.33e-10,0.770851369,0.229148631,"ENSG00000083093",79728
"PALD1","10",19,72285707,72326489,2571,1.48e-05,3.25e-05,2.31e-06,167,333,11,159.4993491,344.3695799,30.98928155,-0.368189918,0.299674126,3.55697791,0.000887741,0.998992285,0.000119973,"ENSG00000107719",27143
"PALLD","4",20,169432655,169846397,3372,1.29e-05,3.19e-05,3.1e-06,133,344,15,149.7903134,359.2823,41.69081337,0.850483864,0.394354924,4.094787522,6.64e-05,0.99992526,8.34e-06,"ENSG00000129116",23022
"PALMD","1",8,100111873,100159618,1656,5.36e-06,1.3e-05,1.04e-06,79,186,5,63.04381706,147.8015619,14.62171583,-1.24582528,-1.536816686,2.492545144,0.03695201,0.955626745,0.007421245,"ENSG00000099260",54873
"PAM","5",25,102201899,102364769,2925,9.68e-06,2.54e-05,2.78e-06,126,295,11,117.106238,291.3061716,40.52106433,-0.509503144,-0.105855878,4.593897774,0.030444397,0.969554906,6.97e-07,"ENSG00000145730",5066
"PAMR1","11",12,35453903,35547133,2214,9.83e-06,2.3e-05,2.27e-06,106,296,30,107.5598518,250.6297701,27.85036302,0.093244024,-1.401750782,-0.403496084,4.63e-21,0.000682612,0.999317388,"ENSG00000149090",25891
"PANK1","10",7,91344162,91405059,1797,1.31e-05,2.48e-05,1.28e-06,95,150,7,122.2172611,233.8050258,15.73782958,1.526258725,2.680769558,2.181829767,0.00212215,0.978412915,0.019464935,"ENSG00000152782",53354
"PANK2","20",7,3869747,3903941,1713,1.11e-05,2.41e-05,1.36e-06,85,160,6,98.81773148,215.7015576,15.67309206,0.861725128,1.855058046,2.420347136,0.010791833,0.979863258,0.009344909,"ENSG00000125779",80025
"PANK3","5",7,167984575,168006288,1113,3.62e-06,9.51e-06,1.11e-06,36,67,8,43.14140447,108.5634244,14.87376258,0.674040132,1.951128188,1.76552483,0.000282413,0.935768744,0.063948843,"ENSG00000120137",79646
"PANX1","11",5,93862478,93914035,1281,6.54e-06,1.3e-05,9.31e-07,76,163,6,74.51477085,146.6755048,12.42955939,-0.10666502,-0.65929161,1.806521131,0.003095496,0.945442253,0.05146225,"ENSG00000110218",24145
"PANX2","22",3,50609159,50617706,2034,2.33e-05,3.79e-05,8.02e-07,137,137,4,203.5073812,332.7362717,8.017151259,2.89020923,5.248529958,1.405393304,0.014900767,0.875833927,0.109265307,"ENSG00000073150",56666
"PANX3","11",4,124481452,124489831,1179,4.93e-06,1.21e-05,8.42e-07,58,144,6,57.582603,138.6023052,11.21829722,-0.03410015,-0.224253868,1.543316499,0.001881242,0.903836589,0.094282169,"ENSG00000154143",116337
"PAOX","10",7,135192820,135204959,1536,1.27e-05,2.22e-05,9.14e-07,102,191,7,113.2788557,196.2091627,11.84539799,0.656964133,0.181897974,1.394582999,0.000435556,0.861038475,0.138525969,"ENSG00000148832",196743
"PAPLN","14",25,73706486,73739372,3756,2.24e-05,4.86e-05,3.38e-06,231,486,37,235.5358392,499.2439517,44.04450312,0.183220853,0.289920688,1.051463558,5.13e-22,0.018291716,0.981708284,"ENSG00000100767",89932
"PAPOLB","7",1,4899527,4901438,1911,8.42e-06,1.82e-05,8.72e-07,128,223,4,95.82233,206.3807576,10.30463411,-2.037842848,-0.565837726,1.94550932,0.03717918,0.928893577,0.033927243,"ENSG00000218823",56903
"PAPPA2","1",22,176525458,176811590,5376,2.24e-05,5.4e-05,3.56e-06,258,614,15,263.3027164,620.4142775,49.54240266,0.202590381,0.125957733,4.861314648,0.001250054,0.998749823,1.23e-07,"ENSG00000116183",60676
"PAPSS1","4",12,108535404,108641335,1875,6.56e-06,1.88e-05,1.72e-06,84,179,13,78.46558131,216.4904525,24.28716645,-0.387330775,1.246287551,2.268747699,2.62e-06,0.979925201,0.020072175,"ENSG00000138801",9061
"PAPSS2","10",13,89419738,89505727,1860,7.72e-06,1.96e-05,1.58e-06,94,216,14,91.75557094,225.6198211,22.63234938,-0.14525775,0.313252038,1.797437937,2.5e-07,0.90286525,0.0971345,"ENSG00000198682",9060
"PAQR3","4",6,79841692,79860378,936,4.31e-06,9.74e-06,9.27e-07,47,120,5,51.339045,112.8379618,13.01466296,0.375421591,-0.32977908,2.200688038,0.020391704,0.961902709,0.017705586,"ENSG00000163291",152559
"PAQR4","16",3,3019675,3021949,822,5.95e-06,1.2e-05,3.88e-07,68,132,6,63.98772225,129.3245131,5.35334909,-0.310951282,-0.115075004,-0.276851444,6.76e-05,0.291271632,0.708660755,"ENSG00000162073",124222
"PAQR6","1",5,156213651,156215639,1056,5.74e-06,1.15e-05,6.64e-07,50,115,6,63.23844525,125.4955843,9.130355933,1.032038769,0.458257385,1.026217779,0.000721604,0.756973611,0.242304784,"ENSG00000160781",79957
"PAQR7","1",1,26189289,26190330,1041,5.8e-06,1.21e-05,5.77e-07,62,127,4,66.14008,137.1089965,6.96177509,0.315591881,0.422271395,1.111941294,0.009310768,0.812118364,0.178570868,"ENSG00000182749",164091
"PARD3B","2",22,205410722,206480537,3432,1.43e-05,3.43e-05,3.06e-06,166,483,19,158.3667712,370.5339141,41.56431881,-0.376031334,-2.857749183,3.466981569,8.65e-08,0.999805592,0.000194321,"ENSG00000116117",117583
"PARL","3",10,183547385,183602634,1140,5.12e-06,1.11e-05,1.08e-06,62,123,10,55.84164121,119.2674803,15.35863385,-0.510899464,-0.167168779,1.354464188,1.07e-05,0.802746609,0.197242659,"ENSG00000175193",55486
"PARM1","4",4,75858537,75971457,933,4.83e-06,8.86e-06,4.39e-07,59,100,4,52.90702724,96.49875462,6.082354499,-0.519304153,-0.174332624,0.836389377,0.006063363,0.734832342,0.259104296,"ENSG00000169116",25849
"PARP1","1",23,226549160,226595630,3045,1.53e-05,3.13e-05,2.46e-06,186,334,11,178.8537451,355.8271184,36.52555395,-0.331269706,0.565969414,4.183756736,0.006996931,0.992996969,6.1e-06,"ENSG00000143799",142
"PARP10","8",11,145051651,145060527,3078,1.89e-05,4.14e-05,2.11e-06,170,363,9,183.6862962,401.912352,25.35274922,0.626032918,0.949377131,3.217125179,0.002911316,0.996559365,0.000529319,"ENSG00000178685",84875
"PARP11","12",8,3921288,3982395,1017,3.33e-06,9.01e-06,9.74e-07,41,93,8,39.401309,102.3244474,13.52175895,-0.157891368,0.450866284,1.487477974,0.000159466,0.876096277,0.123744258,"ENSG00000111224",57097
"PARP12","7",12,139724359,139762647,2106,1.31e-05,2.61e-05,1.75e-06,127,219,12,117.1432782,232.9203582,22.83556027,-0.564575803,0.446133072,2.246131852,7.93e-06,0.979732601,0.020259469,"ENSG00000059378",64761
"PARP14","3",17,122399730,122447444,5406,1.99e-05,4.63e-05,3.1e-06,215,436,11,211.8969545,485.9854498,38.18991124,-0.132150501,1.109042099,4.358360889,0.01296069,0.987036829,2.48e-06,"ENSG00000173193",54625
"PARP15","3",12,122296514,122354947,2037,8.07e-06,1.93e-05,1.59e-06,54,152,12,54.324418,124.866026,15.60880874,0.027287237,-1.187703938,0.904833495,2.71e-07,0.499472822,0.500526907,"ENSG00000173200",165631
"PARP16","15",6,65551744,65578764,972,5.69e-06,1.15e-05,9.04e-07,57,120,12,58.29116083,117.6242892,12.10346555,0.104840275,-0.107141944,0.029459854,1.93e-08,0.131875426,0.868124554,"ENSG00000138617",54956
"PARP2","14",16,20811800,20825956,1752,6.08e-06,1.61e-05,1.78e-06,72,200,15,73.44241232,184.7027276,26.38122154,0.104343332,-0.550547321,2.194982703,2.1e-07,0.969897607,0.030102183,"ENSG00000129484",10038
"PARP3","3",11,51976705,51982496,1623,7.31e-06,1.72e-05,1.24e-06,83,217,14,82.43594335,186.9845701,17.47851298,-0.038513807,-1.073637454,0.82419711,1.49e-08,0.368621892,0.631378093,"ENSG00000041880",10039
"PARP4","13",33,24995256,25077914,5175,2e-05,4.57e-05,4.03e-06,238,544,40,232.3467587,512.5682118,57.44742898,-0.229919336,-0.679062791,2.280267687,2.13e-20,0.711861192,0.288138808,"ENSG00000102699",143
"PARP9","3",10,122247210,122278467,2565,8.22e-06,2.06e-05,1.56e-06,93,241,12,96.66498836,235.6220145,21.7205307,0.231093454,-0.171367844,2.066067255,5.14e-06,0.963727364,0.036267496,"ENSG00000138496",83666
"PARPBP","12",10,102517666,102590069,1740,5.68e-06,1.39e-05,1.12e-06,59,195,17,60.43795302,141.5633056,14.3693338,0.11466698,-2.196750387,-0.687443682,9.67e-13,0.010794692,0.989205308,"ENSG00000185480",55010
"PARVB","22",14,44395220,44564558,1194,6.46e-06,1.35e-05,1.05e-06,75,154,18,76.94443983,153.9487278,17.24948637,0.137421717,-0.002022301,-0.179002961,1.17e-12,0.023174995,0.976825005,"ENSG00000188677",29780
"PARVG","22",12,44579209,44602306,996,5.6e-06,1.04e-05,1.02e-06,64,120,6,65.46615611,118.1227331,15.96152639,0.112336892,-0.084485754,2.46989437,0.01202245,0.979972648,0.008004902,"ENSG00000138964",64098
"PASK","2",17,242045980,242082447,3993,2.37e-05,4.52e-05,2.86e-06,258,505,33,272.4499814,513.1876184,39.11241696,0.542717586,0.176780733,0.968155973,9.06e-20,0.027888305,0.972111695,"ENSG00000115687",23178
"PATE1","11",5,125616199,125618628,381,1e-06,2.74e-06,3.04e-07,15,49,9,13.474833,33.1508888,5.5343822,-0.257576411,-1.346398838,-1.45927039,7.59e-08,0.043025218,0.956974706,"ENSG00000171053",160065
"PATE2","11",4,125647276,125648668,342,1.23e-06,2.78e-06,2.55e-07,22,39,6,15.25758288,32.34202844,4.461020105,-1.070095328,-0.572630761,-0.721781164,3.37e-05,0.202887588,0.797078679,"ENSG00000196844",399967
"PATL2","15",15,44958150,44968688,1632,6.43e-06,1.48e-05,1.77e-06,2,7,1,1.271086367,2.542611828,0.246657114,-0.40080975,-1.367278101,-1.502572876,0.067710089,0.516921895,0.415368015,"ENSG00000229474",197135
"PAX4","7",9,127251117,127255574,1032,3.7e-06,1.12e-05,9.04e-07,61,145,6,41.38766361,121.9481653,12.642782,-1.889920064,-1.021018501,1.850624879,0.003370356,0.950489988,0.046139656,"ENSG00000106331",5078
"PAX9","14",4,37131294,37145657,1026,8.78e-06,1.57e-05,6.79e-07,61,96,3,95.41406833,170.6827027,8.375687486,2.184133938,2.796029403,1.839981535,0.088094505,0.870432976,0.041472519,"ENSG00000198807",5083
"PBK","8",7,27667821,27690630,969,3.04e-06,7.81e-06,7.5e-07,36,96,8,36.18018105,87.81399918,10.8021523,0.018570376,-0.427273867,0.844551778,4.09e-05,0.621688691,0.378270387,"ENSG00000168078",55872
"PBLD","10",9,70043933,70066601,867,3.67e-06,8.19e-06,8.83e-07,41,95,9,44.77792602,95.40658582,13.62175179,0.350002669,0.020360288,1.2404518,2.82e-05,0.775703462,0.224268364,"ENSG00000108187",64081
"PBOV1","6",1,138539124,138539532,408,1.11e-06,2.89e-06,2.34e-07,13,52,3,12.94248,33.133181,3.06958451,-0.009911962,-1.603185193,0.039342541,0.007572397,0.544339298,0.448088305,"ENSG00000254440",59351
"PBX4","19",8,19672833,19729438,1125,7.24e-06,1.47e-05,7.69e-07,67,143,5,68.6536921,141.5546694,10.19631797,0.123729034,-0.059417211,1.611994997,0.006772126,0.916590919,0.076636955,"ENSG00000105717",80714
"PBXIP1","1",10,154917499,154926197,2196,8.57e-06,2.17e-05,1.48e-06,98,237,13,97.97481754,242.3551272,20.5716575,-0.001577059,0.168251141,1.653659241,5.8e-07,0.869086853,0.130912567,"ENSG00000163346",57326
"PCBD1","10",4,72643706,72648290,315,1.41e-06,3.2e-06,2.32e-07,16,33,4,15.29953004,32.85738978,3.251450663,-0.111019676,-0.01216886,-0.411217438,0.001094413,0.382356704,0.616548883,"ENSG00000166228",5092
"PCBD2","5",4,134240829,134296371,393,2.11e-06,4.24e-06,4.43e-07,13,25,4,11.42165549,26.28600244,4.839338421,-0.289524592,0.122686049,0.377949555,0.003062596,0.590830338,0.406107066,"ENSG00000132570",84105
"PCCA","13",24,100741374,101182420,2187,9.16e-06,2.18e-05,2.13e-06,100,235,20,100.882803,228.5551067,30.34603635,0.054488297,-0.208514941,1.860427187,2.13e-10,0.852149109,0.14785089,"ENSG00000175198",5095
"PCCB","3",16,135969217,136048868,1680,8.11e-06,1.95e-05,1.6e-06,91,214,9,84.50066784,197.9734431,21.67829638,-0.438316671,-0.557127261,2.697354378,0.000735839,0.995460689,0.003803472,"ENSG00000114054",5096
"PCDH11Y","Y",3,4924864,4972402,3147,1.18e-05,2.81e-05,1.16e-06,13,50,2,24.07976531,56.96523668,2.462496568,1.399761421,0.451385464,0.291951278,0.036368643,0.630636905,0.332994452,"ENSG00000099715",83259
"PCDH12","5",4,141324945,141337416,3555,1.61e-05,3.63e-05,1.87e-06,190,405,18,183.707913,413.029573,22.8110577,-0.287793618,0.193250096,0.997832059,1.29e-10,0.319804621,0.680195379,"ENSG00000113555",51294
"PCDH15","10",33,55581617,56424022,5874,2.09e-05,5.24e-05,4.37e-06,259,768,28,249.0496572,603.5691725,62.30035214,-0.390879244,-3.27367888,4.304701217,7.23e-11,0.9999971,2.9e-06,"ENSG00000150275",65217
"PCDH18","4",4,138442182,138453242,3408,1.29e-05,3.05e-05,1.65e-06,169,371,9,147.412284,347.3301541,20.32865277,-1.102272518,-0.621211998,2.488935692,0.000442525,0.991735604,0.007821871,"ENSG00000189184",54510
"PCDHA1","5",4,140165875,140389522,2853,2.36e-05,4e-05,1.32e-06,190,392,8,268.555498,454.5826137,16.59709839,2.971728097,1.43569986,2.090381246,0.000559475,0.973083018,0.026357507,"ENSG00000204970",56147
"PCDHA10","5",4,140235633,140389522,2847,2.33e-05,3.97e-05,1.25e-06,171,401,16,265.738728,450.9310757,15.89465231,3.602877157,1.150091749,-0.026175151,4.18e-11,0.050751807,0.949248193,"ENSG00000250120",56139
"PCDHA11","5",4,140248688,140389522,2850,2.41e-05,4.06e-05,1.73e-06,198,410,17,274.607577,462.1774315,21.25407158,2.865926402,1.187119747,0.914057307,3.59e-10,0.305605932,0.694394067,"ENSG00000249158",56138
"PCDHA12","5",4,140255057,140389522,2826,2.48e-05,4.1e-05,1.23e-06,173,399,15,283.099295,465.6920135,15.62394078,4.056622808,1.511613677,0.15636435,3.52e-10,0.090786698,0.909213301,"ENSG00000251664",56137
"PCDHA13","5",4,140261853,140389522,2853,2.52e-05,4.13e-05,1.5e-06,171,352,17,286.751774,469.7189031,18.63179817,4.237640557,2.656706999,0.374480107,4.29e-11,0.097184764,0.902815236,"ENSG00000239389",56136
"PCDHA2","5",4,140174549,140389522,2847,2.37e-05,4.06e-05,1.42e-06,180,389,15,270.481902,461.1212725,17.71291839,3.410688379,1.642753329,0.638530099,1.99e-09,0.234641422,0.765358576,"ENSG00000204969",56146
"PCDHA3","5",4,140180782,140389522,2853,2.36e-05,4.04e-05,1.41e-06,186,407,19,269.293278,459.8536726,17.6094287,3.146637768,1.205541101,-0.328254163,1.46e-13,0.013151602,0.986848398,"ENSG00000255408",56145
"PCDHA4","5",4,140186772,140389522,2844,2.35e-05,3.97e-05,1.26e-06,176,386,20,267.420022,451.5092766,15.94052109,3.465721969,1.507946996,-1.007183951,2.88e-15,0.002511891,0.997488109,"ENSG00000204967",56144
"PCDHA5","5",4,140201360,140389522,2811,2.24e-05,3.91e-05,1.36e-06,186,377,7,255.946829,444.7789515,17.08153334,2.710456278,1.571952796,2.41631109,0.003538248,0.986919756,0.009541996,"ENSG00000204965",56143
"PCDHA6","5",4,140207676,140389522,2853,2.47e-05,4.13e-05,1.31e-06,203,349,13,281.041584,469.7745877,16.48730244,2.885960218,2.725507182,0.850754988,6.16e-08,0.425463275,0.574536663,"ENSG00000081842",56142
"PCDHA7","5",4,140213968,140389522,2814,2.37e-05,4.01e-05,1.38e-06,164,338,9,270.411335,456.3808209,17.28093663,4.011666272,2.71040395,1.973265573,0.000137152,0.960924235,0.038938613,"ENSG00000204963",56141
"PCDHA8","5",4,140220906,140389522,2853,2.38e-05,4.09e-05,1.48e-06,175,368,16,271.597305,465.2201295,18.43974558,3.633722069,2.204668293,0.562803503,3.7e-10,0.173358703,0.826641297,"ENSG00000204962",56140
"PCDHA9","5",4,140228080,140389522,2853,2.56e-05,4.21e-05,1.35e-06,178,380,19,292.165283,478.3219519,16.92788438,4.140657154,2.198907846,-0.498887166,7.89e-14,0.009157684,0.990842316,"ENSG00000204961",9752
"PCDHAC1","5",4,140306477,140389522,2892,1.58e-05,3.35e-05,1.51e-06,145,357,15,181.121212,381.2432195,18.82123642,1.663899147,0.607302974,0.872508235,4.58e-09,0.357296119,0.642703877,"ENSG00000248383",56135
"PCDHB1","5",1,140431055,140433512,2457,1.17e-05,2.53e-05,1.07e-06,126,228,12,133.0979,286.5094643,12.55811172,0.381411482,1.690726401,0.156008632,2.81e-08,0.162419824,0.837580148,"ENSG00000171815",29930
"PCDHB10","5",1,140572125,140574528,2403,1.74e-05,2.95e-05,9.9e-07,108,250,10,197.4695,334.2448786,11.63085653,3.947066654,2.253863761,0.473695879,1.18e-06,0.354752436,0.645246388,"ENSG00000120324",56126
"PCDHB11","5",1,140579347,140581741,2394,1.71e-05,2.95e-05,8.37e-07,173,311,10,193.8569,334.7006928,9.897985,0.928663904,0.633649819,-0.032120351,3.09e-07,0.178174534,0.821825157,"ENSG00000197479",56125
"PCDHB12","5",1,140588479,140590867,2388,1.74e-05,2.88e-05,8.25e-07,158,315,7,197.523,326.2694316,9.76120559,1.743373881,0.305161046,0.875460793,0.000155402,0.669826242,0.330018356,"ENSG00000120328",56124
"PCDHB13","5",1,140593695,140596092,2397,1.75e-05,2.98e-05,7.85e-07,122,230,12,198.3943,337.6696606,9.31352866,3.362372667,2.865919076,-0.871996547,1.69e-09,0.032841368,0.96715863,"ENSG00000187372",56123
"PCDHB14","5",1,140603077,140605474,2397,1.67e-05,2.89e-05,9.53e-07,146,310,12,189.4847,328.3612146,11.21809024,1.958388588,0.495611784,-0.23125273,9.06e-09,0.086280185,0.913719806,"ENSG00000120327",56122
"PCDHB15","5",1,140625146,140627510,2364,1.72e-05,2.97e-05,1.24e-06,143,255,6,195.0377,336.3887806,14.4510383,2.309980575,2.170502946,2.202166981,0.006800825,0.97527094,0.017928235,"ENSG00000113248",56121
"PCDHB16","5",1,140562134,140564465,2331,1.67e-05,2.96e-05,9.41e-07,117,283,6,190.1005,335.9269613,11.07620883,3.286837132,1.41244415,1.510892508,0.001770815,0.897216857,0.101012328,"ENSG00000272674",57717
"PCDHB5","5",1,140515016,140517404,2388,1.86e-05,3.12e-05,9.63e-07,179,317,10,210.8339,353.7970793,11.33138552,1.359155306,0.956869905,0.391788853,9.45e-07,0.318857036,0.681142019,"ENSG00000113209",26167
