"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"MEGF8","19",41,42830395,42880927,8337,5.26e-05,0.000114071,7.28e-06,500,839,16,497.1409452,1056.776064,81.41991828,-0.079494863,3.276687285,7.181817264,0.973137204,0.026862796,2.63e-16,"ENSG00000105429",1954
"MEGF9","9",6,123367467,123476636,1809,1.28e-05,2.3e-05,9.66e-07,57,140,1,117.2547287,217.8071719,12.28574534,3.449651761,2.578695784,3.189474796,0.921919105,0.077983329,9.76e-05,"ENSG00000106780",1955
"MEIS1","2",12,66662988,66796240,1173,6.43e-06,1.32e-05,1.01e-06,54,54,0,65.36047983,130.5963481,13.80954565,0.871141048,3.278376362,3.681115602,0.990885197,0.009112474,2.33e-06,"ENSG00000143995",4211
"MEIS2","15",12,37184373,37391667,1434,9.35e-06,1.7e-05,1.29e-06,74,104,1,109.7013229,195.2880703,19.46146745,2.113137075,3.19516096,4.145415881,0.994254955,0.005744892,1.52e-07,"ENSG00000134138",4212
"MEN1","11",9,64571805,64577581,1848,1.17e-05,2.49e-05,1.54e-06,100,112,0,129.9331545,273.9904367,20.30345073,1.627955561,4.786720531,4.463490482,0.999190001,0.000809993,6.33e-09,"ENSG00000133895",4221
"MEPCE","7",4,100027641,100031177,2070,1.34e-05,2.93e-05,1.71e-06,117,148,1,153.725908,334.1098064,21.04069972,1.836320047,4.98013508,4.327853214,0.996809252,0.003190712,3.63e-08,"ENSG00000146834",56257
"MEST","7",12,130132154,130144897,1008,4.18e-06,1.09e-05,1.23e-06,48,58,0,50.47499666,120.4996898,17.31437845,0.215966569,2.784847355,4.121859321,0.997526693,0.00247321,9.62e-08,"ENSG00000106484",4232
"MET","7",20,116339138,116436178,4227,1.65e-05,3.82e-05,3.46e-06,191,365,7,194.0757111,436.8788144,47.18250795,0.136869872,1.682042112,5.794770378,0.996412864,0.003587136,3.31e-12,"ENSG00000105976",4233
"METAP2","12",11,95867955,95907680,1437,5.09e-06,1.3e-05,1.44e-06,72,78,3,61.22392594,149.3082909,20.57059544,-0.853786417,2.854398157,3.837538053,0.906382727,0.093610886,6.39e-06,"ENSG00000111142",10988
"METTL16","17",9,2323263,2405625,1689,7.44e-06,1.68e-05,1.6e-06,76,118,1,87.11763456,191.3097239,21.47805848,0.73842888,2.592444166,4.377044762,0.99728942,0.002710555,2.44e-08,"ENSG00000127804",79066
"MEX3C","18",2,48702720,48723690,1980,1.53e-05,2.72e-05,9.16e-07,72,105,0,83.23561631,182.3327691,8.959189603,0.763469795,2.801223875,2.964995689,0.946417958,0.053397453,0.000184589,"ENSG00000176624",51320
"MFAP1","15",9,44097291,44116767,1320,4.44e-06,1.54e-05,1.97e-06,68,83,3,54.0501,178.1381651,26.06846876,-1.176311397,3.48652554,4.475593797,0.986958817,0.013041137,4.65e-08,"ENSG00000140259",4236
"MFAP3L","4",2,170912528,170927028,1230,6.83e-06,1.33e-05,5.88e-07,76,119,0,78.22988,151.9861866,7.49597508,0.156294832,1.308719803,2.712087878,0.910529966,0.08879655,0.000673484,"ENSG00000198948",101928198
"MFN2","1",17,12049225,12071622,2274,9.97e-06,2.52e-05,1.97e-06,127,215,1,117.7895372,285.0553908,28.67863221,-0.526113404,2.029520454,5.119824678,0.999816094,0.000183906,3.46e-11,"ENSG00000116688",9927
"MFSD2A","1",14,40420964,40435240,1632,8.13e-06,1.75e-05,1.37e-06,82,140,3,93.71446611,197.5638568,20.9472243,0.75018572,2.00314736,3.884398748,0.91767122,0.082324192,4.59e-06,"ENSG00000168389",84879
"MGA","15",23,41961092,42059478,9198,2.86e-05,7.69e-05,6.44e-06,371,925,4,319.4974753,847.1990092,77.10263958,-1.786257409,-1.307401303,8.246850916,1,3.53e-10,3.41e-27,"ENSG00000174197",23269
"MGAT2","14",1,50087986,50089330,1344,7.36e-06,1.51e-05,7.97e-07,65,135,0,83.82703,171.7330936,9.44987979,1.274791736,1.371030279,3.045108978,0.955031701,0.044849174,0.000119125,"ENSG00000168282",4247
"MGAT5","2",16,135011974,135206418,2226,8.65e-06,2.04e-05,2.16e-06,115,162,1,104.1516731,237.2708198,31.07774015,-0.65898863,2.390126009,5.344538364,0.999925017,7.5e-05,3.89e-12,"ENSG00000152127",4249
"MICAL3","22",31,18273497,18389578,6009,3.44e-05,7.33e-05,4.74e-06,358,676,4,340.1864849,707.9956323,53.9270811,-0.598742645,0.588154527,6.734764618,0.999997948,2.05e-06,5.03e-18,"ENSG00000243156",57553
"MID2","X",10,107069656,107170303,2208,7.76e-06,2.11e-05,1.77e-06,58,124,1,63.62774519,166.9673176,16.88446136,0.43738208,1.626442989,3.829293175,0.985076414,0.014922006,1.58e-06,"ENSG00000080561",11043
"MIER1","1",14,67390711,67450583,1698,5.64e-06,1.47e-05,2.01e-06,60,132,4,62.22653148,161.2088018,27.88240269,0.174980728,1.125215779,4.480253606,0.966295466,0.033704436,9.79e-08,"ENSG00000198160",57708
"MIER2","19",14,306689,344782,1638,1.25e-05,2.25e-05,1.5e-06,128,215,2,123.9178039,222.9560138,20.14650478,-0.227340525,0.260616362,4.004818326,0.977262863,0.022736235,9.02e-07,"ENSG00000105556",54531
"MIER3","5",13,56218954,56247929,1650,6.06e-06,1.44e-05,1.4e-06,71,121,0,71.98403573,165.1094793,20.39221599,0.071902532,1.679046181,4.473237395,0.99921643,0.000783565,5.84e-09,"ENSG00000155545",166968
"MINK1","17",32,4736878,4800582,3999,2.28e-05,5.29e-05,4.58e-06,226,277,4,199.5661413,445.6390189,48.43965075,-1.160024998,3.907355097,6.324989888,0.999984022,1.6e-05,7.45e-16,"ENSG00000141503",50488
"MITF","3",10,69788748,70014399,1563,7.91e-06,1.78e-05,1.71e-06,72,173,1,86.8791296,194.1322503,22.05045143,0.989621871,0.74184703,4.440607037,0.997810644,0.002189342,1.45e-08,"ENSG00000187098",4286
"MKLN1","7",18,131012658,131172487,2208,7.5e-06,1.89e-05,2.14e-06,87,140,2,90.21792105,216.3664572,30.86338795,0.210028495,2.539360528,5.146538071,0.999577505,0.000422495,5.31e-11,"ENSG00000128585",4289
"MKRN1","7",8,140154316,140179144,1449,7.8e-06,1.61e-05,1.21e-06,72,125,1,70.23903252,156.333606,16.01042144,-0.130260326,1.225746333,3.716046887,0.979423651,0.020572866,3.48e-06,"ENSG00000133606",23608
"MLF2","12",7,6857960,6861500,747,3.26e-06,1.1e-05,8.95e-07,34,64,1,37.21396849,119.5095892,12.2696786,0.326616639,2.483608759,3.187018785,0.921484672,0.078416369,9.9e-05,"ENSG00000089693",8079
"MLLT1","19",12,6213052,6279795,1680,1.18e-05,2.28e-05,1.01e-06,118,136,0,120.0041584,228.8153278,13.98432128,0.113420695,3.001190253,3.704335976,0.991457208,0.008540805,1.99e-06,"ENSG00000130382",4298
"MLLT10","10",22,21823573,22030912,3207,1.16e-05,2.75e-05,2.85e-06,163,296,4,137.1588587,311.793343,39.72156354,-1.3678815,0.437477722,5.614447208,0.999583699,0.000416301,2.1e-12,"ENSG00000078403",8028
"MLLT3","9",11,20346440,20622255,1707,6.26e-06,1.5e-05,9.95e-07,89,131,0,75.21894538,174.6233494,15.76364994,-0.985072312,1.614670395,3.932946916,0.99559105,0.004408556,3.95e-07,"ENSG00000171843",4300
"MLLT6","17",20,36861885,36881851,3282,1.99e-05,3.81e-05,2.12e-06,186,254,2,186.7008096,357.159422,27.98701647,0.031795849,2.669895125,4.865951926,0.998762157,0.001237842,7.29e-10,"ENSG00000275023",4302
"MLXIP","12",17,122516759,122626359,2760,1.91e-05,3.69e-05,1.68e-06,163,216,2,140.1514522,280.0216636,19.96986244,-1.196487831,1.871319037,3.983335176,0.975747589,0.024251353,1.06e-06,"ENSG00000175727",22877
"MMP14","14",10,23306026,23315248,1749,1.04e-05,2.2e-05,1.61e-06,98,198,2,116.1343992,242.476917,21.69363076,1.043211193,1.397062349,4.188412068,0.987123657,0.01287612,2.23e-07,"ENSG00000157227",4323
"MMP16","8",10,89053688,89339435,1824,6.59e-06,1.81e-05,1.48e-06,73,105,3,78.860664,209.1656733,20.92264867,0.409134194,3.522864781,3.881356097,0.916974084,0.083021227,4.69e-06,"ENSG00000156103",4325
"MNT","17",6,2290194,2304006,1749,1.17e-05,2.24e-05,8.05e-07,99,184,0,114.7743821,216.978572,9.809202405,0.912808765,1.095065833,3.102462436,0.96048046,0.03943318,8.64e-05,"ENSG00000070444",4335
"MON2","12",35,62860987,62986529,5154,1.66e-05,4.15e-05,4.63e-06,185,397,12,198.0408115,473.3477954,64.98659731,0.574481917,1.716416711,6.510942062,0.982708263,0.017291737,5.29e-14,"ENSG00000061987",23041
"MORC2","22",23,31322789,31346402,2913,1.26e-05,3.37e-05,2.96e-06,144,236,3,149.759234,382.1571031,42.13027005,0.291752681,3.656919573,5.971801968,0.99996748,3.25e-05,2.08e-14,"ENSG00000133422",22880
"MORC3","21",17,37692562,37747594,2820,1.03e-05,2.59e-05,2.43e-06,121,203,2,120.7101643,293.9501485,34.10328179,-0.016352187,2.594674158,5.445540829,0.999874192,0.000125808,2.77e-12,"ENSG00000159256",23515
"MORC4","X",17,106184708,106243199,2814,1.03e-05,2.63e-05,2.45e-06,82,159,2,76.71537541,193.4229005,23.52524601,-0.374043391,1.210625877,4.396132489,0.993467674,0.006532283,4.22e-08,"ENSG00000133131",79710
"MOSPD2","X",15,14891650,14937931,1557,4.78e-06,1.29e-05,1.22e-06,30,68,0,41.33087537,102.6613481,14.4130447,1.092636674,1.673239121,3.760689598,0.99271393,0.007284724,1.35e-06,"ENSG00000130150",158747
"MOV10","1",20,113217534,113243129,3012,1.41e-05,3.53e-05,2.5e-06,153,275,4,162.6739328,395.3805137,35.64476739,0.470210279,2.961181321,5.250415814,0.998090428,0.001909572,8.59e-11,"ENSG00000155363",4343
"MPHOSPH8","13",14,20207888,20246015,2583,1.15e-05,2.33e-05,1.84e-06,130,237,4,128.9100568,258.6861673,25.83584104,-0.059510367,0.65949769,4.25547815,0.930242309,0.069757082,6.08e-07,"ENSG00000196199",54737
"MPP1","X",12,154007451,154033648,1401,6.65e-06,1.46e-05,1.24e-06,45,78,1,51.3550527,107.9851836,13.04637501,0.549764695,1.411371314,3.303703413,0.940116718,0.059833526,4.98e-05,"ENSG00000130830",4354
"MPPED2","11",6,30433014,30601920,885,4.23e-06,8.85e-06,7.27e-07,43,59,0,49.97219751,101.9212127,10.6228088,0.611441707,2.079486437,3.228563999,0.970565202,0.029393212,4.16e-05,"ENSG00000066382",744
"MRC1","10",30,18098454,18199394,4371,1.79e-05,4.02e-05,5.17e-06,6,7,0,45.35553961,90.04228758,11.16792499,3.622765085,4.280480404,3.310364683,0.975871402,0.02410315,2.54e-05,"ENSG00000260314",4360
"MRC2","17",30,60705163,60769812,4440,2.82e-05,5.86e-05,4.33e-06,246,428,9,264.7017361,544.5965728,52.31058935,0.712610391,2.443795422,5.931833627,0.985888158,0.014111842,3.87e-12,"ENSG00000011028",9902
"MRGBP","20",5,61427875,61430995,615,4.14e-06,8.46e-06,5.39e-07,27,32,0,36.16663009,79.60457073,7.344395343,0.944941882,2.609733024,2.684526566,0.905748428,0.093482421,0.000769152,"ENSG00000101189",55257
"MSI1","12",14,120783393,120806894,1089,8.42e-06,1.57e-05,1.34e-06,63,68,0,73.52152588,138.1627242,16.93100936,0.760713526,2.919626897,4.075971381,0.997146451,0.002853413,1.36e-07,"ENSG00000135097",4440
"MSI2","17",13,55334103,55754389,987,6.36e-06,1.23e-05,8.97e-07,57,70,1,69.0262181,132.7975741,14.46199106,0.897369969,2.665412389,3.506589951,0.963858042,0.036127911,1.4e-05,"ENSG00000153944",124540
"MSL1","17",8,38282456,38290622,1056,3.7e-06,9.66e-06,1.03e-06,43,63,0,39.6272566,98.45826145,12.37288351,-0.332150777,1.747864759,3.484376639,0.984496891,0.015494544,8.57e-06,"ENSG00000188895",339287
"MSL3","X",13,11776382,11793198,1566,6.67e-06,1.58e-05,1.22e-06,44,76,1,53.09993714,120.7363565,13.32083106,0.774178377,1.991399637,3.34398259,0.945646874,0.054314148,3.9e-05,"ENSG00000005302",10943
"MSN","X",13,64887708,64959755,1734,6.45e-06,1.93e-05,1.62e-06,57,67,0,48.52522371,132.3810436,14.74409176,-0.754213168,2.779426465,3.803633638,0.993557146,0.006441857,9.97e-07,"ENSG00000147065",4478
"MTA1","14",21,105886372,105936552,2148,1.64e-05,3.3e-05,2.08e-06,169,165,1,162.6465338,321.2004797,27.83467784,-0.308844672,4.262955176,5.038403482,0.999747857,0.000252143,7.46e-11,"ENSG00000182979",9112
"MTA2","11",18,62361346,62368922,2007,7.68e-06,2.2e-05,2e-06,113,145,4,92.27392332,250.4027694,29.05682459,-1.337602657,3.257984662,4.604597276,0.978013018,0.021986948,3.4e-08,"ENSG00000149480",9219
"MTCH1","6",12,36936678,36953949,1119,7.57e-06,1.52e-05,1.22e-06,45,53,1,50.7814848,109.2067496,14.54138529,0.502962752,2.630752196,3.517627268,0.964878856,0.035108063,1.31e-05,"ENSG00000137409",23787
"MTF1","1",10,38280807,38323330,2262,9.28e-06,2.05e-05,1.66e-06,114,159,2,108.7358547,234.8944383,22.78273559,-0.312958747,2.422087824,4.313099758,0.991394717,0.0086052,8.29e-08,"ENSG00000188786",4520
"MTF2","1",15,93545083,93602584,1782,5.23e-06,1.55e-05,1.61e-06,68,116,2,64.24618928,178.6851099,24.0371534,-0.290334125,2.293699806,4.452497084,0.994599741,0.005400233,2.65e-08,"ENSG00000143033",22823
"MTM1","X",14,149761076,149840068,1812,7.21e-06,1.79e-05,2.13e-06,47,88,0,59.28645526,140.0636526,20.89958256,0.989232662,2.15173458,4.528542753,0.999351774,0.000648222,3.68e-09,"ENSG00000171100",4534
"MTMR1","X",15,149862003,149931202,1998,1.03e-05,2.19e-05,2.11e-06,62,90,2,65.75221699,146.2043432,20.84817569,0.286868288,2.273557571,4.089074261,0.982418902,0.017580619,4.78e-07,"ENSG00000063601",8776
"MTMR12","5",16,32229883,32312944,2244,8.87e-06,2.08e-05,2.24e-06,87,170,3,103.4889601,234.0246435,30.96097206,1.004839481,2.047069384,4.977768091,0.997884435,0.002115564,5.45e-10,"ENSG00000150712",54545
"MTMR3","22",18,30367048,30421790,3597,1.42e-05,3.49e-05,3.07e-06,174,332,6,166.2121713,399.5737335,41.85557469,-0.374483617,1.65346758,5.489967331,0.994951612,0.005048388,3.77e-11,"ENSG00000100330",8897
"MTMR4","17",18,56569023,56593943,3588,1.4e-05,3.6e-05,2.83e-06,167,286,5,164.6942549,411.7826868,39.13129412,-0.111381483,3.031819444,5.404808989,0.997305474,0.002694526,4.02e-11,"ENSG00000108389",9110
"MTOR","1",57,11167541,11319466,7650,3.23e-05,8.13e-05,8.04e-06,378,438,8,383.4894995,930.0350434,113.4431168,0.173782284,7.891558899,9.806609027,1,3.24e-13,2.27e-37,"ENSG00000198793",2475
"MTPAP","10",9,30602537,30638204,1749,6.59e-06,1.71e-05,1.55e-06,76,158,3,77.35813389,195.0707631,20.70543656,0.095727746,1.298231887,3.854377151,0.910575497,0.089418828,5.67e-06,"ENSG00000107951",55149
"MTSS1","8",14,125565232,125740196,2268,1.06e-05,2.55e-05,1.77e-06,132,223,0,115.1917735,273.6384416,24.38450448,-0.970867362,1.497296886,4.891551388,0.999823848,0.000176152,1.54e-10,"ENSG00000170873",9788
"MUC5B","11",49,1244353,1282838,17289,0.000117452,0.000222322,8.14e-06,995,1634,11,1194.063906,2266.48474,89.99225497,3.571316624,6.498158343,8.24843683,0.999999706,2.94e-07,6.12e-25,"ENSG00000117983",727897
"MYBL1","8",16,67476931,67525073,2259,7.19e-06,1.82e-05,2.07e-06,65,154,1,71.15084443,169.4736967,22.78017186,0.452057687,0.581379099,4.520354557,0.998332687,0.001667305,7.44e-09,"ENSG00000185697",4603
"MYBL2","20",14,42295923,42344727,2103,1.05e-05,2.35e-05,1.7e-06,116,195,2,117.3539684,250.8220575,23.01609006,0.077485273,1.724009538,4.339361409,0.992108233,0.0078917,6.7e-08,"ENSG00000101057",4605
"MYCBP2","13",83,77619512,77900796,13923,4.67e-05,0.000119802,1.21e-05,577,981,12,551.1669667,1363.803118,167.9289117,-0.682154296,5.070094228,11.91937759,1,3.35e-19,1.01e-54,"ENSG00000005810",23077
"MYCN","2",2,16082186,16086219,1395,1.38e-05,2.35e-05,6.73e-07,97,119,0,127.021654,221.7043614,7.606068679,1.651375238,3.373792457,2.731931611,0.913862108,0.085526449,0.000611443,"ENSG00000134323",4613
"MYEF2","15",17,48435104,48470434,1803,7.13e-06,1.83e-05,1.77e-06,47,157,1,76.21483807,196.6938289,25.96264119,2.074594712,1.384343303,4.852949912,0.999492304,0.000507695,4.1e-10,"ENSG00000104177",50804
"MYH10","17",42,8379121,8526564,6024,2.65e-05,6.58e-05,5.81e-06,296,428,10,310.8369767,745.5209044,79.90917498,0.521710048,5.687991304,7.746857395,0.99999755,2.45e-06,5.31e-22,"ENSG00000133026",4628
"MYH11","16",41,15797847,15932109,5940,3.45e-05,7.09e-05,5.73e-06,404,630,14,404.2390493,813.5117114,81.3561631,0.007369334,3.147011449,7.397275476,0.998956488,0.001043512,2.26e-18,"ENSG00000133392",4629
"MYH14","19",42,50713622,50813047,6111,3.7e-05,9.07e-05,6.4e-06,304,647,9,310.7830247,741.8977659,64.46147773,0.238529812,1.704121595,6.84275501,0.999847921,0.000152079,6.12e-17,"ENSG00000105357",79784
"MYH9","22",40,36678713,36745281,5883,3.57e-05,7.52e-05,4.97e-06,419,519,2,413.9601468,852.6168094,71.99985761,-0.153564962,5.588399318,8.171861929,1,8.8e-11,2.82e-27,"ENSG00000100345",4627
"MYO16","13",34,109318271,109859184,5577,3.38e-05,6.3e-05,4.66e-06,304,560,10,337.7867148,639.2489758,63.06389457,1.139656448,1.533116732,6.619092199,0.998667246,0.001332754,2.45e-15,"ENSG00000041515",23026
"MYO18A","17",41,27401787,27493958,6165,3.11e-05,7.7e-05,5.1e-06,301,649,10,320.1035434,778.5505043,65.27895034,0.661937713,2.270973834,6.77739675,0.999417504,0.000582496,3.26e-16,"ENSG00000196535",399687
"MYO5A","15",41,52605892,52821003,5568,1.94e-05,5.46e-05,6.21e-06,229,445,16,229.2181783,620.4974045,84.75406439,0.008934693,3.446015012,7.397888957,0.992129667,0.007870333,1.28e-17,"ENSG00000197535",4644
"MYO9A","15",41,72118920,72338904,7647,2.31e-05,6.77e-05,7.36e-06,313,764,15,275.5564307,776.2431931,98.70195861,-1.398369097,0.214937673,8.345693524,0.999991726,8.27e-06,3.49e-24,"ENSG00000066933",4649
"MYO9B","19",38,17212527,17322594,6069,4.01e-05,8.09e-05,4.65e-06,399,573,4,395.0816031,776.505356,55.53949281,-0.122212275,3.572071682,6.850604512,0.999998877,1.12e-06,1.16e-18,"ENSG00000099331",4650
"MYOCD","17",14,12569505,12666961,2961,1.27e-05,2.7e-05,2.34e-06,171,330,5,139.811804,292.2421002,30.42997181,-1.635188636,-1.080321183,4.566514007,0.934596479,0.065403416,1.04e-07,"ENSG00000141052",93649
"MYRF","11",27,61520216,61553615,3456,2.1e-05,4.25e-05,2.65e-06,184,285,2,190.9068405,380.0993982,33.59407098,0.309895767,2.385863669,5.399629576,0.999847803,0.000152197,4.41e-12,"ENSG00000124920",745
"MYT1","20",21,62830214,62871801,3366,1.94e-05,3.89e-05,2.75e-06,213,305,3,221.8206843,436.5106678,38.46227433,0.367156701,3.078790278,5.664202853,0.999871802,0.000128198,5.88e-13,"ENSG00000196132",4661
"MYT1L","2",20,1795638,1983549,3555,2.2e-05,4.32e-05,2.79e-06,159,205,1,205.8824198,402.4516626,33.03894903,2.025581286,4.814159288,5.521471922,0.999963989,3.6e-05,6.51e-13,"ENSG00000186487",23040
"N4BP2L1","13",5,32977078,33002219,732,3.19e-06,8.09e-06,6.97e-07,30,55,0,33.42720898,81.30596484,8.899508106,0.367485446,1.426952224,2.955103469,0.945268895,0.054536438,0.000194667,"ENSG00000139597",90634
"NAA15","4",20,140222931,140309238,2601,8.11e-06,2.1e-05,2.22e-06,104,135,3,93.98039141,232.1944979,32.0228312,-0.640739714,3.119838963,5.080419803,0.99857684,0.00142316,2.07e-10,"ENSG00000164134",80155
"NAA25","12",24,112467334,112546577,2919,9.95e-06,2.58e-05,3.31e-06,104,190,3,115.3550912,285.0475456,45.2738984,0.655423479,2.753585366,6.223548163,0.999989964,1e-05,1.19e-15,"ENSG00000111300",80018
"NAA30","14",4,57857675,57876234,1089,9.2e-06,1.56e-05,8.61e-07,66,95,0,98.5318779,166.7321809,10.93351696,2.031749691,2.717195539,3.27544035,0.973715071,0.026253493,3.14e-05,"ENSG00000139977",122830
"NAA35","9",22,88557074,88636875,2178,6.92e-06,1.92e-05,2.33e-06,88,115,0,84.79258592,219.4098197,34.03846532,-0.215935959,3.447701974,5.779292937,0.999995237,4.76e-06,2.33e-14,"ENSG00000135040",60560
"NAA60","16",5,3526227,3534855,729,3.89e-06,7.82e-06,6.36e-07,40,61,0,36.91425656,73.37530277,7.442959621,-0.314855781,0.706638415,2.702480291,0.908883492,0.090410977,0.000705531,"ENSG00000122390",79903
"NAB2","12",7,57483054,57488504,1578,8.4e-06,2e-05,1.07e-06,103,97,0,81.39264713,196.0673795,12.96396075,-1.484767273,3.460545227,3.566633908,0.987535198,0.012459788,5.01e-06,"ENSG00000166886",4665
"NABP2","12",6,56618640,56622997,636,2.99e-06,6.67e-06,6.22e-07,32,43,0,36.446275,78.1012209,9.5619782,0.456581962,1.942718225,3.06311684,0.956804648,0.043087592,0.00010776,"ENSG00000139579",79035
"NACC1","19",5,13246021,13249220,1584,1.27e-05,2.44e-05,8.19e-07,111,77,0,128.3607322,243.8982213,10.14132717,0.949949754,5.227135654,3.154548075,0.964946936,0.034988954,6.41e-05,"ENSG00000160877",112939
"NADK2","5",12,36195245,36241900,1329,6.8e-06,1.68e-05,1.64e-06,39,89,3,56.09537435,140.9911286,20.61070165,1.415026088,2.141655448,3.842554119,0.907647887,0.092345947,6.17e-06,"ENSG00000152620",133686
"NAF1","4",8,164050048,164087879,1485,8.05e-06,1.53e-05,1.14e-06,65,169,1,78.79936883,151.673156,14.14861197,0.963712194,-0.688145682,3.462682554,0.959542887,0.040438507,1.86e-05,"ENSG00000145414",92345
"NAMPT","7",11,105891528,105925330,1476,4.86e-06,1.15e-05,1.1e-06,43,42,1,56.69370084,129.7622139,16.46206592,1.127464477,3.768338168,3.774983178,0.982566484,0.0174312,2.32e-06,"ENSG00000105835",10135
"NANOG","12",4,7942210,7947691,918,3.08e-06,7.26e-06,6.46e-07,20,36,0,31.30748263,71.42101032,7.531530857,1.252827309,2.050049719,2.718512454,0.911618852,0.08772835,0.000652798,"ENSG00000111704",79923
"NAP1L1","12",14,76442208,76467999,1176,3.53e-06,9.84e-06,1.21e-06,35,82,1,45.19731697,115.9150593,19.29184972,0.94032758,1.540776166,4.125346614,0.993880985,0.006118837,1.78e-07,"ENSG00000187109",4673
"NAP1L4","11",14,2970488,3000450,1128,4.74e-06,1.04e-05,1.34e-06,54,111,1,57.56651665,119.6044049,20.25943384,0.291413148,0.384825167,4.238571509,0.99573103,0.004268896,7.38e-08,"ENSG00000205531",4676
"NAPA","19",11,47991544,48018197,888,5.9e-06,1.03e-05,1.02e-06,59,102,1,66.65051715,113.8531709,15.44022949,0.58094984,0.543349777,3.64029842,0.974655185,0.025338989,5.83e-06,"ENSG00000105402",8775
"NAPB","20",11,23358012,23402039,897,3.08e-06,7.64e-06,9.52e-07,29,53,0,34.23409125,79.82039255,13.32885994,0.554576222,1.468333193,3.616481069,0.989108778,0.01088762,3.6e-06,"ENSG00000125814",63908
"NAV1","1",30,201617796,201789060,5634,3e-05,6.5e-05,3.86e-06,286,446,1,328.8396856,709.7230819,53.88569911,1.464548508,4.84194852,7.136597356,0.999999985,1.48e-08,3.68e-21,"ENSG00000134369",89796
"NAV2","11",41,19735241,20139804,7467,3.79e-05,8.32e-05,4.81e-06,450,873,12,437.1589269,939.1295484,70.2159253,-0.380743083,1.055477469,6.881984282,0.997517125,0.002482875,4.58e-16,"ENSG00000166833",89797
"NAV3","12",39,78225241,78604297,7092,2.59e-05,6.27e-05,5.26e-06,344,744,8,308.359321,721.7977888,74.8475442,-1.258250703,-0.404207792,7.65396352,0.999999399,6.01e-07,4.23e-22,"ENSG00000067798",89795
"NBEA","13",58,35516957,36245128,8841,3.12e-05,8.11e-05,7.84e-06,334,551,2,318.9859564,791.1893862,93.88791667,-0.521146785,4.176669207,9.393841868,1,2.45e-14,6.17e-36,"ENSG00000172915",26960
"NCAM2","21",18,22370881,22910278,2514,9.22e-06,2.22e-05,2.11e-06,119,208,5,107.837031,249.1585577,29.92860269,-0.666417608,1.275378545,4.51382135,0.922157338,0.077842499,1.63e-07,"ENSG00000154654",4685
"NCAPG2","7",27,158424357,158494590,3432,1.32e-05,3.28e-05,2.81e-06,137,295,7,157.3094981,372.7839821,42.01230791,1.003855466,1.970507657,5.350842173,0.975711233,0.024288767,3.6e-10,"ENSG00000146918",54892
"NCBP1","9",23,100396163,100433481,2373,8.33e-06,2.24e-05,2.46e-06,88,140,2,100.4076759,255.7740284,36.91910431,0.767639339,3.540782899,5.692816888,0.999956109,4.39e-05,2.13e-13,"ENSG00000136937",4686
"NCDN","1",7,36023791,36031264,2190,1.37e-05,2.79e-05,1.23e-06,138,141,0,154.9545878,313.0733967,16.56985192,0.844373827,4.756714802,4.032264213,0.996735084,0.003264727,1.89e-07,"ENSG00000020129",23154
"NCF1","7",11,74188378,74203504,1173,9.83e-06,1.98e-05,1.13e-06,9,9,0,48.63386684,93.69321389,7.942935639,3.523275098,4.279676898,2.791773783,0.923359561,0.076185904,0.000454535,"ENSG00000158517",653361
"NCKAP1","2",32,183790429,183902827,3405,1.12e-05,2.95e-05,3.52e-06,143,183,0,133.1492242,331.2523133,50.72346121,-0.529238801,3.984175498,7.054953053,0.999999991,9.29e-09,5.84e-21,"ENSG00000061676",10787
"NCKAP1L","12",31,54891573,54936469,3384,1.16e-05,3.2e-05,3.19e-06,167,297,8,143.8851819,374.8875375,48.95472507,-1.194624802,1.967586185,5.798243216,0.990439664,0.009560336,7.36e-12,"ENSG00000123338",3071
"NCL","2",14,232319901,232329064,2133,8.86e-06,1.9e-05,2.05e-06,123,218,2,105.2279695,220.0306587,28.86025341,-1.074039076,0.066960795,4.952787652,0.999106738,0.000893261,3.29e-10,"ENSG00000115053",4691
"NCOA1","2",19,24881546,24991260,4326,1.55e-05,3.84e-05,3.41e-06,217,373,6,183.2138328,440.7708953,46.41093453,-1.547425419,1.578894949,5.875954262,0.999077343,0.000922657,5.97e-13,"ENSG00000084676",8648
"NCOA2","8",21,71025866,71128980,4395,1.61e-05,4.06e-05,3.1e-06,173,390,1,177.6027809,435.7235229,40.04806611,0.21411483,1.071397003,6.112212862,0.999997382,2.62e-06,1.1e-15,"ENSG00000140396",10499
"NCOA3","20",21,46250991,46282161,4275,1.36e-05,3.7e-05,3.89e-06,171,456,6,163.0596279,428.3690267,52.84371943,-0.385494897,-0.652986285,6.383286784,0.999916718,8.33e-05,1.7e-15,"ENSG00000124151",8202
"NCOA5","20",7,44690938,44708063,1740,6.92e-06,2.09e-05,1.99e-06,85,195,2,81.335266,239.3165773,25.44236308,-0.251913784,1.40118822,4.603756511,0.996800144,0.003199849,7.39e-09,"ENSG00000124160",57727
"NCOA6","20",13,33303125,33370158,6192,2.26e-05,5.46e-05,3.88e-06,304,651,8,260.7859955,622.0925735,49.06294946,-1.658944206,-0.566888902,5.807149834,0.990815417,0.009184583,6.67e-12,"ENSG00000198646",23054
