"Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","ENU_A","CTL_A","C1E_A","ENU_B","CTL_B","C1E_B","ENU_C","CTL_C","C1E_C"
"ENSG00000175063.17","ENSG00000175063","UBE2C",11065,"protein_coding","20",45812576,45816957,51.32,265.824212587262,250.162497967576,495.582717688935,250.607053942241,293.412354310671,602.465081728847,216.825573595697,367.972760986637,860.179352103243
"ENSG00000175066.16","ENSG00000175066","GK5",256356,"protein_coding","3",142157527,142225592,38.78,1843.6982084034,1807.27631405709,1422.67281178985,1594.13931535481,1413.63935410183,987.762517718226,515.386441949982,711.186333879045,603.199737786136
"ENSG00000175073.8","ENSG00000175073","VCPIP1",80124,"protein_coding","8",66628487,66667231,39.76,445.072649515371,427.443008338298,431.507376411982,478.009751037979,404.366605940757,356.275031720049,457.490608162649,468.717043576946,369.356551767675
"ENSG00000175084.13","ENSG00000175084","DES",1674,"protein_coding","2",219418377,219426735,55.28,92.6726612689539,125.081248983788,54.0635692024293,154.30897302925,254.783837076493,81.0625774419213,1.1352124272026,1.70753021339507,146.255278887871
"ENSG00000175087.10","ENSG00000175087","PDIK1L",149420,"protein_coding","1",26111165,26125555,43.08,34.1425594148777,50.2294779383715,63.0741640695009,56.8506742739344,48.4911173790745,62.0478987827052,49.9493467969146,56.3484970420372,85.9353051092577
"ENSG00000175104.15","ENSG00000175104","TRAF6",7189,"protein_coding","11",36483769,36510272,38.27,308.50241185586,421.533657992608,339.399073326362,403.755809129167,348.47853845301,328.253400011731,225.907273013318,261.252122649445,432.981729588952
"ENSG00000175105.8","ENSG00000175105","ZNF654",55279,"protein_coding","3",88059255,88144660,35.52,378.006907807575,382.137989021336,458.539161013197,389.833195021264,368.203738742803,307.237176230492,360.997551850428,394.43947929426,351.177929533024
"ENSG00000175106.17","ENSG00000175106","TVP23C",201158,"protein_coding","17",15502264,15563595,42.63,62.1882332199559,47.2748027655261,63.0741640695009,56.8506742739344,71.5038510504997,72.0556243928189,128.279004273894,145.993833245278,63.6251778212774
"ENSG00000175110.14","ENSG00000175110","MRPS22",56945,"protein_coding","3",139005806,139360497,42.82,418.246352832252,507.219238005124,574.675717077675,473.368879668678,561.346324913693,499.385507944676,620.961197679824,637.762534703057,554.447978156846
"ENSG00000175115.13","ENSG00000175115","PACS1",55690,"protein_coding","11",66070272,66244744,43.99,2632.63520631147,2534.12640657705,2121.49450259162,3010.76530083387,2541.26330400167,2474.91054338113,2050.1936435279,1815.10461683895,2258.28066215001
"ENSG00000175130.7","ENSG00000175130","MARCKSL1",65108,"protein_coding","1",32333839,32336233,63.72,890.145299030741,936.632029791985,1985.3344023781,617.235892117002,685.450710070308,1903.46941104363,1725.52288934796,1258.44976727216,1816.20962144374
"ENSG00000175137.11","ENSG00000175137","SH3BP5L",80851,"protein_coding","1",248810446,248825915,52.13,810.885786103346,760.336411145545,646.760476014247,650.882209544432,733.119944103974,707.546200635041,793.51348661462,768.388596027779,1107.24335429236
"ENSG00000175147.13","ENSG00000175147","TMEM51-AS1",200197,"lncRNA","1",15111815,15153618,49.51,4.87750848783968,11.8187006913815,21.0247213565003,13.9226141079023,1.64376669081609,22.0169963422502,20.4338236896469,13.6602417071605,8.2630101066594
"ENSG00000175155.11","ENSG00000175155","YPEL2",388403,"protein_coding","17",59331655,59401729,46.63,119.498957952072,70.9122041482891,75.0882905589296,107.900259336243,87.1196346132525,72.0556243928189,73.7888077681692,71.7162689625927,66.9303818639411
"ENSG00000175166.17","ENSG00000175166","PSMD2",5708,"protein_coding","3",184299198,184309050,48.39,5226.25034472021,5046.58519521991,4234.97958752363,4963.41192946717,5449.08658005532,4698.6271739484,6647.80397369845,6415.19101172526,9270.27103866118
"ENSG00000175182.15","ENSG00000175182","FAM131A",131408,"protein_coding","3",184335926,184348421,55.67,304.84428048998,306.301326251638,274.322554841956,283.093153527347,304.918721146384,289.223270132287,205.473449323671,205.757390714105,337.130812351703
"ENSG00000175183.10","ENSG00000175183","CSRP2",1466,"protein_coding","12",76858709,76879023,42.35,1351.06985113159,1687.11952369471,2065.42857897429,1333.09030083164,1472.81495497121,1984.53198848555,1777.74266099928,1368.58546603615,2483.03453705115
"ENSG00000175193.14","ENSG00000175193","PARL",55486,"protein_coding","3",183829271,183884933,41.83,349.961234002497,314.180460045892,322.379060799671,382.871887967313,341.903471689746,282.217862205207,474.518794570688,474.693399323828,468.512673047588
"ENSG00000175197.13","ENSG00000175197","DDIT3",1649,"protein_coding","12",57516588,57521737,51.55,167.054665708509,186.144535889259,115.135378857025,208.839211618534,146.295235482632,197.152194519241,241.800246994155,348.336163532593,112.376937450568
"ENSG00000175198.17","ENSG00000175198","PCCA",5095,"protein_coding","13",100089015,100530437,39.84,404.833204490693,375.243746951363,424.499135959815,361.98796680546,412.585439394837,404.312114648595,406.406048938532,408.099721001421,290.857955754411
"ENSG00000175203.17","ENSG00000175203","DCTN2",10540,"protein_coding","12",57529633,57547224,48.14,2813.10302036153,2919.21907077124,2648.11371371158,3003.80399377992,3123.15671255056,3125.41270803852,2618.93506955641,2524.5834205046,2675.56267253631
"ENSG00000175213.3","ENSG00000175213","ZNF408",79797,"protein_coding","11",46701030,46705912,54.13,174.370928440268,179.250293819286,169.198948059455,206.518775933884,175.883035917321,222.171508544525,171.417076507593,134.89488685821,211.533058730481
"ENSG00000175215.11","ENSG00000175215","CTDSP2",10106,"protein_coding","12",57819927,57846729,51.21,7107.74924390437,7196.60382932706,8027.4388493533,8738.76078839334,7732.27851359887,7720.96030820275,4691.83296162836,4905.73430308402,7060.74213614046
"ENSG00000175216.15","ENSG00000175216","CKAP5",9793,"protein_coding","11",46743048,46846308,40.42,2670.43589709222,2594.20480175824,2662.13019461592,2912.14678423623,3059.87169495414,2402.85491898831,2836.89585557931,3136.73300200674,3730.74906315672
"ENSG00000175220.12","ENSG00000175220","ARHGAP1",392,"protein_coding","11",46677080,46700619,53.08,2714.33347348278,2933.00755491118,2300.7052227256,3038.61052904968,3130.55366265923,2801.16239827084,2925.44242490111,2727.77951589862,2908.57955754411
"ENSG00000175221.16","ENSG00000175221","MED16",10025,"protein_coding","19",867630,893218,62.67,1480.32382605934,1282.3290250149,1761.07070790876,1637.06737552084,1448.15845460897,1631.25927444854,1054.61234487122,914.382429273058,1867.44028410502
"ENSG00000175224.17","ENSG00000175224","ATG13",9776,"protein_coding","11",46617527,46674818,44.43,1903.44768737943,1818.11012302419,1437.69046990164,2067.50819502349,1877.18156091197,1580.21987383696,1331.60417710865,1232.83681407124,1409.66952419609
"ENSG00000175265.19","ENSG00000175265","GOLGA8A",23015,"protein_coding","15",34378935,34437808,47.25,884.048413420942,840.11264081237,1038.22076412813,708.893101660692,727.366760686118,707.546200635041,1320.25205283663,1571.78156143016,686.656139863396
"ENSG00000175274.19","ENSG00000175274","TP53I11",9537,"protein_coding","11",44885903,44951306,54.85,1769.31620396384,1630.98069541065,1683.98006293493,1096.40586099731,1093.9267327381,1863.43850860318,2109.22468974244,2344.43898299143,1379.09638680145
"ENSG00000175279.22","ENSG00000175279","CENPS",378708,"protein_coding","1",10430433,10442808,46.93,15.851902585479,16.7431593127905,35.0412022608338,20.8839211618534,22.1908503260171,47.0363103675346,71.518382913764,42.6882553348766,57.0147697359498
"ENSG00000175283.8","ENSG00000175283","DOLK",22845,"protein_coding","9",128945530,128947603,56.7,338.986839904858,385.092664194181,310.364934310242,329.501867220354,405.188489286165,435.336064039948,536.955478066831,461.886922723365,430.502826556955
"ENSG00000175287.19","ENSG00000175287","PHYHD1",254295,"protein_coding","9",128920966,128942041,51.56,62.1882332199559,59.0935034569076,62.0729868620485,52.2098029046336,58.353717523971,62.0478987827052,51.0845592241172,48.6646110817594,80.1511980345962
"ENSG00000175294.6","ENSG00000175294","CATSPER1",117144,"protein_coding","11",66016752,66026479,56.69,8.53563985371944,3.93956689712717,6.00706324471437,8.12152489627634,13.1501335265287,1.00077256101137,7.94648699041822,5.1225906401852,6.61040808532752
"ENSG00000175305.18","ENSG00000175305","CCNE2",9134,"protein_coding","8",94879770,94896678,41.61,30.484428048998,41.3654524198353,46.0541515428102,15.0828319502275,26.3002670530574,39.0301298794436,14.7577615536338,42.6882553348766,146.255278887871
"ENSG00000175309.15","ENSG00000175309","PHYKPL",85007,"protein_coding","5",178208471,178232802,51.42,491.408980149847,485.551620070924,526.61921111996,531.379771784938,558.058791532061,672.519160999643,228.177697867723,250.153176262377,306.557674957064
"ENSG00000175315.3","ENSG00000175315","CST6",1474,"protein_coding","11",66012008,66013505,61.28,2.43875424391984,3.93956689712717,5.00588603726197,9.28174273860153,4.10941672704021,0,3.40563728160781,1.70753021339507,0.82630101066594
"ENSG00000175318.12","ENSG00000175318","GRAMD2A",196996,"protein_coding","15",72159806,72197787,49.41,6.0968856097996,0,2.00235441490479,6.96130705395115,0,0,1.1352124272026,0,1.65260202133188
"ENSG00000175322.12","ENSG00000175322","ZNF519",162655,"protein_coding","18",14057457,14132490,39.05,15.851902585479,5.90935034569076,7.00824045216676,4.64087136930076,9.86260014489651,19.0146786592161,11.352124272026,8.53765106697533,11.5682141493232
"ENSG00000175324.10","ENSG00000175324","LSM1",27257,"protein_coding","8",38163335,38176730,42.98,564.571607467443,631.31559526463,392.461465321339,584.749792531896,606.549908911135,511.394778676812,607.338648553393,504.575178058242,582.542212519488
"ENSG00000175334.8","ENSG00000175334","BANF1",8815,"protein_coding","11",66002228,66004149,57.86,862.099625225663,827.309048396706,822.967664525868,834.196628631813,883.524596313646,1138.87917443094,1659.68056857021,1393.34465413037,1536.91987983865
"ENSG00000175348.11","ENSG00000175348","TMEM9B",56674,"protein_coding","11",8947202,8965011,42.66,1043.78681639769,1185.80963603528,696.819336386867,1123.09087137079,1180.22448400595,843.651268932588,872.978356518802,996.343879516021,644.514788319433
"ENSG00000175352.12","ENSG00000175352","NRIP3",56675,"protein_coding","11",8965682,9005288,44.64,635.295480541118,617.527111124684,453.533274975935,704.252230291391,756.132677775399,491.379327456585,354.186277287212,408.099721001421,589.978921615481
"ENSG00000175354.20","ENSG00000175354","PTPN2",5771,"protein_coding","18",12785478,12929643,42.19,345.083725514657,315.165351770174,343.403782156171,490.772147303556,391.216472414228,254.196230496889,347.375002723997,335.52968693213,256.979614317107
"ENSG00000175356.14","ENSG00000175356","SCUBE2",57758,"protein_coding","11",9019476,9138114,44.09,21.9487881952785,22.6525096584812,35.0412022608338,44.0882780083573,17.2595502535689,34.0262670743867,28.3803106800651,37.5656646946914,44.6202545759608
"ENSG00000175376.9","ENSG00000175376","EIF1AD",84285,"protein_coding","11",65996545,66002176,48.54,337.767462782898,299.407084181665,300.353162235718,321.380342324078,373.135038815251,355.274259159038,318.994692043932,281.742485210186,363.572444693014
"ENSG00000175387.16","ENSG00000175387","SMAD2",4087,"protein_coding","18",47808957,47931146,37.52,1319.36604596063,1267.55564915067,1284.51035716142,1359.77531120512,1245.15326829318,1044.80655369587,1130.67157749379,1043.30096038439,1112.20116035636
"ENSG00000175390.15","ENSG00000175390","EIF3F",8665,"protein_coding","11",7970251,8001862,41.38,6585.85583570552,6598.77455268802,5840.86782827727,7657.43775934626,6914.50458491786,6220.8022392467,4652.10052667627,4198.81679473847,5608.9312604004
"ENSG00000175395.16","ENSG00000175395","ZNF25",219749,"protein_coding","10",37949573,37976647,40.16,356.058119612296,386.077555918463,401.47206018841,367.789056017086,317.246971327504,257.198548179923,406.406048938532,322.723210331667,252.021808253112
"ENSG00000175414.7","ENSG00000175414","ARL10",285598,"protein_coding","5",176365487,176401865,50.73,816.982671713146,820.414806326734,990.164258170418,603.313278009099,743.804427594279,918.709211008441,977.417899821442,943.410442900774,910.583713753866
"ENSG00000175416.16","ENSG00000175416","CLTB",1212,"protein_coding","5",176392501,176416539,53.08,1141.33698615448,973.073023590412,604.711033301246,949.058195022006,1137.48655004473,1087.83977381936,1513.23816546107,1356.63275454238,1243.58302105224
"ENSG00000175449.14","ENSG00000175449","RFESD",317671,"protein_coding","5",95646777,95684773,37.56,13.4131483415591,15.7582675885087,16.0188353192383,16.2430497925527,8.21883345408043,8.00618048809099,12.4873366992286,15.3677719205556,8.2630101066594
"ENSG00000175455.16","ENSG00000175455","CCDC14",64770,"protein_coding","3",123897305,123961408,36.3,2537.52379079859,3005.88954250803,1993.34382003772,3850.76301867731,3974.62785839329,1628.25695676551,2162.57967382096,2526.290950718,1211.35728163627
"ENSG00000175467.15","ENSG00000175467","SART1",9092,"protein_coding","11",65961728,65980137,55.2,1125.48508356901,964.208998071876,780.918221812868,1210.10720954517,1028.99794845087,1141.88149211398,1597.24388507406,1341.26498262182,1441.89526361207
"ENSG00000175470.20","ENSG00000175470","PPP2R2D",55844,"protein_coding","10",131901008,131959834,47.94,482.873340296128,483.581836622361,451.53092056103,481.490404564954,468.473506882584,500.386280505687,390.513074957696,348.336163532593,427.197622514291
"ENSG00000175482.9","ENSG00000175482","POLD4",57804,"protein_coding","11",67350772,67356972,58.04,851.125231128024,990.801074627484,804.946474791725,937.456016598755,960.781630782002,1046.8080988179,539.225902921237,392.731949080865,420.587214428963
"ENSG00000175505.11","ENSG00000175505","CLCF1",23529,"protein_coding","11",67364168,67374177,60.06,74.3820044395551,106.368306222434,170.200125266907,53.3700207469588,66.5725509780515,156.120519517774,189.580475342835,134.89488685821,155.344590005197
"ENSG00000175518.8","ENSG00000175518","UBQLNL",143630,"protein_coding","11",5514393,5518431,46.72,0,5.90935034569076,11.0129492819763,3.48065352697557,1.64376669081609,7.00540792707962,9.08169941762083,2.5612953200926,0.82630101066594
"ENSG00000175536.7","ENSG00000175536","LIPT2",387787,"protein_coding","11",74490519,74493724,50.22,1.21937712195992,7.87913379425435,20.0235441490479,0,2.46565003622413,2.00154512202275,11.352124272026,5.1225906401852,21.4838262773144
"ENSG00000175538.11","ENSG00000175538","KCNE3",10008,"protein_coding","11",74454841,74467729,48.41,18.2906568293988,11.8187006913815,42.0494427130006,10.4419605809267,4.10941672704021,11.0084981711251,21.5690361168495,17.0753021339507,1.65260202133188
"ENSG00000175548.9","ENSG00000175548","ALG10B",144245,"protein_coding","12",38316762,38329721,33.73,151.20276312303,146.748866917987,213.25074518736,91.6572095436901,147.11711882804,112.086526833274,104.43954330264,169.899256232809,90.0668101625874
"ENSG00000175550.8","ENSG00000175550","DRAP1",10589,"protein_coding","11",65919274,65921563,65.33,2824.07741445917,2812.8507645488,1543.81525389159,2652.25798755539,2944.80802659702,2729.10677387802,3846.09970336242,3101.72863263214,3572.92557011952
"ENSG00000175564.13","ENSG00000175564","UCP3",7352,"protein_coding","11",74000277,74009085,52.41,2.43875424391984,1.96978344856359,10.0117720745239,1.16021784232519,16.4376669081609,2.00154512202275,10.2169118448234,1.70753021339507,5.78410707466158
"ENSG00000175567.11","ENSG00000175567","UCP2",7351,"protein_coding","11",73974672,73982843,52.37,182.906568293988,175.310726922159,138.16245462843,252.927489626892,286.837287547407,228.176143910593,123.738154565084,130.626061324723,511.480325602217
"ENSG00000175573.7","ENSG00000175573","C11orf68",83638,"protein_coding","11",65916810,65919062,61.47,1109.63318098353,973.073023590412,755.888791626558,1004.74865145362,904.071679948847,1051.81196162295,958.119288558997,832.420979030094,889.099887476551
"ENSG00000175575.13","ENSG00000175575","PAAF1",80227,"protein_coding","11",73876699,73931114,42.99,297.52801775822,270.845224177493,236.277820958765,314.419035270127,249.852537004045,293.226360376333,281.532681946246,304.794143091019,271.853032509094
"ENSG00000175581.14","ENSG00000175581","MRPL48",51642,"protein_coding","11",73787872,73865133,43.34,209.732864977106,179.250293819286,207.243681942646,174.032676348779,193.964469516298,161.124382322831,150.983252817946,180.998202619877,214.011961762478
"ENSG00000175582.20","ENSG00000175582","RAB6A",5870,"protein_coding","11",73675638,73761137,41.4,3172.81927133971,3261.9613908213,3911.59934951651,3525.90202282626,3151.10074629444,3455.66765317228,3219.46244354658,2870.35828871711,3118.46001425326
"ENSG00000175592.9","ENSG00000175592","FOSL1",8061,"protein_coding","11",65892049,65900573,55.66,1126.70446069097,1086.33557188282,954.121878702132,742.539419088122,1051.18879877689,1256.97033663029,885.465693218031,910.967368846268,2625.98461189636
"ENSG00000175595.16","ENSG00000175595","ERCC4",2072,"protein_coding","16",13920138,13952348,39.59,249.972310001783,306.301326251638,322.379060799671,290.054460581298,274.509037366286,274.211681717117,278.127044664638,278.327424783396,317.299588095721
"ENSG00000175600.16","ENSG00000175600","SUGCT",79783,"protein_coding","7",40135005,40860763,38.71,113.402072342273,101.443847601025,114.134201649573,89.3367738590397,96.160351412741,79.0610323198986,115.791667574666,82.8152153496607,87.5879071305896
"ENSG00000175602.4","ENSG00000175602","CCDC85B",11007,"protein_coding","11",65890673,65891635,71.65,1785.16810654932,1708.78714162891,1558.83291200338,1952.6466286333,1899.37241123799,2123.63937446614,1315.71120312782,1031.34824889062,2657.38405030166
"ENSG00000175606.11","ENSG00000175606","TMEM70",54968,"protein_coding","8",73972437,73982783,43.8,225.584767562585,210.766828996304,365.429680720124,200.717686722258,248.208770313229,339.261898182856,229.312910294926,225.393988168149,318.125889106387
"ENSG00000175611.14","ENSG00000175611","ERCC6L2-AS1",100128782,"lncRNA","9",95759231,95876049,42.25,28.0456738050781,22.6525096584812,26.0306073937623,19.7237033195283,27.9440337438734,20.0154512202275,49.9493467969146,37.5656646946914,16.5260202133188
"ENSG00000175634.15","ENSG00000175634","RPS6KB2",6199,"protein_coding","11",67428460,67435401,58.79,582.862264296841,567.297633186313,397.467351358601,645.081120332806,586.824708621342,544.420273190188,498.358255541943,412.368546534908,676.740527735405
"ENSG00000175643.10","ENSG00000175643","RMI2",116028,"protein_coding","16",11249619,11381662,49.94,112.182695220313,139.854624848015,262.308428352527,89.3367738590397,138.076402028551,248.191595130821,111.250817865855,130.626061324723,209.880456709149
"ENSG00000175662.18","ENSG00000175662","TOM1L2",146691,"protein_coding","17",17843511,17972422,48.26,1752.2449242564,1709.77203335319,1170.37615551185,1786.73547718079,1752.25529240995,1304.00664699782,1424.69159613927,1320.77462006108,1489.82072223069
"ENSG00000175691.9","ENSG00000175691","ZNF77",58492,"protein_coding","19",2933218,2944971,49.74,24.3875424391984,42.3503441441171,56.0659236173341,52.2098029046336,43.5598173066263,41.0316750014663,31.7859479616729,35.0043693745988,61.1462747892796
"ENSG00000175701.11","ENSG00000175701","MTLN",205251,"protein_coding","2",110211529,110245420,40.57,76.8207586834749,65.9877455268802,72.0847589365724,103.259387966942,116.707435047942,98.0757109791147,108.98039301145,84.5227455630558,91.7194121839193
"ENSG00000175711.9","ENSG00000175711","B3GNTL1",146712,"protein_coding","17",82942149,83051809,50.32,98.7695468787535,57.123720008344,67.0788728993104,99.7787344399665,96.160351412741,72.0556243928189,81.7352947585875,65.73991321571,101.635024311911
"ENSG00000175727.14","ENSG00000175727","MLXIP",22877,"protein_coding","12",122078756,122147344,50.35,1885.15703055004,1609.31307747645,2007.36030094205,1662.592168052,1455.55540471764,1955.50958421622,1654.00450643419,1514.57929928142,1279.94026552154
"ENSG00000175741.5","ENSG00000175741","RWDD4P2",NA,"processed_pseudogene","7",39854494,39855056,40.5,6.0968856097996,0,7.00824045216676,3.48065352697557,4.93130007244826,1.00077256101137,3.40563728160781,1.70753021339507,4.1315050533297
"ENSG00000175745.15","ENSG00000175745","NR2F1",7025,"protein_coding","5",93583222,93594611,50.23,1820.53004308616,2151.98841755572,5800.82073997918,1519.885373446,1813.89654331555,4946.81876907922,2847.11276742413,2301.75072765655,2047.5739044302
"ENSG00000175756.14","ENSG00000175756","AURKAIP1",54998,"protein_coding","1",1373730,1375207,66.85,936.481629665218,919.888870479195,732.861715855153,949.058195022006,970.644230926898,1022.78955735362,904.764304480475,787.171428375125,1222.92549578559
"ENSG00000175764.17","ENSG00000175764","TTLL11",158135,"protein_coding","9",121815674,122093606,44.45,157.29964873283,111.292764843843,120.141264894287,112.541130705544,138.898285373959,220.169963422502,137.360703691515,125.503470684537,180.959921335841
"ENSG00000175768.13","ENSG00000175768","TOMM5",401505,"protein_coding","9",37582646,37592604,40.9,654.805514492477,720.940742174273,693.815804764509,642.760684648156,705.997793705509,740.571695148417,743.564139817705,671.913138970958,822.995806623276
"ENSG00000175772.11","ENSG00000175772","LINC01106",NA,"lncRNA","2",110375138,110384442,47.17,0,3.93956689712717,13.0153036968811,5.80108921162596,5.7531834178563,23.0177689032616,7.94648699041822,3.41506042679013,1.65260202133188
"ENSG00000175782.11","ENSG00000175782","SLC35E3",55508,"protein_coding","12",68746125,68793964,43.4,173.151551318309,186.144535889259,169.198948059455,117.182002074844,142.185818755591,159.122837200808,280.397469519043,296.256492024044,209.054155698483
"ENSG00000175787.17","ENSG00000175787","ZNF169",169841,"protein_coding","9",94259298,94301829,41.58,28.0456738050781,19.6978344856359,18.0211897341431,6.96130705395115,43.5598173066263,21.0162237812389,29.5155231072677,40.126960014784,33.0520404266376
"ENSG00000175792.12","ENSG00000175792","RUVBL1",8607,"protein_coding","3",128064778,128153914,45.86,501.163997125527,590.935034569076,507.596844178364,389.833195021264,536.689824551452,633.4890311202,1001.2573607927,935.726556940496,968.424784500481
"ENSG00000175806.15","ENSG00000175806","MSRA",4482,"protein_coding","8",10054292,10428891,43.55,113.402072342273,139.854624848015,158.185998777478,170.552022821803,148.760885518856,215.166100617445,225.907273013318,197.21973964713,265.242624423767
"ENSG00000175826.12","ENSG00000175826","CTDNEP1",23399,"protein_coding","17",7243591,7252491,52.53,2199.75632801569,2250.4775899839,2014.36854139422,2648.77733402841,2218.26314925631,2440.88427630674,1499.61561633464,1299.43049239364,2176.47686209409
"ENSG00000175832.13","ENSG00000175832","ETV4",2118,"protein_coding","17",43527844,43579620,50.23,171.932174196349,124.096357259506,227.267226091694,114.861566390194,101.913534830597,258.199320740935,155.524102526757,139.163712391698,285.900149690415
"ENSG00000175854.15","ENSG00000175854","SWI5",375757,"protein_coding","9",128275379,128316123,51.45,332.889954295058,345.696995222909,249.293124655646,343.424481328257,314.78132129128,436.336836600959,258.828433402194,274.058599249908,262.763721391769
"ENSG00000175866.16","ENSG00000175866","BAIAP2",10458,"protein_coding","17",81035122,81117434,60.69,282.895492294701,263.950982107521,205.241327527741,245.966182572941,250.674420349453,211.1630103734,292.884806218272,295.402726917346,352.00423054369
"ENSG00000175893.12","ENSG00000175893","ZDHHC21",340481,"protein_coding","9",14611071,14693432,35.16,278.017983806862,276.754574523184,262.308428352527,203.038122406908,244.099353586189,190.146786592161,443.868059036218,521.650480192193,244.585099157118
"ENSG00000175895.5","ENSG00000175895","PLEKHF2",79666,"protein_coding","8",95115642,95156698,39.41,278.017983806862,282.663924868875,296.348453405909,301.65663900455,367.381855397395,259.200093301946,232.718547576534,233.931639235124,378.445862885
"ENSG00000175899.15","ENSG00000175899","A2M",2,"protein_coding","12",9067664,9116229,37.18,48.7750848783968,32.5014269012992,28.0329618086671,3.48065352697557,9.86260014489651,16.012360976182,27.2450982528625,47.8108459750618,212.359359741147
"ENSG00000175906.5","ENSG00000175906","ARL4D",379,"protein_coding","17",43398993,43401137,55.94,159.738402976749,177.280510370723,158.185998777478,141.546576763673,136.432635337735,217.167645739468,490.411768551525,336.383452038828,218.969767826474
"ENSG00000175931.13","ENSG00000175931","UBE2O",63893,"protein_coding","17",76389456,76453152,49.84,666.999285712076,554.49404077065,561.660413380793,643.920902490481,542.443007969308,554.427998800301,673.180969331144,652.276541516915,595.763028690143
"ENSG00000175938.7","ENSG00000175938","ORAI3",93129,"protein_coding","16",30949068,30956461,54.21,918.190972835819,873.598959437951,927.090094100918,979.223858922461,981.328714417203,960.741658570919,430.245509909787,392.731949080865,406.540097247642
"ENSG00000175946.9","ENSG00000175946","KLHL38",340359,"protein_coding","8",123644442,123653801,46.41,28.0456738050781,26.5920765556084,18.0211897341431,30.165663900455,39.450400579586,11.0084981711251,10.2169118448234,7.6838859602778,7.43670909599346
"ENSG00000175970.11","ENSG00000175970","UNC119B",84747,"protein_coding","12",120710458,120723640,48.12,1002.32799425105,1007.54423394027,1095.28786495292,979.223858922461,1011.7383981973,1077.83204820925,829.840284285103,909.259838632872,973.382590564477
"ENSG00000175984.15","ENSG00000175984","DENND2C",163259,"protein_coding","1",114582848,114670422,39.41,42.6781992685972,38.4107772469899,12.0141264894287,35.9667531120809,17.2595502535689,10.0077256101137,42.0028598064963,32.4430740545062,21.4838262773144
"ENSG00000176014.13","ENSG00000176014","TUBB6",84617,"protein_coding","18",12307669,12344320,45.6,8735.61770172086,9005.84992683272,6714.89553038321,6424.12619295458,8315.81568883857,8567.61389481837,9937.64958773159,9606.56498056064,14326.4069229261
"ENSG00000176018.13","ENSG00000176018","LYSMD3",116068,"protein_coding","5",90515611,90529584,35.92,1034.03179942201,1121.79167395696,1011.18897952692,1167.17914937914,1105.43309957382,843.651268932588,771.94445049777,863.156522871206,684.177236831398
"ENSG00000176020.9","ENSG00000176020","AMIGO3",386724,"protein_coding","3",49716829,49719684,63.73,74.3820044395551,35.4561020741446,62.0729868620485,49.8893672199832,52.6005341061147,60.0463536606824,53.3549840785224,43.5420204415742,45.4465555866267
"ENSG00000176022.7","ENSG00000176022","B3GALT6",126792,"protein_coding","1",1232237,1235041,64.21,1081.58750717845,1113.91254016271,1315.54685059245,917.732313279226,1043.79184866821,1266.9780622404,920.657278461312,790.586488801915,1308.86080089485
"ENSG00000176024.18","ENSG00000176024","ZNF613",79898,"protein_coding","19",51927147,51948759,41.55,46.3363306344769,56.1388282840622,58.0682780322389,62.6517634855603,66.5725509780515,76.0587146368644,29.5155231072677,61.4710876822224,48.7517596292905
"ENSG00000176046.9","ENSG00000176046","NUPR1",26471,"protein_coding","16",28532708,28539008,50.5,410.930090100493,384.107772469899,1098.29139657528,306.297510373851,194.786352861706,1103.85213479555,1489.39870448982,1533.36213162877,442.897341716944
"ENSG00000176055.10","ENSG00000176055","MBLAC2",153364,"protein_coding","5",90458209,90474771,36.87,129.253974927751,113.262548292406,142.16716345824,106.740041493918,115.885551702534,131.10120549249,143.036765827528,147.701363458673,120.639947557227
"ENSG00000176058.13","ENSG00000176058","TPRN",286262,"protein_coding","9",137191617,137204193,62.56,291.431132148421,270.845224177493,156.183644362574,322.540560166403,259.715137148941,208.160692690366,174.822713789201,150.262658778766,216.490864794476
"ENSG00000176087.16","ENSG00000176087","SLC35A4",113829,"protein_coding","5",140564819,140569100,53.71,1027.93491381221,982.92194083323,1013.19133394182,928.174273860153,954.206564018737,1159.89539821218,855.950170110763,804.246730509076,1265.89314834022
"ENSG00000176095.12","ENSG00000176095","IP6K1",9807,"protein_coding","3",49724294,49786542,44.81,1331.55981718023,1392.63689813446,1135.33495325102,1591.81887967016,1561.57835627528,1211.93557138477,765.133175934555,866.571583297996,1194.83126142295
"ENSG00000176101.12","ENSG00000176101","SSNA1",8636,"protein_coding","9",137188660,137190370,65.81,474.337700442409,490.476078692333,352.414377023243,400.275155602191,450.392073283607,603.465854289859,617.555560398216,450.787976336297,558.579483210175
"ENSG00000176102.13","ENSG00000176102","CSTF3",1479,"protein_coding","11",33077188,33162371,37.22,369.471267953856,404.790498679817,400.470882980958,392.153630705915,397.791539177493,408.315204892641,634.583746806255,700.087387491977,481.733489218243
"ENSG00000176105.14","ENSG00000176105","YES1",7525,"protein_coding","18",721588,812546,40.01,1469.3494319617,1647.72385472344,1761.07070790876,1475.79709543764,1406.24240399316,1144.88380979701,1339.55066409907,1243.08199535161,1249.3671281269
"ENSG00000176108.9","ENSG00000176108","CHMP6",79643,"protein_coding","17",80991598,81009517,58.37,465.802060588689,504.264562832278,418.492072715101,438.562344398922,446.282656556567,565.436496971426,476.789219425094,389.316888654075,618.899456988789
