gene_id,C9_CTL_A,C9_ENU_A,C9_CTL_B,C9_ENU_B,C9_CTL_C,C9_ENU_C,C1_CTL_A,C1_CTL_B,C1_CTL_C
ENSG00000248631,0,0,0,0,0,0,0,0,0
ENSG00000248632,10.59,10,19.97,9,20,16.72,0.93,0.81,1.29
ENSG00000248633,0,0,0,0,0,0,0,0,0
ENSG00000248634,0,0,0,1,0,0,0,0,0
ENSG00000248635,0,0,0,0,0,0,0,0,0
ENSG00000248636,0,0,0,0,0,0,0,0,0
ENSG00000248637,0,0,0,0,0,0,0,0,0
ENSG00000248639,0,0,0,0,0,0,0,0,0
ENSG00000248640,0,0,0,0,0,0,0,0,0
ENSG00000248641,0,0,0,0,0,0,0,0,0
ENSG00000248642,0,0,0,0,0,0,0,0,0
ENSG00000248643,31.44,27.54,19.09,30.1,36.33,69.87,2.23,0.66,1.2
ENSG00000248645,0,0,0,0,0,0,0,0,0
ENSG00000248646,0,0,0,0,0,0,0,0,0
ENSG00000248647,0,0,0,0,0,0,0,0,0
ENSG00000248648,0,0,0,0,0,0,0,0,0
ENSG00000248651,0,0,0,0,0,0,0,0,0
ENSG00000248652,0,0,0,0,0,0,0,0,0
ENSG00000248654,0,0,0,0,0,0,0,0,0
ENSG00000248656,0,0,0,0,0,0,0,0,0
ENSG00000248659,0,0,0,0,0,0,0,0,0
ENSG00000248660,0,0,0,0,0,0,0,0,0
ENSG00000248663,0,0,0,0,0,0,0,0,0
ENSG00000248664,0,0,0,1,0,0,0,0,0
ENSG00000248667,0,0,0,0,0,0,0,0,0
ENSG00000248668,0,0,0,0,1,0,0,0,0
ENSG00000248669,0,0,0,0,0,0,0,0,0
ENSG00000248671,0,0,0,1,2,4,0,0,0.04
ENSG00000248672,0,0,0,0,0,0,0.01,0,0
ENSG00000248673,0,0,0,0,0,0,0,0,0
ENSG00000248674,0,0,0,0,0,0,0,0,0
ENSG00000248676,0,0,0,0,0,0,0,0,0
ENSG00000248677,0,2,1,1,2,2,0.02,0,0
ENSG00000248682,0,0,0,0,0,0,0,0,0
ENSG00000248684,0,0,0,0,0,0,0,0,0
ENSG00000248685,0,0,0,0,0,0,0,0,0
ENSG00000248686,0,0,0,0,0,0,0,0,0
ENSG00000248687,0,0,0,0,0,0,0,0,0
ENSG00000248690,9,2,9,3,2,8,0.4,2.19,0.69
ENSG00000248692,0,0,0,0,0,0,0,0,0
ENSG00000248693,0,0,0,0,0,0,0,0,0
ENSG00000248694,0,0,0,0,0,0,0,0,0
ENSG00000248696,0,0,0,0,0,0,0,0,0
ENSG00000248697,0,0,0,0,0,0,0,0,0
ENSG00000248698,0,1,1,1,1,1,0,0.03,0.03
ENSG00000248699,0,0,0,0,0,0,0,0,0
ENSG00000248701,0,0,0,0,0,0,0,0,0
ENSG00000248702,0,0,0,0,0,0,0,0,0
ENSG00000248703,0,0,0,0,0,0,0,0,0
ENSG00000248704,0,0,0,0,0,0,0,0,0
ENSG00000248705,0,0,0,0,0,0,0,0,0
ENSG00000248708,0,0,0,0,0,0,0,0,0
ENSG00000248709,0,0,0,0,0,0,0,0,0
ENSG00000248710,50.66,0,140.18,52.51,0,0,2.37,0.8,1.24
ENSG00000248711,0,0,0,0,0,0,0,0,0
ENSG00000248712,1,7,7,4,4,10,0.52,0.1,0.35
ENSG00000248713,0,0,0,0,1,0,0,0,0
ENSG00000248714,0,0,0,0,0,3,0,0,0
ENSG00000248715,0,0,0,0,0,0,0,0,0
ENSG00000248716,0,0,0,0,0,0,0,0,0
ENSG00000248717,0,0,0,0,0,0,0,0,0
ENSG00000248719,0,0,0,0,1,3,0.23,0.69,0.37
ENSG00000248720,0,0,0,0,0,0,0,0,0
ENSG00000248722,0,0,0,0,0,0,0,0,0
ENSG00000248724,2.15,0,1.07,1.06,0,0,0.02,0.02,0.02
ENSG00000248725,0,0,0,0,0,0,0,0,0
ENSG00000248727,0,0,0,0,0,0,0,0,0
ENSG00000248729,0,0,0,0,0,0,0,0,0
ENSG00000248730,0,0,0,0,0,0,0,0,0
ENSG00000248731,0,0,0,0,0,0,0,0,0
ENSG00000248733,0,0,0,0,0,0,0,0,0
ENSG00000248734,2.01,1,5,1,2.01,7,0.24,0,0.07
ENSG00000248735,0,0,0,0,0,0,0,0,0
ENSG00000248736,0,0,0,0,0,0,0,0,0
ENSG00000248738,0,0,0,0,0,0,0,0,0
ENSG00000248739,0,0,0,0,0,0,0,0,0
ENSG00000248740,0,0,0,0,0,0,0,0,0
ENSG00000248744,0,0,0,0,0,0,0,0,0
ENSG00000248745,0,0,0,0,0,0,0,0,0
ENSG00000248746,9,11,9,6,1,6,0.5,0.32,0
ENSG00000248747,0,0,0,0,0,0,0,0,0
ENSG00000248748,0,0,0,0,0,0,0,0,0
ENSG00000248749,0,0,0,0,0,0,0,0,0
ENSG00000248750,0,0,0,0,0,0,0,0,0
ENSG00000248751,18.72,10.44,20.64,5.23,16.18,38.33,2.84,1.51,0.67
ENSG00000248752,0,0,0,0,0,0,0,0,0
ENSG00000248753,0,0,0,0,0,0,0,0,0
ENSG00000248755,0,0,0,0,0,0,0,0,0
ENSG00000248757,0,0,0,0,0,0,0,0,0
ENSG00000248758,0,0,0,0,0,0,0,0,0
ENSG00000248760,0,0,0,0,0,0,0,0,0
ENSG00000248761,0,0,0,0,0,0,0,0,0
ENSG00000248762,0,0,0,0,0,0,0,0,0
ENSG00000248763,0,0,0,0,0,0,0,0,0
ENSG00000248764,0,0,0,0,0,0,0,0,0
ENSG00000248765,0,0,0,0,0,0,0,0,0
ENSG00000248766,0,0,0,0,0,0,0,0,0
ENSG00000248767,0,0,0,0,0,0,0,0,0
ENSG00000248769,0,0,0,0,0,0,0,0,0
ENSG00000248770,0,0,0,0,0,0,0,0,0
ENSG00000248771,0,0,0,0,0,0,0,0,0
ENSG00000248772,0,0,0,0,0,0,0,0,0
ENSG00000248773,0,0,0,0,1,0,0,0,0
ENSG00000248774,0,0.17,4.95,5.46,0,0,1.06,0.58,0
ENSG00000248775,0,0,0,0,0,0,0,0,0
ENSG00000248777,0,0,0,0,0,0,0,0,0
ENSG00000248778,0,0,0,0,0,0,0,0,0
ENSG00000248779,0,0,0,0,0,0,0,0,0
ENSG00000248780,0,0,0,0,0,0,0,0,0
ENSG00000248781,0,0,0,0,0,0,0,0,0
ENSG00000248783,0,0,0,0,0,0,0,0,0
ENSG00000248785,0,0,0,0,0,0,0,0,0
ENSG00000248787,2,2,0,0,0,1,0.96,0.51,0
ENSG00000248789,0,0,0,0,0,0,0,0,0
ENSG00000248790,0,0,0,0,0,0,0,0,0
ENSG00000248791,0,0,0,0,0,0,0,0,0
ENSG00000248792,0,0,0,0,0,0,0,0,0
ENSG00000248794,0,0,0,0,0,0,0,0,0
ENSG00000248795,0,0,0,0,0,0,0,0,0
ENSG00000248796,0,0,0,0,0,0,0,0,0
ENSG00000248799,0,0,0,0,0,0,0,0,0
ENSG00000248801,0,0,0,0,0,0,0,0,0
ENSG00000248802,0,0,0,0,0,0,0,0,0
ENSG00000248803,0,0,0,0,0,0,0,0,0
ENSG00000248807,0,0,0,0,0,0,0,0,0
ENSG00000248809,0,0,0,0,0,0,0,0,0
ENSG00000248810,0,2,0,0,0,1,0,0.14,0.12
ENSG00000248813,0,0,0,0,0,0,0,0,0
ENSG00000248816,0,0,0,0,0,0,0,0,0
ENSG00000248817,0,0,0,0,0,0,0,0,0
ENSG00000248820,0,0,0,0,0,0,0,0,0
ENSG00000248821,0,0,0,0,0,0,0,0,0
ENSG00000248822,0,0,0,0,0,0,0,0,0
ENSG00000248824,0,0,0,0,0,0,0,0,0
ENSG00000248826,0,0,0,0,0,0,0,0,0
ENSG00000248827,0,0,0,0,0,0,0,0,0
ENSG00000248828,0,0,0,0,0,0,0,0,0
ENSG00000248830,0,0,0,0,1,0,0.04,0,0
ENSG00000248831,0,0,0,0,0,0,0,0,0
ENSG00000248832,36.67,15.08,27.8,25,38.02,61.01,0.9,0.83,1.93
ENSG00000248834,0,0,0,0,0,0,0,0,0
ENSG00000248835,16,15,23,13,22,30,0.56,0.47,0.66
ENSG00000248837,0,0,0,0,0,0,0,0,0
ENSG00000248838,0,0,0,0,0,0,0,0,0
ENSG00000248839,0,0,0,0,0,0,0,0,0
ENSG00000248840,0,0,0,0,0,0,0,0,0
ENSG00000248842,0,0,0,0,0,0,0,0,0
ENSG00000248843,0,0,0,0,0,0,0,0,0
ENSG00000248844,0,0,0,0,0,0,0,0,0
ENSG00000248846,0,0,0,0,0,0,0,0,0
ENSG00000248847,0,0,0,0,0,0,0,0,0
ENSG00000248848,0,0,0,0,0,0,0,0,0
ENSG00000248850,0,0,0,0,0,0,0,0,0
ENSG00000248851,0,0,0,0,0,0,0,0,0
ENSG00000248853,0,0,0,0,0,0,0,0,0
ENSG00000248854,0,0,0,0,0,0,0,0,0
ENSG00000248858,0,0,0,0,0,0,0.02,0,0
ENSG00000248859,0,0,0,0,0,0,0,0,0
ENSG00000248861,0,0,0,0,0,0,0,0,0
ENSG00000248863,0,0,0,0,0,0,0,0.08,0
ENSG00000248864,0,0,0,0,0,0,0,0,0
ENSG00000248866,12,9,7,4,33,35,1.21,1.02,1.09
ENSG00000248867,0,0,0,0,0,0,0,0,0
ENSG00000248869,0,2,0,0,0,0,0,0,0
ENSG00000248870,0,0,0,0,0,0,0,0,0
ENSG00000248871,6.79,5.32,18.91,0.07,0,1.2,0.62,0.55,0.91
ENSG00000248872,0,0,0,0,0,0,0,0,0
ENSG00000248873,0,0,0,0,1,0,0,0,0
ENSG00000248874,0,0,0,0,3,4.52,0,0,0.24
ENSG00000248876,0,0,0,0,0,0,0,0,0
ENSG00000248877,0,0,0,0,0,0,0,0,0
ENSG00000248878,0,0,0,0,0,0,0,0,0
ENSG00000248880,0,0,0,0,0,0,0,0,0
ENSG00000248881,0,0,0,0,0,0,0,0,0
ENSG00000248883,0,0,0,0,0,0,0,0,0
ENSG00000248884,0,0,0,0,0,0,0,0,0
ENSG00000248885,0,0,0,0,0,0,0,0,0
ENSG00000248886,0,0,0,0,0,0,0,0,0
ENSG00000248890,57,60,58,65,15,20,3.4,3.25,8.55
ENSG00000248891,0,0,0,0,0,0,0,0,0
ENSG00000248893,4,4,11,0,3,1,0.24,0.13,0
ENSG00000248895,0,0,0,0,0,0,0,0,0
ENSG00000248896,0,0,0,0,0,0,0,0,0
ENSG00000248898,0,0,0,0,0,0,0,0,0
ENSG00000248901,0,0,0,0,0,0,0,0,0
ENSG00000248903,0,0,0,0,0,0,0,0,0
ENSG00000248905,441,524,395,430,328,649,1.27,0.75,5.17
ENSG00000248906,0,0,0,0,0,0,0,0,0
ENSG00000248907,0,0,0,0,0,0,0,0,0
ENSG00000248908,0,0,0,0,0,0,0,0,0
ENSG00000248909,1,0,0,0,0,0,0,0,0
ENSG00000248911,0,0,0,0,0,0,0,0,0
ENSG00000248912,0,0,0,0,0,0,0,0,0
ENSG00000248913,0,0,0,0,0,0,0,0,0
ENSG00000248915,0,0,0,0,0,0,0,0,0
ENSG00000248916,0,0,0,0,0,0,0,0,0
ENSG00000248918,0,0,0,0,0,0,0,0,0
ENSG00000248919,74.9,25.24,52.68,52.38,131.5,53.24,1.09,1.22,3.52
ENSG00000248920,0,0,0,0,0,0,0,0,0
ENSG00000248921,0,0,0,0,0,0,0,0,0
ENSG00000248923,0,0,0,1,1,2,0,0,0.03
ENSG00000248924,0,0,1.11,0,0,0,0,0,0
ENSG00000248925,0,1,0,1,2,0,0,0.28,0
ENSG00000248926,0,0,0,0,0,0,0,0,0
ENSG00000248927,13,6,12,9,6,4,0.67,0.43,0.44
ENSG00000248928,0,0,0,0,0,0,0,0,0
ENSG00000248929,0,0,0,0,0,0,0,0,0
ENSG00000248930,0,0,0,0,0,0,0,0,0
ENSG00000248931,0,0,0,0,0,0,0,0,0
ENSG00000248932,9,8,14,6,12,2,0.61,1.88,1.01
ENSG00000248933,0,0,0,0,0,0,0,0,0
ENSG00000248935,0,0,0,0,0,0,0,0,0
ENSG00000248936,0,0,0,0,0,1,0.26,0,0
ENSG00000248939,0,0,0,0,0,0,0,0,0
ENSG00000248942,0,0,0,0,0,0,0,0,0
ENSG00000248943,0,0,0,0,0,0,0,0,0
ENSG00000248944,0,0,0,0,0,0,0,0,0
ENSG00000248946,0,0,0,0,0,0,0,0,0
ENSG00000248949,0,0,0,0,0,0,0,0,0
ENSG00000248950,0,0,0,0,0,0,0,0,0
ENSG00000248951,0,0,0,0,0,0,0,0,0
ENSG00000248954,0,0,0,0,0,0,0,0,0
ENSG00000248955,0,0,0,0,0,0,0,0,0
ENSG00000248956,0,0,0,0,0,0,0,0,0
ENSG00000248958,0,0,0,0,0,0,0,0,0
ENSG00000248962,0,0,0,0,0,0,0,0,0
ENSG00000248964,0,1,0,0,0,0,0,0,0
ENSG00000248965,0,0,0,0,0,0,0,0,0
ENSG00000248966,0,0,0,0,0,0,0,0,0
ENSG00000248967,0,0,0,0,0,0,0,0,0
ENSG00000248968,0,0,0,0,1,0,0,0,0
ENSG00000248969,0,0,0,0,0,0,0,0,0
ENSG00000248971,5,10,4,11,5,11,0.27,0.26,0.09
ENSG00000248973,0,0,0,0,0,0,0,0,0
ENSG00000248975,0,1,0,0,0,2,0,0,0.11
ENSG00000248977,0,0,0,0,0,0,0,0,0
ENSG00000248978,0,0,0,0,0,0,0,0,0
ENSG00000248979,0,0,0,0,0,0,0,0,0
ENSG00000248980,5.5,0,2.58,0,0,2.56,0,0,0
ENSG00000248984,0,0,0,0,0,0,0,0,0
ENSG00000248986,0,0,0,0,0,0,0,0,0
ENSG00000248987,0,0,0,0,0,0,0,0,0
ENSG00000248988,0,0,0,0,0,0,0,0,0
ENSG00000248990,0,0,0,0,0,0,0,0,0
ENSG00000248991,0,0,0,0,0,0,0,0,0
ENSG00000248993,0,0,0,0,0,0,0,0,0
ENSG00000248994,0,0,0,0,0,0,0,0,0
ENSG00000248995,0,0,0,0,0,0,0,0,0
ENSG00000248996,0,0,0,0,0,0,0,0,0
ENSG00000248998,0,0,0,0,0,0,0,0,0
ENSG00000248999,0,0,0,0,0,0,0,0,0
ENSG00000249000,0,0,0,0,0,0,0,0,0
ENSG00000249001,0,0,0,0,0,0,0,0,0
ENSG00000249002,0,0,0,0,0,0,0,0,0
ENSG00000249003,0,0,0,0,0,0,0,0,0
ENSG00000249004,0,0,0,0,0,0,0,0,0
ENSG00000249005,0,0,0,0,0,0,0,0,0
ENSG00000249006,0,0,0,0,0,0,0,0,0
ENSG00000249007,0,0,0,0,0,0,0,0,0
ENSG00000249008,0,0,0,0,0,0,0,0,0
ENSG00000249012,0,0,0,0,0,0,0,0,0
ENSG00000249013,0,0,0,0,0,0,0,0,0
ENSG00000249014,0,0,0,0,0,0,0,0,0
ENSG00000249016,0,0,0,0,0,0,0,0,0
ENSG00000249017,0,0,0,0,0,0,0,0,0
ENSG00000249018,0,0,0,0,0,0,0,0,0
ENSG00000249019,0,0,0,0,0,0,0,0,0
ENSG00000249020,0,0,0,0,0,0,0,0,0
ENSG00000249021,0,0,0,0,0,0,0,0,0
ENSG00000249022,0,0,0,0,0,0,0,0,0
ENSG00000249023,0,0,0,0,0,0,0,0,0
ENSG00000249025,0,0,0,0,0,0,0,0,0
ENSG00000249026,0,0,0,0,0,0,0,0,0
ENSG00000249028,0,1,0,0,0,0,0,0.03,0
ENSG00000249031,0,0,0,0,0,0,0,0,0
ENSG00000249034,0,0,0,0,0,0,0,0,0
ENSG00000249035,2,1,1,1,2,4,0,0.07,0.03
ENSG00000249036,0,0,0,0,0,0,0,0,0
ENSG00000249038,0,0,0,0,0,0,0,0,0
ENSG00000249041,0,0,0,0,0,0,0,0,0
ENSG00000249042,23,32,34,25,25,42,1.37,2.93,2.52
ENSG00000249045,0,0,0,0,0,0,0,0,0
ENSG00000249047,0,0,0,0,0,0,0,0,0
ENSG00000249048,0,0,0,0,0,0,0,0,0
ENSG00000249049,0,0,0,0,0,0,0,0,0
ENSG00000249050,0,0,0,0,0,0,0,0,0
ENSG00000249051,0,0,0,0,0,0,0,0,0
ENSG00000249052,0,0,0,0,0,0,0,0,0
ENSG00000249053,0,0,0,0,0,0,0,0,0
ENSG00000249054,0,0,0,0,0,0,0,0,0
ENSG00000249055,0,0,0,0,0,0,0,0,0
ENSG00000249056,0,0,0,0,0,0,0,0,0
ENSG00000249057,0,0,0,0,0,0,0,0,0
ENSG00000249061,0,0,0,0,0,0,0,0,0
ENSG00000249064,0,0,0,0,0,0,0,0,0
ENSG00000249065,0,0,0,0,0,0,0,0,0
ENSG00000249066,0,0,0,0,0,0,0,0,0
ENSG00000249068,1,0,0,0,0,0,0,0,0
ENSG00000249069,0,0,0,0,0,0,0,0,0
ENSG00000249071,0,0,0,0,0,0,0,0,0
ENSG00000249072,0,0,0,0,0,0,0,0,0
ENSG00000249073,0,0,0,0,0,0,0,0,0
ENSG00000249074,0,0,0,0,0,0,0,0,0
ENSG00000249077,0,0,0,0,0,0,0,0,0
ENSG00000249079,0,0,0,0,0,0,0,0,0
ENSG00000249081,0,0,0,0,0,0,0,0,0
ENSG00000249082,0,0,0,1,0,1,0,0.36,0
ENSG00000249084,0,0,0,0,0,0,0,0,0
ENSG00000249085,0,1,0,0,0,1,0,0,0.51
ENSG00000249086,0,0,0,0,0,0,0,0,0
ENSG00000249087,16,31,51,30,42,69,6.28,4.44,1.65
ENSG00000249089,0,0,0,0,0,0,0,0,0
ENSG00000249091,0,0,0,0,0,0,0,0,0
ENSG00000249092,0,0,0,0,0,0,0,0,0
ENSG00000249094,0,0,0,0,0,0,0,0,0
ENSG00000249096,0,0,0,0,1,0,0,0,0
ENSG00000249098,0,0,0,0,0,0,0,0,0
ENSG00000249099,0,0,0,0,0,0,0,0,0
ENSG00000249100,0,0,0,0,0,0,0,0,0
ENSG00000249101,0,0,0,0,0,0,0,0,0
ENSG00000249102,0,0,0,0,0,0,0,0,0
ENSG00000249104,0,0,0,0,0,0,0,0,0
ENSG00000249105,0,0,0,0,0,0,0,0,0
ENSG00000249106,0,0,0,0,0,0,0,0,0
ENSG00000249109,0,0,0,0,0,0,0,0,0
ENSG00000249111,0,0,0,0,0,0,0,0,0
ENSG00000249112,0,0,0,0,0,0,0,0,0
ENSG00000249114,0,0,0,0,0,0,0,0,0
ENSG00000249115,126,155,191,132,106,214,3.64,4.2,6.07
ENSG00000249116,0,0,0,0,0,0,0,0,0
ENSG00000249119,0,0,0,0,0,0,0,0,0
ENSG00000249122,0,0,0,0,0,0,0,0,0
ENSG00000249125,0,0,0,0,0,0,0,0,0
ENSG00000249127,0,0,0,0,0,0,0,0,0
ENSG00000249128,0,0,0,0,0,0,0,0,0
ENSG00000249129,4,10,6,5,7,5,0.45,0.27,0.54
ENSG00000249131,0,0,0,0,0,0,0,0,0
ENSG00000249135,0,0,0,0,0,0,0,0,0
ENSG00000249138,0,0,0,0,0,0,0,0,0
ENSG00000249139,0,0,0,0,0,0,0,0,0
ENSG00000249140,0,0,0,0,0,0,0,0,0
ENSG00000249141,0,0,0,0,0,0,0,0,0
ENSG00000249142,0,0,0,0,0,0,0,0,0
ENSG00000249145,0,0,0,0,0,0,0,0,0
ENSG00000249148,0,0,0,0,1,0,0,0,0
ENSG00000249149,0,0,0,0,0,0,0,0,0
ENSG00000249150,0,0,0,0,0,0,0,0,0
ENSG00000249152,0,0,0,0,0,0,0,0,0
ENSG00000249153,0,0,0,0,0,0,0,0,0
ENSG00000249156,0,0,0,0,0,0,0,0,0
ENSG00000249157,0,0,0,0,0,0,0,0,0
ENSG00000249158,0,0,0,0,0,0,0,0.03,0
ENSG00000249159,0,0,0,0,0,0,0,0,0
ENSG00000249160,0,0,0,0,0,0,0,0,0
ENSG00000249162,0,0,0,0,0,0,0,0,0
ENSG00000249163,0,0,0,0,0,1,0,0,0
ENSG00000249166,0,0,0,0,0,0,0,0,0
ENSG00000249167,0,0,0,0,0,0,0,0,0
ENSG00000249169,0,0,0,0,0,0,0,0,0
ENSG00000249170,0,0,0,0,0,0,0,0,0
ENSG00000249171,0,0,0,0,0,0,0,0,0
ENSG00000249173,0,0,0,0,0,0,0,0,0
ENSG00000249174,0,0,0,0,0,0,0,0,0
ENSG00000249175,0,0,0,0,0,0,0,0,0
ENSG00000249176,0,0,0,0,0,0,0,0,0
ENSG00000249177,0,0,0,0,0,0,0,0,0
ENSG00000249180,0,0,0,0,1,3,0,0,0.19
ENSG00000249183,0,0,0,0,0,0,0,0,0
ENSG00000249184,0,0,0,0,0,0,0,0,0
ENSG00000249186,0,0,0,0,0,0,0,0,0
ENSG00000249188,0,1,0,0,0,0,0,0,0
ENSG00000249189,0,0,0,0,0,0,0,0,0
ENSG00000249191,0,0,0,0,0,0,0,0,0
ENSG00000249192,0,0,0,0,0,0,0,0,0
ENSG00000249193,0,0,0,0,0,0,0,0,0
ENSG00000249196,0,0,0,0,0,0,0,0,0
ENSG00000249197,0,0,0,0,0,0,0,0,0
ENSG00000249198,0,0,0,0,0,0,0,0,0
ENSG00000249199,0,0,0,0,0,0,0,0,0
ENSG00000249200,0,0,0,0,0,0,0,0,0
ENSG00000249201,0,0,0,0,0,0,0,0,0
ENSG00000249203,0,0,0,0,0,0,0,0,0
ENSG00000249206,0,0,0,0,0,0,0,0,0
ENSG00000249207,0,1,4.01,1,4.06,6.08,0.09,0.18,0
ENSG00000249209,0,0,0,0,0,0.96,0,0,0.15
ENSG00000249210,0,0,1,0,0,0,0,0,0
ENSG00000249212,0,0,0,0,0,1,0,0,0
ENSG00000249213,0,0,0,0,0,0,0,0,0
ENSG00000249214,0,0,0,0,0,0,0,0,0
ENSG00000249215,0,0,0,0,0,0,0,0,0
ENSG00000249216,0,0,0,0,0,0,0,0,0
ENSG00000249219,0,0,0,0,0,0,0,0,0
ENSG00000249222,1,0,0,0,1,0,0,0,0
ENSG00000249225,0,0,0,0,0,0,0,0,0
ENSG00000249226,0,0,0,0,0,0,0,0,0
ENSG00000249228,0,0,0,0,0,0,0,0,0
ENSG00000249229,0,0,0,0,0,0,0,0,0
ENSG00000249230,0,0,0,0,0,0,0,0,0
ENSG00000249231,0,0,0,0,0,0,0,0,0
ENSG00000249234,0,0,0,0,0,0,0,0,0
ENSG00000249235,0,0,0,0,0,0,0,0,0
ENSG00000249236,0,0,0,0,0,0,0,0,0
ENSG00000249237,0,0,0,0,2,3,0,0,0
ENSG00000249238,0,0,0,0,0,0,0,0,0
ENSG00000249239,0,0,0,0,0,0,0,0,0
ENSG00000249240,81.26,72.31,133.38,86.77,119.62,178.43,9.95,19.44,8.96
ENSG00000249241,0,0,0,0,0,0,0,0,0
ENSG00000249242,0,0,0,0,0,1,0.04,0,0
ENSG00000249244,6,4,3,0,4,2,0.04,0.05,0.03
ENSG00000249245,0,0,1,0,0,0,0,0,0
ENSG00000249247,0,0,0,0,0,0,0,0,0
ENSG00000249249,2,0,9.93,12,4.18,2.11,0.87,0.84,1.99
ENSG00000249251,0,0.7,0,0,1.53,0,0,0.35,0
ENSG00000249252,0,0,0,0,0,0,0,0,0
ENSG00000249253,0,0,0,0,0,0,0,0,0
ENSG00000249255,0,0,0,0,0,0,0,0,0
ENSG00000249256,0,0,0,0,0,0,0,0,0
ENSG00000249257,0,0,0,0,0,0,0,0,0
ENSG00000249258,4,4,5,2,4,9,0.12,0.09,0
ENSG00000249259,0,0,0,0,0,0,0,0,0
ENSG00000249261,0,0,0,0,0,0,0,0,0
ENSG00000249262,0,0,0,0,0,0,0,0,0
ENSG00000249263,0,0,0,0,0,0,0,0,0
ENSG00000249264,1,0,0,1,1,2,0,0,0
ENSG00000249265,0,0,0,0,0,0,0,0,0
ENSG00000249266,0,0,0,0,0,0,0,0,0
ENSG00000249267,0,0,0,0,0,0,0,0,0
ENSG00000249269,0,0,0,0,0,0,0,0,0
ENSG00000249270,0,0,0,0,0,0,0,0,0
ENSG00000249271,0,0,0,0,0,0,0,0,0
ENSG00000249272,0,0,0,0,0,0,0,0,0
ENSG00000249274,0,0,0,0,0,0,0,0,0
ENSG00000249275,0,0,0,0,0,0,0,0,0
ENSG00000249276,0,0,0,0,0,0,0,0,0
ENSG00000249277,0,0,0,0,0,0,0,0,0
ENSG00000249278,0,0,0,0,0,0,0,0,0
ENSG00000249279,0,0,3,4,3,5,0.18,0.22,0
ENSG00000249282,0,0,0,0,0,0,0,0,0
ENSG00000249283,0,0,0,0,0,0,0,0,0
ENSG00000249284,0,0,0,0,0,0,0,0,0
ENSG00000249285,0,0,0,0,0,0,0,0,0
ENSG00000249286,0,0,1,2,1,0,0.09,0.17,0.07
ENSG00000249287,0,0,0,0,0,0,0,0,0
ENSG00000249288,0,0,0,0,0,0,0,0,0
ENSG00000249289,0,0,0,0,0,0,0,0,0
ENSG00000249290,0,0,0,0,0,0,0,0,0
ENSG00000249293,0,0,0,0,0,0,0,0,0
ENSG00000249295,0,0,0,0,0,0,0,0,0
ENSG00000249297,0,0,0,0,0,0,0,0,0
ENSG00000249301,0,0,0,0,0,0,0,0,0
ENSG00000249302,0,0,0,1,0,1,0,0,0
ENSG00000249304,0,0,0,0,1,0,0,0,0
ENSG00000249305,0,0,0,0,0,0,0,0,0
ENSG00000249306,3,0,0,1,0,1,0,0,0
ENSG00000249307,0,0,0,0,0,1,0.09,0.09,0
ENSG00000249309,0,0,0,0,0,0,0,0,0
ENSG00000249310,0,0,0,0,0,0,0,0,0
ENSG00000249311,0,0,0,0,0,0,0,0,0
ENSG00000249312,0,0,0,0,0,0,0,0,0
ENSG00000249316,0,0,0,0,0,0,0,0,0
ENSG00000249317,0,0,0,0,0,0,0,0,0
ENSG00000249318,0,0,0,0,0,0,0,0,0
ENSG00000249319,16.08,4.52,20.2,3.88,4.35,7.93,0.53,1.13,0
ENSG00000249320,0,0,0,0,0,0,0,0,0
ENSG00000249321,0,0,0,0,0,0,0,0,0
ENSG00000249326,0,0,0,0,0,0,0,0,0
ENSG00000249328,0,0,0,0,0,2,0,0,0
ENSG00000249329,0,0,0,0,0,0,0,0,0
ENSG00000249330,0,0,0,0,0,0,0,0,0
ENSG00000249332,0,0,0,0,0,0,0,0,0
ENSG00000249333,0,0,0,0,0,0,0,0,0
ENSG00000249334,0,0,0,0,0,0,0,0,0
ENSG00000249335,0,0,0,0,0,0,0,0,0
ENSG00000249336,0,0,0,0,0,0,0,0,0
ENSG00000249337,0,0,0,0,0,0,0,0,0
ENSG00000249338,0,0,0,0,0,0,0,0,0
ENSG00000249339,0,0,0,0,0,0,0,0,0
ENSG00000249341,0,1,1,0,0,3,0.05,0,0
ENSG00000249343,0,0,0,0,0,0,0,0,0
ENSG00000249345,0,0,0,0,0,1,0,0,0
ENSG00000249346,0,0,0,0,0,0,0,0,0
ENSG00000249347,0,0,0,0,0,0,0,0,0
ENSG00000249348,31,19,20,20,20,22,0.58,0.63,0.4
ENSG00000249349,0,0,0,0,0,0,0,0,0
ENSG00000249351,0,0,0,0,0,0,0,0,0
ENSG00000249352,0,0,0,0,0,0,0,0,0
ENSG00000249353,49,39,70,39,90,82,6.4,8.62,10.93
ENSG00000249356,0,0,0,0,0,0,0,0,0
ENSG00000249357,0,0,0,0,0,0,0,0,0
ENSG00000249358,0,0,0,0,0,0,0,0,0
ENSG00000249359,0,0,0,0,0,0,0,0,0
ENSG00000249360,0,0,0,0,0,0,0,0,0
ENSG00000249362,0,0,0,0,0,0,0,0,0
ENSG00000249363,0,0,0,0,0,0,0,0,0.09
ENSG00000249364,0,0,0,0,0,0,0,0,0
ENSG00000249365,0,0,0,0,0,0,0,0,0
ENSG00000249367,0,0,0,0,0,0,0,0,0
ENSG00000249368,0,0,0,0,0,0,0,0,0
ENSG00000249372,0,0,0,0,0,0,0,0,0
ENSG00000249373,0,0,0,0,0,0,0,0,0
