"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"regulatory region variant",958,892,0.0276057978341798,0.102870639896908,0.0285542530808536,0.142771265404268,MMEB9_E1
"splice acceptor variant",1,1,3.7e-24,0,1,1,MMEB9_E1
"splice donor 5th base variant / intron variant",1,1,3.7e-24,0,1,1,MMEB9_E1
"splice donor region variant / intron variant",2,3,3.7e-24,-0.415037499278844,0.417593427512273,1,MMEB9_E1
"splice donor region variant / intron variant / non coding transcript variant",2,0,3.7e-24,1.58496250072116,0.0712353471596033,0.284941388638413,MMEB9_E1
"splice donor variant",2,4,3.7e-24,-0.736965594166206,0.278328824767057,0.927762749223525,MMEB9_E1
"splice polypyrimidine tract variant / intron variant",5,9,3.7e-24,-0.736965594166206,0.132151087065424,0.480549407510634,MMEB9_E1
"splice region variant",9,12,3.7e-24,-0.37851162325373,0.403266205791003,1,MMEB9_E1
"start lost",0,0,3.7e-24,0,1,1,MMEB9_E1
"start retained variant",0,0,NA,0,1,1,MMEB9_E1
"stop gained",10,8,3.7e-24,0.289506617194985,0.489930868650436,1,MMEB9_E1
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_E1
"stop retained variant",1,0,3.7e-24,1,0.0615168820759443,0.273408364781975,MMEB9_E1
"synonymous variant",27,43,3.7e-24,-0.652076696579693,0.00430818555254984,0.028721237016999,MMEB9_E1
"upstream gene variant",1140,1132,0.0495593082646623,0.0101509304681659,0.821060014026651,1,MMEB9_E1
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,1,3.7e-24,-1,0.41699228534215,1,MMEB9_E1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor 5th base variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E1
"3 prime UTR variant",52,62,1.36907431729015e-19,-0.249359468936717,0.186,1,MMEB9_E2
"5 prime UTR variant",8,10,3.7e-24,-0.289506617194985,0.5429,1,MMEB9_E2
"TF binding site variant",1,1,3.7e-24,0,1,1,MMEB9_E2
"downstream gene variant",514,520,0.0142112424613775,-0.0167109402079275,0.7821,1,MMEB9_E2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"inframe deletion",0,0,3.7e-24,0,1,1,MMEB9_E2
"inframe insertion",0,0,NA,0,1,1,MMEB9_E2
"intergenic variant",2750,2471,0.186752423335184,0.154277396411836,0,0,MMEB9_E2
"intron variant",3850,4079,0.206598445391818,-0.0833360290618724,0,0,MMEB9_E2
"missense variant",41,62,2.31564420210629e-19,-0.584962500721156,0.0017,0.0215333333333333,MMEB9_E2
"non coding transcript exon variant",29,37,3.7e-24,-0.341036917835067,0.1457,0.922766666666667,MMEB9_E2
"regulatory region variant",394,387,0.00223005320287223,0.0257960008773375,0.7333,1,MMEB9_E2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor variant",3,2,3.7e-24,0.415037499278844,0.7309,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant",1,4,3.7e-24,-1.32192809488736,0.095,0.722,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",3,0,3.7e-24,2,0.0209,0.19855,MMEB9_E2
"splice region variant",4,5,3.7e-24,-0.263034405833794,0.6665,1,MMEB9_E2
"start lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"start retained variant",0,0,NA,0,1,1,MMEB9_E2
"stop gained",2,3,3.7e-24,-0.415037499278844,0.419,1,MMEB9_E2
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_E2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"synonymous variant",23,19,3.7e-24,0.263034405833794,0.4205,1,MMEB9_E2
"upstream gene variant",487,494,0.000546712844192539,-0.0205473774040857,0.7478,1,MMEB9_E2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.4143,1,MMEB9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E2
"3 prime UTR variant",63,75,8.42962097619535e-19,-0.247927513443586,0.1171,1,MMEB9_E3
"5 prime UTR variant",16,12,3.7e-24,0.387023123109247,0.3125,1,MMEB9_E3
"downstream gene variant",657,655,0.0034920184140656,0.00439176911715763,0.9483,1,MMEB9_E3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"inframe deletion",0,0,NA,0,1,1,MMEB9_E3
"inframe insertion",0,0,NA,0,1,1,MMEB9_E3
"intergenic variant",3335,3067,0.0195343427733401,0.12082080594173,0,0,MMEB9_E3
"intron variant",4638,5002,0.0716475317934225,-0.108979606142867,0,0,MMEB9_E3
"missense variant",68,78,7.0928832714927e-16,-0.195256291398934,0.2084,1,MMEB9_E3
"non coding transcript exon variant",52,46,3.7e-24,0.173331602885562,0.4124,1,MMEB9_E3
"regulatory region variant",556,472,0.00291543792285106,0.235837144000637,4e-04,0.00506666666666667,MMEB9_E3
"splice acceptor variant",1,1,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / intron variant",1,0,3.7e-24,1,0.3937,1,MMEB9_E3
"splice donor region variant / intron variant",1,2,3.7e-24,-0.584962500721156,0.271,1,MMEB9_E3
"splice donor variant",1,2,3.7e-24,-0.584962500721156,0.2836,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant",4,5,3.7e-24,-0.263034405833794,0.6717,1,MMEB9_E3
"splice region variant",5,6,3.7e-24,-0.222392421336448,0.7016,1,MMEB9_E3
"start lost",0,0,3.7e-24,0,1,1,MMEB9_E3
"start retained variant",0,0,NA,0,1,1,MMEB9_E3
"stop gained",3,4,3.7e-24,-0.321928094887362,0.6423,1,MMEB9_E3
"stop lost",0,0,3.7e-24,0,1,1,MMEB9_E3
"stop retained variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"synonymous variant",23,24,3.7e-24,-0.0588936890535686,0.8382,1,MMEB9_E3
"upstream gene variant",646,612,0.0128109129214998,0.0778786383017259,0.1667,1,MMEB9_E3
"TF binding site variant",0,1,3.7e-24,-1,0.4102,1,MMEB9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEB9_E3
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEB9_E3
