"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"upstream gene variant",1089,1082.94345864662,0.0627419576042094,0.00867958743799886,0.834486215538847,1,MMEA9_E3
"mature miRNA variant",0,0.123809523809524,3.7e-24,-0.120520550130157,0.11609022556391,0.345263157894737,MMEA9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0.41062656641604,3.7e-24,-0.379361378164334,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.123308270676692,3.7e-24,-0.11997015163435,1,1,MMEA9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.17593984962406,3.7e-24,-0.169692967737631,0.16140350877193,0.441169590643275,MMEA9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0.0646616541353384,3.7e-24,-0.063937286968503,1,1,MMEA9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0179448621553885,3.7e-24,-0.0179032543860372,0.0178446115288221,0.060969089390142,MMEA9_E3
"incomplete terminal codon variant / coding sequence variant",0,0.0019047619047619,3.7e-24,-0.0019047619047619,0.0019047619047619,0.013015873015873,MMEA9_E3
"non coding transcript variant",0,0.00240601503759398,3.7e-24,-0.00240601503759398,0.00240601503759398,0.0140923737916219,MMEA9_E3
"splice donor 5th base variant / synonymous variant",0,0.000200501253132832,3.7e-24,-0.000200501253132832,1,1,MMEA9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,0.0019047619047619,3.7e-24,-0.0019047619047619,0.0019047619047619,0.013015873015873,MMEA9_E3
"coding sequence variant",0,0.00200501253132832,3.7e-24,-0.00200501253132832,1,1,MMEA9_E3
"splice donor region variant / non coding transcript exon variant",0,0.00340852130325815,3.7e-24,-0.00340852130325815,0.00340852130325815,0.017468671679198,MMEA9_E3
"coding sequence variant / NMD transcript variant",0,0.000401002506265664,3.7e-24,-0.000401002506265664,0.000401002506265664,0.00411027568922306,MMEA9_E3
"coding sequence variant / 3 prime UTR variant",0,0.000200501253132832,3.7e-24,-0.000200501253132832,1,1,MMEA9_E3
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.000100250626566416,3.7e-24,-0.000100250626566416,1,1,MMEA9_E3
"3 prime UTR variant",4,3.3944,3.7e-24,0.326664583803653,0.7785,1,MMEB9_C1
"5 prime UTR variant",0,0.6029,3.7e-24,-0.534511382476476,0.6743,1,MMEB9_C1
"downstream gene variant",19,26.8301,3.7e-24,-0.453135729735598,0.0849,0.198333333333333,MMEB9_C1
"frameshift variant",0,0.0821,3.7e-24,-0.0809624062518029,0.0794,0.198333333333333,MMEB9_C1
"inframe deletion",0,0.0322,3.7e-24,-0.0319924812503606,0.0317,0.11095,MMEB9_C1
"inframe insertion",0,0,NA,0,1,1,MMEB9_C1
"intergenic variant",133,93.9672,4.17216797894285e-18,0.502468899961566,4e-04,0.0035,MMEB9_C1
"intron variant",167,192.4659,1.90156485716758e-12,-0.201800753098271,0.0061,0.0293125,MMEB9_C1
"missense variant",3,3.5281,3.7e-24,-0.0395127900658458,0.8105,1,MMEB9_C1
"non coding transcript exon variant",2,1.9892,3.7e-24,0.177518973957972,1,1,MMEB9_C1
"regulatory region variant",25,20.2037,3.7e-24,0.325571218756183,0.3584,0.660210526315789,MMEB9_C1
"splice acceptor variant",0,0.0587,3.7e-24,-0.0577699250014423,0.0565,0.164791666666667,MMEB9_C1
"splice donor variant",0,0.0523,3.7e-24,-0.0515604512509375,1,1,MMEB9_C1
"splice region variant",0,0.3357,3.7e-24,-0.312898988459043,0.283,0.582647058823529,MMEB9_C1
"start lost",0,0.007,3.7e-24,-0.007,1,1,MMEB9_C1
"start retained variant",0,0,NA,0,1,1,MMEB9_C1
"stop gained",0,0.2282,3.7e-24,-0.217635190015577,1,1,MMEB9_C1
"stop lost",0,0.0043,3.7e-24,-0.0043,1,1,MMEB9_C1
"stop retained variant",0,0.0011,3.7e-24,-0.0011,1,1,MMEB9_C1
"synonymous variant",0,1.1667,3.7e-24,-0.937432475636763,0.3438,0.660210526315789,MMEB9_C1
"upstream gene variant",18,25.5934,3.7e-24,-0.460337018696148,0.085,0.198333333333333,MMEB9_C1
"splice polypyrimidine tract variant / intron variant",0,0.2462,3.7e-24,-0.233695966886646,0.2171,0.47490625,MMEB9_C1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0068,3.7e-24,-0.00675849625007212,0.0067,0.0293125,MMEB9_C1
"splice donor region variant / intron variant / non coding transcript variant",0,0.009,3.7e-24,-0.00891699250014423,1,1,MMEB9_C1
"splice donor region variant / intron variant",0,0.0669,3.7e-24,-0.066194436251226,1,1,MMEB9_C1
"TF binding site variant",0,0.0549,3.7e-24,-0.0541529325012981,0.0531,0.164791666666667,MMEB9_C1
"splice donor 5th base variant / intron variant",0,0.0346,3.7e-24,-0.0343094737505048,1,1,MMEB9_C1
"mature miRNA variant",0,0.0039,3.7e-24,-0.0039,0.0039,0.02275,MMEB9_C1
"splice donor region variant / intron variant / NMD transcript variant",0,0.0027,3.7e-24,-0.0027,1,1,MMEB9_C1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0259,3.7e-24,-0.0257754887502163,0.0256,0.0995555555555556,MMEB9_C1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.004,3.7e-24,-0.00395849625007212,1,1,MMEB9_C1
"incomplete terminal codon variant / coding sequence variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.00233333333333333,MMEB9_C1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,5e-04,3.7e-24,-5e-04,5e-04,0.0035,MMEB9_C1
"splice donor region variant / non coding transcript exon variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.00233333333333333,MMEB9_C1
"non coding transcript variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.00233333333333333,MMEB9_C1
"3 prime UTR variant",3,4.3168,3.7e-24,-0.287303402666225,0.515,0.882857142857143,MMEB9_C2
"5 prime UTR variant",0,0.8752,3.7e-24,-0.739571176280417,0.4769,0.85842,MMEB9_C2
"downstream gene variant",24,35.6498,3.7e-24,-0.533892326595706,0.0228,0.0631384615384615,MMEB9_C2
"frameshift variant",0,0.113,3.7e-24,-0.110707820003462,1,1,MMEB9_C2
"inframe deletion",0,0.0171,3.7e-24,-0.0170169925001442,1,1,MMEB9_C2
"inframe insertion",0,0,NA,0,1,1,MMEB9_C2
"intergenic variant",196,154.531,2.89968659819411e-12,0.344297691919251,7e-04,0.00504,MMEB9_C2
"intron variant",239,262.5038,1.39636267802117e-08,-0.133388204988823,0.0353,0.0907714285714286,MMEB9_C2
"missense variant",4,4.4637,3.7e-24,-0.00700890851516879,0.8065,1,MMEB9_C2
"non coding transcript exon variant",2,2.5909,3.7e-24,-0.097824998898738,0.7905,1,MMEB9_C2
"regulatory region variant",16,26.9971,3.7e-24,-0.695327623067773,0.0155,0.0465,MMEB9_C2
"splice acceptor variant",0,0.0698,3.7e-24,-0.0685133837522356,0.0667,0.16008,MMEB9_C2
"splice donor variant",0,0.0873,3.7e-24,-0.0856398500028846,1,1,MMEB9_C2
"splice region variant",0,0.4176,3.7e-24,-0.384979665325206,0.7204,1,MMEB9_C2
"start lost",0,0.0088,3.7e-24,-0.0088,0.0088,0.0288,MMEB9_C2
"start retained variant",0,0,NA,0,1,1,MMEB9_C2
"stop gained",0,0.3385,3.7e-24,-0.316118098770119,1,1,MMEB9_C2
"stop lost",0,0.0065,3.7e-24,-0.0065,0.0065,0.0234,MMEB9_C2
"stop retained variant",0,0.0028,3.7e-24,-0.0028,0.0028,0.0144,MMEB9_C2
"synonymous variant",0,1.5652,3.7e-24,-1.18383320402136,0.2104,0.4208,MMEB9_C2
"upstream gene variant",45,33.8784,3.7e-24,0.418750292713759,0.0877,0.185717647058824,MMEB9_C2
"splice polypyrimidine tract variant / intron variant",0,0.2976,3.7e-24,-0.279504088143929,0.2556,0.484294736842105,MMEB9_C2
"splice donor region variant / intron variant",0,0.0885,3.7e-24,-0.0872133837522356,0.0854,0.185717647058824,MMEB9_C2
"TF binding site variant",0,0.0724,3.7e-24,-0.071320902501875,1,1,MMEB9_C2
"splice donor 5th base variant / intron variant",0,0.042,3.7e-24,-0.0418339850002885,1,1,MMEB9_C2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0366,3.7e-24,-0.0363509775004327,1,1,MMEB9_C2
"splice donor region variant / intron variant / non coding transcript variant",0,0.0105,3.7e-24,-0.0104584962500721,1,1,MMEB9_C2
"mature miRNA variant",0,0.0039,3.7e-24,-0.0039,0.0039,0.01755,MMEB9_C2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0052,3.7e-24,-0.0052,0.0052,0.0208,MMEB9_C2
"non coding transcript variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0036,MMEB9_C2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.006,3.7e-24,-0.00591699250014423,1,1,MMEB9_C2
"splice donor region variant / non coding transcript exon variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.0036,MMEB9_C2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,9e-04,3.7e-24,-9e-04,9e-04,0.0054,MMEB9_C2
"incomplete terminal codon variant / coding sequence variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0036,MMEB9_C2
"splice donor 5th base variant / non coding transcript exon variant",0,1e-04,3.7e-24,-1e-04,1e-04,0.0036,MMEB9_C2
"splice donor region variant / intron variant / NMD transcript variant",0,0.0013,3.7e-24,-0.0013,1,1,MMEB9_C2
"3 prime UTR variant",1,3.3518,3.7e-24,-0.982662674261482,0.1543,0.411466666666667,MMEB9_C3
"5 prime UTR variant",1,0.7796,3.7e-24,0.331140297363339,1,1,MMEB9_C3
"downstream gene variant",15,27.5729,3.7e-24,-0.81387005834598,0.0048,0.0256,MMEB9_C3
"frameshift variant",0,0.0443,3.7e-24,-0.0440509775004327,1,1,MMEB9_C3
"inframe deletion",0,0,NA,0,1,1,MMEB9_C3
"inframe insertion",0,0,NA,0,1,1,MMEB9_C3
"intergenic variant",139,99.5196,2.46196073891289e-15,0.483115772307315,3e-04,0.0064,MMEB9_C3
"intron variant",172,187.8879,5.67372520304611e-12,-0.124872492266066,0.08,0.232727272727273,MMEB9_C3
"missense variant",4,3.8135,3.7e-24,0.189930129482898,1,1,MMEB9_C3
"non coding transcript exon variant",3,2.0755,3.7e-24,0.548752858995529,0.538,1,MMEB9_C3
"regulatory region variant",19,21.5651,3.7e-24,-0.14446056389741,0.5007,1,MMEB9_C3
"splice acceptor variant",0,0.0555,3.7e-24,-0.0550434587507933,0.0544,0.17408,MMEB9_C3
"splice donor variant",0,0.0563,3.7e-24,-0.0558849625007212,1,1,MMEB9_C3
"splice region variant",0,0.3238,3.7e-24,-0.303600479396021,1,1,MMEB9_C3
"start lost",0,0.0083,3.7e-24,-0.0083,1,1,MMEB9_C3
"start retained variant",0,0,NA,0,1,1,MMEB9_C3
"stop gained",0,0.2758,3.7e-24,-0.261639588447505,1,1,MMEB9_C3
"stop lost",0,0.0045,3.7e-24,-0.0045,1,1,MMEB9_C3
"stop retained variant",0,0.0015,3.7e-24,-0.0015,0.0015,0.012,MMEB9_C3
"synonymous variant",0,1.2389,3.7e-24,-0.987007680905426,0.2925,0.668571428571428,MMEB9_C3
"upstream gene variant",21,25.9761,3.7e-24,-0.269053228593119,0.2808,0.668571428571428,MMEB9_C3
"splice donor region variant / intron variant",0,0.0641,3.7e-24,-0.0633114287513702,1,1,MMEB9_C3
"splice polypyrimidine tract variant / intron variant",0,0.2405,3.7e-24,-0.228295641266514,1,1,MMEB9_C3
"TF binding site variant",0,0.0621,3.7e-24,-0.0614359400011538,1,1,MMEB9_C3
"splice donor 5th base variant / intron variant",0,0.0344,3.7e-24,-0.0341509775004327,0.0338,0.120177777777778,MMEB9_C3
"mature miRNA variant",0,0.0025,3.7e-24,-0.0025,0.0025,0.016,MMEB9_C3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.005,3.7e-24,-0.005,1,1,MMEB9_C3
"splice donor region variant / intron variant / non coding transcript variant",0,0.0097,3.7e-24,-0.0097,0.0097,0.0443428571428571,MMEB9_C3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.0237,3.7e-24,-0.0236169925001442,0.0235,0.094,MMEB9_C3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0045,3.7e-24,-0.0045,1,1,MMEB9_C3
"splice donor region variant / intron variant / NMD transcript variant",0,0.0014,3.7e-24,-0.0014,0.0014,0.012,MMEB9_C3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0064,MMEB9_C3
"3 prime UTR variant",98,143.591624085763,1.21991595871909e-09,-0.541560552605679,0,0,MMEB9_E1
"5 prime UTR variant",12,22.8319807634506,3.7e-24,-0.844464416151681,0.0104197976154694,0.0320609157399058,MMEB9_E1
"TF binding site variant",9,2.49213505660755,3.7e-24,1.6815666683618,0.0846608556256888,0.199202013236915,MMEB9_E1
"downstream gene variant",1217,1208.453461577,0.0935371729912747,0.0107134225265701,0.803927462178138,1,MMEB9_E1
"frameshift variant",1,0.378519186454263,3.7e-24,0.64911655080332,0.314998497144575,0.572724540262863,MMEB9_E1
"inframe deletion",0,0,NA,0,1,1,MMEB9_E1
"inframe insertion",0,0,NA,0,1,1,MMEB9_E1
"intergenic variant",5944,5490.34154894299,0.548901980031033,0.11460960933823,0,0,MMEB9_E1
"intron variant",8536,8958.22081955716,0.567469499754474,-0.0696040631245364,0,0,MMEB9_E1
"missense variant",108,143.029255585613,5.90230515560194e-12,-0.397123878776301,0.00120228434024647,0.00601142170123234,MMEB9_E1
"non coding transcript exon variant",86,88.7264803125939,1.13405525764225e-15,-0.0367530488409993,0.786895100691314,1,MMEB9_E1
"regulatory region variant",958,891.802925558561,0.0276057978341798,0.103964262319714,0.0300571085061617,0.0858774528747477,MMEB9_E1
"splice acceptor variant",1,1.57539324716962,3.7e-24,-0.184634377454258,0.745817052399559,1,MMEB9_E1
"splice donor 5th base variant / intron variant",1,0.916641619076245,3.7e-24,0.228488620050963,1,1,MMEB9_E1
"splice donor region variant / intron variant",2,3.48011221320509,3.7e-24,-0.433973247599007,0.469592225227933,0.782653708713222,MMEB9_E1
"splice donor region variant / intron variant / non coding transcript variant",2,0.438132451658151,3.7e-24,1.18194851194274,0.0712353471596033,0.178088367899008,MMEB9_E1
"splice donor variant",2,4.23384430417794,3.7e-24,-0.67822046471122,0.239655345155796,0.479310690311592,MMEB9_E1
"splice polypyrimidine tract variant / intron variant",5,9.0453862338443,3.7e-24,-0.674471354465412,0.132151087065424,0.278212814874577,MMEB9_E1
"splice region variant",9,12.0094178939986,3.7e-24,-0.324733091460423,0.312092976655646,0.572724540262863,MMEB9_E1
"start lost",0,0.586113615870153,3.7e-24,-0.524277762126167,0.116321009918846,0.258491133152991,MMEB9_E1
"start retained variant",0,0,NA,0,1,1,MMEB9_E1
"stop gained",10,8.5183849313696,3.7e-24,0.280688054852239,0.617473199078249,0.987957118525198,MMEB9_E1
"stop lost",0,0.315599639314698,3.7e-24,-0.295919617905689,1,1,MMEB9_E1
"stop retained variant",1,0.0630197375012524,3.7e-24,0.937604003856245,0.0615168820759443,0.164045018869185,MMEB9_E1
"synonymous variant",27,43.6501352569883,3.7e-24,-0.657300975929656,0.00430818555254984,0.0156661292819994,MMEB9_E1
"upstream gene variant",1140,1132.45686804929,0.0495593082646623,0.0101580684029894,0.809437932070935,1,MMEB9_E1
"coding sequence variant",0,0.00160304578699529,3.7e-24,-0.00160304578699529,1,1,MMEB9_E1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,1.2216210800521,3.7e-24,-0.974171244685355,0.330327622482717,0.574482821709073,MMEB9_E1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.190662258290752,3.7e-24,-0.182965530770074,1,1,MMEB9_E1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.126640617172628,3.7e-24,-0.123578559267223,1,1,MMEB9_E1
"splice donor region variant / intron variant / NMD transcript variant",0,0.0715359182446649,3.7e-24,-0.0704793244681481,1,1,MMEB9_E1
"mature miRNA variant",0,0.130447850916742,3.7e-24,-0.127070155801359,1,1,MMEB9_E1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0177336940186354,3.7e-24,-0.0176089457471359,1,1,MMEB9_E1
"non coding transcript variant",0,0.00480913736098587,3.7e-24,-0.00480913736098587,0.00480913736098587,0.0160304578699529,MMEB9_E1
"incomplete terminal codon variant / coding sequence variant",0,0.00260494940386735,3.7e-24,-0.00260494940386735,0.00260494940386735,0.0115775529060771,MMEB9_E1
"splice donor region variant / non coding transcript exon variant",0,0.00430818555254984,3.7e-24,-0.00430818555254984,0.00430818555254984,0.0156661292819994,MMEB9_E1
"coding sequence variant / NMD transcript variant",0,0.000300571085061617,3.7e-24,-0.000300571085061617,0.000300571085061617,0.00240456868049294,MMEB9_E1
"splice donor 5th base variant / non coding transcript exon variant",0,0.00110209397855926,3.7e-24,-0.00110209397855926,0.00110209397855926,0.00601142170123234,MMEB9_E1
"splice donor 5th base variant / synonymous variant",0,0.000601142170123234,3.7e-24,-0.000601142170123234,0.000601142170123234,0.00400761446748823,MMEB9_E1
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.000100190361687206,3.7e-24,-0.000100190361687206,0.000100190361687206,0.00100190361687206,MMEB9_E1
"3 prime UTR variant",52,62.0926,1.36907431729015e-19,-0.240154377672252,0.1704,0.462514285714286,MMEB9_E2
"5 prime UTR variant",8,10.1764,3.7e-24,-0.248838669747997,0.5429,1,MMEB9_E2
"TF binding site variant",1,1.1242,3.7e-24,0.0861754894781298,1,1,MMEB9_E2
"downstream gene variant",514,520.3429,0.0142112424613775,-0.0163704367778395,0.7821,1,MMEB9_E2
"frameshift variant",0,0.0691,3.7e-24,-0.0683529325012981,1,1,MMEB9_E2
"inframe deletion",0,0.0293,3.7e-24,-0.0291754887502163,1,1,MMEB9_E2
"inframe insertion",0,0,NA,0,1,1,MMEB9_E2
"intergenic variant",2750,2470.5546,0.186752423335184,0.154745952611135,0,0,MMEB9_E2
"intron variant",3850,4078.6466,0.206598445391818,-0.0831220212136854,0,0,MMEB9_E2
"missense variant",41,61.7021,2.31564420210629e-19,-0.567088498592954,0.0028,0.0152,MMEB9_E2
"non coding transcript exon variant",29,37.454,3.7e-24,-0.339661261422166,0.1046,0.331233333333333,MMEB9_E2
"regulatory region variant",394,387.4337,0.00223005320287223,0.0259480440879343,0.7128,1,MMEB9_E2
"splice acceptor variant",0,0.6918,3.7e-24,-0.60447947388777,0.6558,1,MMEB9_E2
"splice donor variant",3,1.7643,3.7e-24,0.709341422694067,0.4248,0.8968,MMEB9_E2
"splice polypyrimidine tract variant / intron variant",1,3.9289,3.7e-24,-1.17497650483244,0.095,0.328181818181818,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",3,0.5422,3.7e-24,1.51459315311913,0.0209,0.0882444444444444,MMEB9_E2
"splice region variant",4,5.2614,3.7e-24,-0.218595196647325,0.6665,1,MMEB9_E2
"start lost",0,0.2395,3.7e-24,-0.227350528768678,1,1,MMEB9_E2
"start retained variant",0,0,NA,0,1,1,MMEB9_E2
"stop gained",2,3.5999,3.7e-24,-0.479408215738299,0.1959,0.49628,MMEB9_E2
"stop lost",0,0.1342,3.7e-24,-0.130645715005481,0.1258,0.367723076923077,MMEB9_E2
"stop retained variant",0,0.0238,3.7e-24,-0.0236339850002885,0.0234,0.08892,MMEB9_E2
"synonymous variant",23,19.1511,3.7e-24,0.28699677713569,0.4205,0.8968,MMEB9_E2
"upstream gene variant",487,494.6797,0.000546712844192539,-0.0211479014979995,0.7119,1,MMEB9_E2
"splice donor 5th base variant / intron variant",0,0.4108,3.7e-24,-0.379603175348287,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.054,3.7e-24,-0.0532774437510817,1,1,MMEB9_E2
"splice donor region variant / intron variant",0,1.5016,3.7e-24,-1.14201445941293,0.2304,0.5472,MMEB9_E2
"splice donor region variant / intron variant / non coding transcript variant",0,0.188,3.7e-24,-0.180899111570667,1,1,MMEB9_E2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0844,3.7e-24,-0.0827643612526683,1,1,MMEB9_E2
"mature miRNA variant",0,0.0572,3.7e-24,-0.0565359400011538,1,1,MMEB9_E2
"incomplete terminal codon variant / coding sequence variant",0,0.0011,3.7e-24,-0.0011,1,1,MMEB9_E2
"splice donor region variant / intron variant / NMD transcript variant",0,0.0313,3.7e-24,-0.0310924812503606,1,1,MMEB9_E2
"non coding transcript variant",0,0.001,3.7e-24,-0.001,1,1,MMEB9_E2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0082,3.7e-24,-0.0082,0.0082,0.03895,MMEB9_E2
"splice donor 5th base variant / non coding transcript exon variant",0,4e-04,3.7e-24,-4e-04,4e-04,0.0038,MMEB9_E2
"splice donor region variant / non coding transcript exon variant",0,6e-04,3.7e-24,-6e-04,6e-04,0.0038,MMEB9_E2
"coding sequence variant",0,6e-04,3.7e-24,-6e-04,6e-04,0.0038,MMEB9_E2
"coding sequence variant / NMD transcript variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.00253333333333333,MMEB9_E2
"3 prime UTR variant",63,75.0763,8.42962097619535e-19,-0.240162114061848,0.1346,0.426233333333333,MMEB9_E3
"5 prime UTR variant",16,12.1373,3.7e-24,0.426380763295889,0.3941,0.81263,MMEB9_E3
"downstream gene variant",657,654.6222,0.0034920184140656,0.00624644505242206,0.931,1,MMEB9_E3
"frameshift variant",0,0.2254,3.7e-24,-0.215937169382752,1,1,MMEB9_E3
"inframe deletion",0,0,NA,0,1,1,MMEB9_E3
"inframe insertion",0,0,NA,0,1,1,MMEB9_E3
"intergenic variant",3335,3065.8916,0.0195343427733401,0.121503513010902,0,0,MMEB9_E3
"intron variant",4638,5002.9735,0.0716475317934225,-0.109188183968694,0,0,MMEB9_E3
"missense variant",68,78.5481,7.0928832714927e-16,-0.196178517609862,0.2164,0.548213333333333,MMEB9_E3
"non coding transcript exon variant",52,46.6359,3.7e-24,0.168826468211894,0.417,0.81263,MMEB9_E3
"regulatory region variant",556,471.9666,0.00291543792285106,0.237370994655885,4e-04,0.00304,MMEB9_E3
"splice acceptor variant",1,0.9484,3.7e-24,0.208754082866729,1,1,MMEB9_E3
"splice donor 5th base variant / intron variant",1,0.5014,3.7e-24,0.546125484372376,1,1,MMEB9_E3
"splice donor region variant / intron variant",1,1.8992,3.7e-24,-0.361883185130252,0.5582,0.953469565217391,MMEB9_E3
"splice donor variant",1,2.1742,3.7e-24,-0.497976396677681,0.4277,0.81263,MMEB9_E3
"splice polypyrimidine tract variant / intron variant",4,5.0806,3.7e-24,-0.168204039114076,0.6717,1,MMEB9_E3
"splice region variant",5,6.6321,3.7e-24,-0.255377492980771,0.5771,0.953469565217391,MMEB9_E3
"start lost",0,0.3196,3.7e-24,-0.299700642206086,0.2734,0.611129411764706,MMEB9_E3
"start retained variant",0,0,NA,0,1,1,MMEB9_E3
"stop gained",3,4.5987,3.7e-24,-0.366207670820676,0.5088,0.920685714285714,MMEB9_E3
"stop lost",0,0.1661,3.7e-24,-0.160759261567782,1,1,MMEB9_E3
"stop retained variant",0,0.0296,3.7e-24,-0.0294754887502163,0.0293,0.139175,MMEB9_E3
"synonymous variant",23,24.6064,3.7e-24,-0.0651434031680506,0.6944,1,MMEB9_E3
"upstream gene variant",646,612.416,0.0128109129214998,0.0779738560304419,0.1733,0.506569230769231,MMEB9_E3
"TF binding site variant",0,1.348,3.7e-24,-1.05416920748378,0.2672,0.611129411764706,MMEB9_E3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0.0656,3.7e-24,-0.064420902501875,0.0628,0.23864,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0.6436,3.7e-24,-0.568802372789859,0.6562,1,MMEB9_E3
"splice donor region variant / intron variant / non coding transcript variant",0,0.2364,3.7e-24,-0.223954463136718,0.2074,0.548213333333333,MMEB9_E3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0.0972,3.7e-24,-0.0954398500028846,1,1,MMEB9_E3
"mature miRNA variant",0,0.0757,3.7e-24,-0.0743548875021635,0.0725,0.250454545454545,MMEB9_E3
"splice donor region variant / intron variant / NMD transcript variant",0,0.0362,3.7e-24,-0.0359094737505048,0.0355,0.149888888888889,MMEB9_E3
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0.0112,3.7e-24,-0.0112,1,1,MMEB9_E3
"splice donor region variant / non coding transcript exon variant",0,0.0012,3.7e-24,-0.0012,0.0012,0.0076,MMEB9_E3
"non coding transcript variant",0,0.0019,3.7e-24,-0.0019,0.0019,0.0103142857142857,MMEB9_E3
"coding sequence variant",0,0.0013,3.7e-24,-0.0013,1,1,MMEB9_E3
"incomplete terminal codon variant / coding sequence variant",0,0.0011,3.7e-24,-0.0011,1,1,MMEB9_E3
"splice donor 5th base variant / non coding transcript exon variant",0,2e-04,3.7e-24,-2e-04,2e-04,0.00253333333333333,MMEB9_E3
"splice donor region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,3e-04,3.7e-24,-3e-04,3e-04,0.00285,MMEB9_E3
