"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_06_14
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_06_14
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,E3_06_14
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E3_06_14
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E3_06_14
"inframe insertion / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,E3_06_14
"inframe insertion / stop retained variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice region variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop gained / inframe insertion",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E3_06_14
"frameshift variant / start lost / start retained variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / synonymous variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop gained / splice donor 5th base variant",0,0,3.7e-24,0,1,1,E3_06_14
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E3_06_14
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_06_14
"stop lost / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E3_06_14
"3 prime UTR variant",64,62,7.85834752039639e-22,0.0450878895285382,0.8027,1,E3_08_16
"3 prime UTR variant / NMD transcript variant",2,2,3.7e-24,0,1,1,E3_08_16
"5 prime UTR variant",16,11,3.7e-24,0.502500340529183,0.2079,1,E3_08_16
"5 prime UTR variant / NMD transcript variant",1,0,3.7e-24,1,0.1303,1,E3_08_16
"TF binding site variant",1,1,3.7e-24,0,1,1,E3_08_16
"downstream gene variant",583,574,0.0103385058187639,0.0224064130482797,0.6978,1,E3_08_16
"intergenic variant",3043,2801,0.029677955297331,0.119511403072727,0,0,E3_08_16
"intron variant",3100,3371,0.0212687218607566,-0.12087101032946,0,0,E3_08_16
"intron variant / NMD transcript variant",89,89,2.36081003215589e-14,0,1,1,E3_08_16
"intron variant / non coding transcript variant",913,923,0.00929458473410524,-0.0156986863579879,0.7326,1,E3_08_16
"missense variant",51,66,9.70351297322534e-19,-0.36564947231668,0.0497,0.97412,E3_08_16
"non coding transcript exon variant",50,45,3.7e-24,0.148863385914483,0.4618,1,E3_08_16
"regulatory region variant",498,452,0.00728667696572701,0.139528765291026,0.0367,0.89915,E3_08_16
"splice donor variant",1,1,3.7e-24,0,1,1,E3_08_16
"splice polypyrimidine tract variant / intron variant",3,4,3.7e-24,-0.321928094887362,0.6427,1,E3_08_16
"splice region variant / intron variant",1,1,3.7e-24,0,1,1,E3_08_16
"splice region variant / non coding transcript exon variant",1,0,3.7e-24,1,0.3409,1,E3_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant",2,3,3.7e-24,-0.415037499278844,0.3744,1,E3_08_16
"start lost",1,0,3.7e-24,1,0.2226,1,E3_08_16
"stop gained",3,4,3.7e-24,-0.321928094887362,0.6552,1,E3_08_16
"synonymous variant",22,21,3.7e-24,0.0641303374197156,0.9097,1,E3_08_16
"upstream gene variant",527,531,0.00239310166372169,-0.0108883161427362,0.8445,1,E3_08_16
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"missense variant / splice region variant",0,2,3.7e-24,-1.58496250072116,0.001,0.0326666666666667,E3_08_16
"splice donor region variant / intron variant",0,1,3.7e-24,-1,0.418,1,E3_08_16
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"frameshift variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop lost",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe insertion",0,0,3.7e-24,0,1,1,E3_08_16
"stop retained variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe deletion",0,0,3.7e-24,0,1,1,E3_08_16
"coding sequence variant",0,0,3.7e-24,0,1,1,E3_08_16
"mature miRNA variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"missense variant / splice donor region variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"non coding transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / splice donor region variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / inframe insertion / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe insertion / splice region variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice region variant / stop retained variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor 5th base variant / synonymous variant",0,0,3.7e-24,0,1,1,E3_08_16
"stop lost / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_08_16
"inframe insertion / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_08_16
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice acceptor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor region variant / synonymous variant",0,0,3.7e-24,0,1,1,E3_08_16
"coding sequence variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E3_08_16
"stop retained variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E3_08_16
"start lost / inframe deletion",0,0,3.7e-24,0,1,1,E3_08_16
"stop gained / inframe deletion",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / splice donor region variant / 5 prime UTR variant / intron variant",0,0,3.7e-24,0,1,1,E3_08_16
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,E3_08_16
"3 prime UTR variant",3,4,3.7e-24,-0.321928094887362,0.6461,1,MMEA9_C1
"downstream gene variant",36,36,3.7e-24,0,1,1,MMEA9_C1
"intergenic variant",173,138,1.99027947631432e-11,0.324002423125221,0.0021,0.1365,MMEA9_C1
"intron variant",184,208,1.15843076845554e-08,-0.175977671564571,0.0206,0.446333333333333,MMEA9_C1
"intron variant / NMD transcript variant",5,6,3.7e-24,-0.222392421336448,0.7004,1,MMEA9_C1
"intron variant / non coding transcript variant",59,50,1.54122483300235e-23,0.234465253637023,0.2409,1,MMEA9_C1
"missense variant",4,4,3.7e-24,0,1,1,MMEA9_C1
"non coding transcript exon variant",4,3,3.7e-24,0.321928094887362,0.6288,1,MMEA9_C1
"regulatory region variant",24,27,3.7e-24,-0.163498732282879,0.557,1,MMEA9_C1
"splice acceptor variant",1,0,3.7e-24,1,0.0704,1,MMEA9_C1
"stop gained",1,0,3.7e-24,1,0.2962,1,MMEA9_C1
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C1
"upstream gene variant",22,35,3.7e-24,-0.6463630453853,0.0107,0.34775,MMEA9_C1
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"5 prime UTR variant",0,1,3.7e-24,-1,0.4338,1,MMEA9_C1
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"missense variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,MMEA9_C1
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"stop gained / splice donor 5th base variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C1
"3 prime UTR variant",3,4,3.7e-24,-0.321928094887362,0.6582,1,MMEA9_C2
"5 prime UTR variant",1,1,3.7e-24,0,1,1,MMEA9_C2
"downstream gene variant",26,32,3.7e-24,-0.289506617194985,0.2514,1,MMEA9_C2
"intergenic variant",144,126,8.73126439405151e-14,0.191224403242769,0.0823,1,MMEA9_C2
"intron variant",170,175,6.8812718400836e-10,-0.0415791037513994,0.596,1,MMEA9_C2
"intron variant / NMD transcript variant",6,4,3.7e-24,0.485426827170242,0.4511,1,MMEA9_C2
"intron variant / non coding transcript variant",40,44,3.7e-24,-0.134301091711591,0.5226,1,MMEA9_C2
"missense variant",3,4,3.7e-24,-0.321928094887362,0.6507,1,MMEA9_C2
"missense variant / splice region variant",1,0,3.7e-24,1,0.1148,1,MMEA9_C2
"non coding transcript exon variant",2,2,3.7e-24,0,1,1,MMEA9_C2
"regulatory region variant",20,23,3.7e-24,-0.192645077942396,0.458,1,MMEA9_C2
"stop gained",1,0,3.7e-24,1,0.2466,1,MMEA9_C2
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C2
"upstream gene variant",31,30,3.7e-24,0.0458036896131247,0.9253,1,MMEA9_C2
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop retained variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"coding sequence variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C2
"3 prime UTR variant",6,4,3.7e-24,0.485426827170242,0.4749,1,MMEA9_C3
"5 prime UTR variant",1,1,3.7e-24,0,1,1,MMEA9_C3
"downstream gene variant",30,38,3.7e-24,-0.331205908475373,0.1076,1,MMEA9_C3
"intergenic variant",200,141,3.51375649970124e-12,0.501304571674246,0,0,MMEA9_C3
"intron variant",152,216,3.06801527172505e-09,-0.504163389751828,0,0,MMEA9_C3
"intron variant / NMD transcript variant",8,6,3.7e-24,0.362570079384708,0.4447,1,MMEA9_C3
"intron variant / non coding transcript variant",64,52,9.670294297924e-24,0.294447358465255,0.1287,1,MMEA9_C3
"missense variant",4,5,3.7e-24,-0.263034405833794,0.6888,1,MMEA9_C3
"non coding transcript exon variant",2,2.5,3.7e-24,-0.207518749639422,0.7874,1,MMEA9_C3
"regulatory region variant",30,29,3.7e-24,0.0473057147783568,0.8548,1,MMEA9_C3
"stop gained",2,0,3.7e-24,1.58496250072116,0.0538,1,MMEA9_C3
"synonymous variant",1,1,3.7e-24,0,1,1,MMEA9_C3
"upstream gene variant",36,36,3.7e-24,0,1,1,MMEA9_C3
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"missense variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice acceptor variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"TF binding site variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"frameshift variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"inframe deletion",0,0,3.7e-24,0,1,1,MMEA9_C3
"stop lost",0,0,3.7e-24,0,1,1,MMEA9_C3
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"start lost",0,0,3.7e-24,0,1,1,MMEA9_C3
"start lost / splice region variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"mature miRNA variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,MMEA9_C3
