"variant_type","bin","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj",sample
"snv noncoding nmd","(2.78,4.63]",0,0.169076333765876,-0.212877089434959,0.428428428428428,1,MMEA9_C1
"snv noncoding nmd","(4.63,7.71]",0.166666666666667,0.166497334773479,0.0128010139613144,1,1,MMEA9_C1
"snv noncoding nmd","(7.71,12.8]",0.333333333333333,0.123853338477521,0.25682348976751,0.103603603603604,0.388054721388055,MMEA9_C1
"snv noncoding nmd","(12.8,21.4]",0.166666666666667,0.043176226909887,0.165930827867814,0.116416416416416,0.388054721388055,MMEA9_C1
"snv noncoding nmd","(21.4,35.7]",0,0.00709411959411959,-0.00943022518338229,0.0467467467467467,0.388054721388055,MMEA9_C1
"snv noncoding nmd","(35.7,59.4]",0,0.000597401152956709,-0.000763635801222113,1,1,MMEA9_C1
"snv noncoding nmd","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding regulatory","[0,1]",0.25,0.203388648080964,0.0579413998363959,0.5476,0.830142857142857,MMEA9_C1
"snv noncoding regulatory","(1,1.67]",0.0833333333333333,0.116685864130477,-0.0414853842725863,0.5811,0.830142857142857,MMEA9_C1
"snv noncoding regulatory","(1.67,2.78]",0.0416666666666667,0.154936932144715,-0.146111389266682,0.0961,0.320333333333333,MMEA9_C1
"snv noncoding regulatory","(2.78,4.63]",0.166666666666667,0.185367046360368,-0.0199278116703698,0.7912,0.879333333333333,MMEA9_C1
"snv noncoding regulatory","(4.63,7.71]",0.25,0.17120291802297,0.0967936816836765,0.2899,0.72475,MMEA9_C1
"snv noncoding regulatory","(7.71,12.8]",0.125,0.109748406053637,0.0218598038271943,0.7914,0.879333333333333,MMEA9_C1
"snv noncoding regulatory","(12.8,21.4]",0.0833333333333333,0.0572880819412654,0.0364391694002506,0.5121,0.830142857142857,MMEA9_C1
"snv noncoding regulatory","(21.4,35.7]",0,0.00137060345995039,-0.00193859828791003,0.036,0.18,MMEA9_C1
"snv noncoding regulatory","(35.7,59.4]",0,1.14998056527292e-05,-1.62777565039225e-05,3e-04,0.003,MMEA9_C1
"snv noncoding regulatory","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding splice","[0,1]",0,0.0860239043824701,-0.0927360201185475,0.999362549800797,1,MMEA9_C1
"snv noncoding splice","(1,1.67]",0,0.0308021248339973,-0.0331589765876374,1,1,MMEA9_C1
"snv noncoding splice","(1.67,2.78]",0,0.0421274900398406,-0.0453411234680051,0.0650199203187251,0.473837981407703,MMEA9_C1
"snv noncoding splice","(2.78,4.63]",0,0.0649667994687915,-0.0700862596296828,0.100398406374502,0.473837981407703,MMEA9_C1
"snv noncoding splice","(4.63,7.71]",0,0.11805577689243,-0.126366853277132,0.986294820717131,1,MMEA9_C1
"snv noncoding splice","(7.71,12.8]",0,0.211434262948207,-0.225025819010408,0.94597609561753,1,MMEA9_C1
"snv noncoding splice","(12.8,21.4]",0,0.220948207171315,-0.234463758687089,0.945498007968127,1,MMEA9_C1
"snv noncoding splice","(21.4,35.7]",1,0.222130146082337,0.763580553421622,0.142151394422311,0.473837981407703,MMEA9_C1
"snv noncoding splice","(35.7,59.4]",0,0.00351128818061089,-0.00377339791316536,1,1,MMEA9_C1
"snv noncoding splice","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding transcript exon","[0,1]",0.25,0.152218571669646,0.145226099916297,0.946083749186375,1,MMEA9_C1
"snv noncoding transcript exon","(1,1.67]",0,0.0793250868728196,-0.0931933779791223,0.195704057279236,0.652346857597454,MMEA9_C1
"snv noncoding transcript exon","(1.67,2.78]",0.5,0.109942891237641,0.456661404759429,0.0347146886526361,0.347146886526361,MMEA9_C1
"snv noncoding transcript exon","(2.78,4.63]",0,0.151280792927571,-0.174925991004392,0.886960295074854,1,MMEA9_C1
"snv noncoding transcript exon","(4.63,7.71]",0,0.212328837299004,-0.243692209165715,0.749403341288783,1,MMEA9_C1
"snv noncoding transcript exon","(7.71,12.8]",0.25,0.204380706140849,0.0866584318471502,0.949012801041441,1,MMEA9_C1
"snv noncoding transcript exon","(12.8,21.4]",0,0.0768340582779724,-0.0903946742091007,0.191256237795617,0.652346857597454,MMEA9_C1
"snv noncoding transcript exon","(21.4,35.7]",0,0.0129827511390757,-0.0153898536903077,1,1,MMEA9_C1
"snv noncoding transcript exon","(35.7,59.4]",0,0.000706304435421381,-0.000831175753717942,1,1,MMEA9_C1
"snv noncoding transcript exon","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding transcript intron","[0,1]",0.263157894736842,0.231907379409916,0.0379189169006624,0.6217,0.956125,MMEA9_C1
"snv noncoding transcript intron","(1,1.67]",0.105263157894737,0.12745340988863,-0.0273671185796434,0.6476,0.956125,MMEA9_C1
"snv noncoding transcript intron","(1.67,2.78]",0.175438596491228,0.158579865708415,0.022332450022283,0.7418,0.956125,MMEA9_C1
"snv noncoding transcript intron","(2.78,4.63]",0.157894736842105,0.17408836959139,-0.018489662443994,0.7649,0.956125,MMEA9_C1
"snv noncoding transcript intron","(4.63,7.71]",0.12280701754386,0.157461862926438,-0.0423984404727585,0.4994,0.956125,MMEA9_C1
"snv noncoding transcript intron","(7.71,12.8]",0.105263157894737,0.107382900712842,-0.00160031631231211,0.9543,1,MMEA9_C1
"snv noncoding transcript intron","(12.8,21.4]",0.0701754385964912,0.0426402302943325,0.0381598431017465,0.2864,0.954666666666667,MMEA9_C1
"snv noncoding transcript intron","(21.4,35.7]",0,0.000481724221660677,-0.000687686968006238,0.0234,0.117,MMEA9_C1
"snv noncoding transcript intron","(35.7,59.4]",0,4.25724637681159e-06,-6.07742390146766e-06,2e-04,0.002,MMEA9_C1
"snv noncoding transcript intron","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding upstream gene","[0,1]",0.238095238095238,0.207481833492957,0.0385832945571147,0.6704,1,MMEA9_C1
"snv noncoding upstream gene","(1,1.67]",0.238095238095238,0.105816166854384,0.164691155916003,0.0142,0.071,MMEA9_C1
"snv noncoding upstream gene","(1.67,2.78]",0.142857142857143,0.141100999175272,0.00423562909982853,0.9967,1,MMEA9_C1
"snv noncoding upstream gene","(2.78,4.63]",0.0952380952380952,0.165116971372096,-0.0869859349228808,0.2734,0.75825,MMEA9_C1
"snv noncoding upstream gene","(4.63,7.71]",0.19047619047619,0.176838221168501,0.0189417370934897,0.8506,1,MMEA9_C1
"snv noncoding upstream gene","(7.71,12.8]",0,0.143502209869388,-0.191426456001437,0.009,0.071,MMEA9_C1
"snv noncoding upstream gene","(12.8,21.4]",0.0952380952380952,0.054851549485716,0.0551903071397385,0.3033,0.75825,MMEA9_C1
"snv noncoding upstream gene","(21.4,35.7]",0,0.00501549312290872,-0.00711134011500018,1,1,MMEA9_C1
"snv noncoding upstream gene","(35.7,59.4]",0,0.000276555458777505,-0.000392987480743847,1,1,MMEA9_C1
"snv noncoding upstream gene","(59.4,99]",0,0,0,1,1,MMEA9_C1
"snv noncoding 5prime UTR","[0,1]",NA,0.0260004093746802,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(1,1.67]",NA,0.0136654385426261,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(1.67,2.78]",NA,0.0242708013509364,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(2.78,4.63]",NA,0.0446309779668699,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(4.63,7.71]",NA,0.132177215374943,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(7.71,12.8]",NA,0.386304223869468,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(12.8,21.4]",NA,0.342810722692516,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(21.4,35.7]",NA,0.0274562480810562,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(35.7,59.4]",NA,0.0026839627469041,NA,NA,NA,MMEA9_C1
"snv noncoding 5prime UTR","(59.4,99]",NA,0,NA,NA,NA,MMEA9_C1
"undefined","[0,1]",NA,0.111111111111111,NA,NA,NA,MMEA9_C1
"undefined","(1,1.67]",NA,0.0222222222222222,NA,NA,NA,MMEA9_C1
"undefined","(1.67,2.78]",NA,0.111111111111111,NA,NA,NA,MMEA9_C1
"undefined","(2.78,4.63]",NA,0.288888888888889,NA,NA,NA,MMEA9_C1
"undefined","(4.63,7.71]",NA,0.133333333333333,NA,NA,NA,MMEA9_C1
"undefined","(7.71,12.8]",NA,0.177777777777778,NA,NA,NA,MMEA9_C1
"undefined","(12.8,21.4]",NA,0.0888888888888889,NA,NA,NA,MMEA9_C1
"undefined","(21.4,35.7]",NA,0.0666666666666667,NA,NA,NA,MMEA9_C1
"undefined","(35.7,59.4]",NA,0,NA,NA,NA,MMEA9_C1
"undefined","(59.4,99]",NA,0,NA,NA,NA,MMEA9_C1
"snv coding","[0,1]",0,0.0532997689398171,-0.0685774679073169,0.98465088282504,1,MMEA9_C2
"snv coding","(1,1.67]",0,0.0111089006855459,-0.0143490073517524,1,1,MMEA9_C2
"snv coding","(1.67,2.78]",0,0.0134491770602324,-0.0174720308725996,1,1,MMEA9_C2
"snv coding","(2.78,4.63]",0,0.0194219484924742,-0.0250191820377299,0.0994181380417336,0.331393793472445,MMEA9_C2
"snv coding","(4.63,7.71]",0,0.0427019506599162,-0.0552402673140717,0.996388443017656,1,MMEA9_C2
"snv coding","(7.71,12.8]",0.166666666666667,0.168362906321875,0.0131647059717586,1,1,MMEA9_C2
"snv coding","(12.8,21.4]",0.166666666666667,0.181437967463248,-0.00160875143364464,0.9303772070626,1,MMEA9_C2
"snv coding","(21.4,35.7]",0.5,0.468770083692837,0.0496167562728045,0.806581059390048,1,MMEA9_C2
"snv coding","(35.7,59.4]",0.166666666666667,0.0412799321130982,0.169379057749004,0.0907905296950241,0.331393793472445,MMEA9_C2
"snv coding","(59.4,99]",0,0.000167364570956064,-0.000223564295138134,0.00110353130016051,0.0110353130016051,MMEA9_C2
"snv noncoding 3prime UTR","[0,1]",0.333333333333333,0.122868981990848,0.267037554281575,0.179032091631411,0.596773638771369,MMEA9_C2
"snv noncoding 3prime UTR","(1,1.67]",0,0.0731772595718525,-0.0894542382885978,0.979052729336498,1,MMEA9_C2
"snv noncoding 3prime UTR","(1.67,2.78]",0,0.110542610086001,-0.133377416319424,0.894231761428129,1,MMEA9_C2
"snv noncoding 3prime UTR","(2.78,4.63]",0,0.155006314899515,-0.185633337584495,0.697760808998039,1,MMEA9_C2
"snv noncoding 3prime UTR","(4.63,7.71]",0,0.195650462196742,-0.231869066768689,0.645134661025694,1,MMEA9_C2
"snv noncoding 3prime UTR","(7.71,12.8]",0.333333333333333,0.17607557286383,0.205447086998271,0.786502940872975,1,MMEA9_C2
"snv noncoding 3prime UTR","(12.8,21.4]",0.333333333333333,0.162731714449803,0.22107414694633,0.79558353111134,1,MMEA9_C2
"snv noncoding 3prime UTR","(21.4,35.7]",0,0.0037372672730221,-0.00464399369490798,0.0142400165101641,0.0712000825508203,MMEA9_C2
"snv noncoding 3prime UTR","(35.7,59.4]",0,0.000209816668386475,-0.000263207799544241,0.000722319678051801,0.00722319678051801,MMEA9_C2
"snv noncoding 3prime UTR","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding 5prime UTR","[0,1]",0,0.0263288670818393,-0.0278816958100489,0.0371768258161917,0.123922752720639,MMEA9_C2
"snv noncoding 5prime UTR","(1,1.67]",0,0.0169528841919859,-0.0180904444942253,1,1,MMEA9_C2
"snv noncoding 5prime UTR","(1.67,2.78]",0,0.0258759514373781,-0.0272837911297723,0.0352896772976033,0.123922752720639,MMEA9_C2
"snv noncoding 5prime UTR","(2.78,4.63]",0,0.0491036044536705,-0.0520883715807824,1,1,MMEA9_C2
"snv noncoding 5prime UTR","(4.63,7.71]",1,0.15567717179342,0.836703812202032,0.113606340819022,0.284015852047556,MMEA9_C2
"snv noncoding 5prime UTR","(7.71,12.8]",0,0.349767251682707,-0.363698233054196,0.268163804491413,0.446939674152356,MMEA9_C2
"snv noncoding 5prime UTR","(12.8,21.4]",0,0.346323205636284,-0.360427773055628,0.263634648046801,0.446939674152356,MMEA9_C2
"snv noncoding 5prime UTR","(21.4,35.7]",0,0.0292162043152796,-0.0308971530706937,1,1,MMEA9_C2
"snv noncoding 5prime UTR","(35.7,59.4]",0,0.000754859407435365,-0.000786926778909665,0.000943574259294206,0.00943574259294206,MMEA9_C2
"snv noncoding 5prime UTR","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding downstream gene","[0,1]",0.307692307692308,0.224179759798884,0.0980747500436928,0.2973,0.4955,MMEA9_C2
"snv noncoding downstream gene","(1,1.67]",0.115384615384615,0.116050697376583,0.00114868177733865,0.9997,1,MMEA9_C2
"snv noncoding downstream gene","(1.67,2.78]",0.0769230769230769,0.150783547747116,-0.0933105181942553,0.2491,0.4955,MMEA9_C2
"snv noncoding downstream gene","(2.78,4.63]",0.192307692307692,0.172973364914447,0.0261562812259288,0.8009,1,MMEA9_C2
"snv noncoding downstream gene","(4.63,7.71]",0.269230769230769,0.168726384355474,0.12159975143978,0.1725,0.45975,MMEA9_C2
"snv noncoding downstream gene","(7.71,12.8]",0.0384615384615385,0.118162419594083,-0.104639017684946,0.1763,0.45975,MMEA9_C2
"snv noncoding downstream gene","(12.8,21.4]",0,0.0419770101232793,-0.0584097480379354,0.1256,0.45975,MMEA9_C2
"snv noncoding downstream gene","(21.4,35.7]",0,0.00676851891335337,-0.0095727417249812,0.1839,0.45975,MMEA9_C2
"snv noncoding downstream gene","(35.7,59.4]",0,0.000378297176779342,-0.000536445127624864,1,1,MMEA9_C2
"snv noncoding downstream gene","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding intergenic","[0,1]",0.277777777777778,0.273216564347946,0.00590589818555273,0.9093,1,MMEA9_C2
"snv noncoding intergenic","(1,1.67]",0.166666666666667,0.135945364111562,0.0390395573122046,0.3403,0.7284,MMEA9_C2
"snv noncoding intergenic","(1.67,2.78]",0.222222222222222,0.158861367356835,0.0774081587884248,0.0685,0.685,MMEA9_C2
"snv noncoding intergenic","(2.78,4.63]",0.111111111111111,0.158534368565797,-0.0597001572129448,0.1468,0.7284,MMEA9_C2
"snv noncoding intergenic","(4.63,7.71]",0.111111111111111,0.139256687617541,-0.0355369260348704,0.3642,0.7284,MMEA9_C2
"snv noncoding intergenic","(7.71,12.8]",0.0925925925925926,0.096228297895421,-0.00434678313810566,0.8997,1,MMEA9_C2
"snv noncoding intergenic","(12.8,21.4]",0.0185185185185185,0.0360849567820315,-0.0244774665360083,0.317,0.7284,MMEA9_C2
"snv noncoding intergenic","(21.4,35.7]",0,0.00187239332286696,-0.00268761116952686,1,1,MMEA9_C2
"snv noncoding intergenic","(35.7,59.4]",0,0,0,1,1,MMEA9_C2
"snv noncoding intergenic","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding intron","[0,1]",0.248484848484848,0.215288331039546,0.0393724430236278,0.3052,0.508666666666667,MMEA9_C2
"snv noncoding intron","(1,1.67]",0.0909090909090909,0.118051031011754,-0.0351026020591509,0.2664,0.508666666666667,MMEA9_C2
"snv noncoding intron","(1.67,2.78]",0.157575757575758,0.153725859861488,0.00524167628480292,0.8976,1,MMEA9_C2
"snv noncoding intron","(2.78,4.63]",0.127272727272727,0.177316224818248,-0.0622152675639534,0.0814,0.439,MMEA9_C2
"snv noncoding intron","(4.63,7.71]",0.224242424242424,0.173525727146582,0.0614930384593941,0.0878,0.439,MMEA9_C2
"snv noncoding intron","(7.71,12.8]",0.0909090909090909,0.117281028543043,-0.0340937957365521,0.2878,0.508666666666667,MMEA9_C2
"snv noncoding intron","(12.8,21.4]",0.0606060606060606,0.043761244373812,0.0232650156475767,0.2945,0.508666666666667,MMEA9_C2
"snv noncoding intron","(21.4,35.7]",0,0.00101182540962602,-0.00145465116212959,1,1,MMEA9_C2
"snv noncoding intron","(35.7,59.4]",0,3.75451006023374e-05,-5.40023577185506e-05,1,1,MMEA9_C2
"snv noncoding intron","(59.4,99]",0,1.18269530034236e-06,-1.70118821121247e-06,1,1,MMEA9_C2
"snv noncoding nmd","[0,1]",0.333333333333333,0.205321114295085,0.165737795648564,0.552663438256659,1,MMEA9_C2
"snv noncoding nmd","(1,1.67]",0.166666666666667,0.11560404483755,0.0780806947659641,0.916666666666667,1,MMEA9_C2
"snv noncoding nmd","(1.67,2.78]",0.166666666666667,0.151109222810191,0.0358430608715753,0.897699757869249,1,MMEA9_C2
"snv noncoding nmd","(2.78,4.63]",0,0.171972080722837,-0.211271348414802,0.562348668280872,1,MMEA9_C2
"snv noncoding nmd","(4.63,7.71]",0.333333333333333,0.17548282220649,0.200082428277866,0.66273204196933,1,MMEA9_C2
"snv noncoding nmd","(7.71,12.8]",0,0.131748671806178,-0.163234226128014,0.707223567393059,1,MMEA9_C2
"snv noncoding nmd","(12.8,21.4]",0,0.0410010688688049,-0.0522149175678793,0.999293785310734,1,MMEA9_C2
"snv noncoding nmd","(21.4,35.7]",0,0.0073411253798663,-0.00940931945979355,0.0345036319612591,0.172518159806295,MMEA9_C2
"snv noncoding nmd","(35.7,59.4]",0,0.000419849072996773,-0.000545031136050244,0.00201775625504439,0.0201775625504439,MMEA9_C2
"snv noncoding nmd","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding regulatory","[0,1]",0.25,0.196046242460071,0.0672852561606959,0.5235,0.8725,MMEA9_C2
"snv noncoding regulatory","(1,1.67]",0.1,0.117205983073099,-0.0196786113620797,0.8001,1,MMEA9_C2
"snv noncoding regulatory","(1.67,2.78]",0.05,0.156971956994982,-0.136674926501419,0.1507,0.37675,MMEA9_C2
"snv noncoding regulatory","(2.78,4.63]",0.05,0.185357375278424,-0.171398411964595,0.0835,0.278333333333333,MMEA9_C2
"snv noncoding regulatory","(4.63,7.71]",0.25,0.169694489372458,0.0991483458282563,0.3119,0.6238,MMEA9_C2
"snv noncoding regulatory","(7.71,12.8]",0.1,0.111459272142403,-0.0123522971273412,0.8583,1,MMEA9_C2
"snv noncoding regulatory","(12.8,21.4]",0.2,0.0616241940831288,0.178453896999925,0.0171,0.171,MMEA9_C2
"snv noncoding regulatory","(21.4,35.7]",0,0.00164048659543362,-0.00231244803281419,0.0366,0.183,MMEA9_C2
"snv noncoding regulatory","(35.7,59.4]",0,0,0,1,1,MMEA9_C2
"snv noncoding regulatory","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding transcript exon","[0,1]",0,0.151714798888712,-0.172954310628413,0.241360089186176,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(1,1.67]",0,0.0799732795384969,-0.0918855667003806,0.177146042363434,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(1.67,2.78]",0,0.112969289164941,-0.129182442186983,0.214938684503902,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(2.78,4.63]",0.5,0.152653377218595,0.410626068684054,0.0649944258639911,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(4.63,7.71]",0,0.20794230326839,-0.234879898153079,0.806800445930881,1,MMEA9_C2
"snv noncoding transcript exon","(7.71,12.8]",0.5,0.205536046079524,0.353547941452797,0.219732441471572,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(12.8,21.4]",0,0.0748372883155492,-0.0863782335408419,0.170011148272018,0.402266815310294,MMEA9_C2
"snv noncoding transcript exon","(21.4,35.7]",0,0.0133015253667428,-0.0154944080614478,1,1,MMEA9_C2
"snv noncoding transcript exon","(35.7,59.4]",0,0.00107209215904868,-0.00121321543126553,1,1,MMEA9_C2
"snv noncoding transcript exon","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding transcript intron","[0,1]",0.153846153846154,0.225314261023997,-0.0847244208896688,0.2525,1,MMEA9_C2
"snv noncoding transcript intron","(1,1.67]",0.128205128205128,0.127411554064365,0.00255161018211501,0.9906,1,MMEA9_C2
"snv noncoding transcript intron","(1.67,2.78]",0.205128205128205,0.159528188710834,0.0573835214726045,0.4258,1,MMEA9_C2
"snv noncoding transcript intron","(2.78,4.63]",0.205128205128205,0.175686146208735,0.0375201901145803,0.6193,1,MMEA9_C2
"snv noncoding transcript intron","(4.63,7.71]",0.153846153846154,0.161015390763177,-0.00720432175186305,0.9062,1,MMEA9_C2
"snv noncoding transcript intron","(7.71,12.8]",0.128205128205128,0.105814615796115,0.0302473938130313,0.6551,1,MMEA9_C2
"snv noncoding transcript intron","(12.8,21.4]",0.0256410256410256,0.0446844245671578,-0.0258698775097959,0.5984,1,MMEA9_C2
"snv noncoding transcript intron","(21.4,35.7]",0,0.000540406334291069,-0.000770203922894763,1,1,MMEA9_C2
"snv noncoding transcript intron","(35.7,59.4]",0,5.0125313283208e-06,-7.14220373420006e-06,1,1,MMEA9_C2
"snv noncoding transcript intron","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding upstream gene","[0,1]",0.225806451612903,0.202180930860458,0.0309596217354929,0.7602,0.963375,MMEA9_C2
"snv noncoding upstream gene","(1,1.67]",0.161290322580645,0.107966708606445,0.0698018651306595,0.3653,0.7306,MMEA9_C2
"snv noncoding upstream gene","(1.67,2.78]",0.0645161290322581,0.144169761518297,-0.101636073026822,0.2181,0.54525,MMEA9_C2
"snv noncoding upstream gene","(2.78,4.63]",0.129032258064516,0.170767160026324,-0.0497630714339043,0.5509,0.918166666666667,MMEA9_C2
"snv noncoding upstream gene","(4.63,7.71]",0.32258064516129,0.177936989555673,0.169837138124069,0.0638,0.3795,MMEA9_C2
"snv noncoding upstream gene","(7.71,12.8]",0.032258064516129,0.140317634442918,-0.141186223710536,0.0759,0.3795,MMEA9_C2
"snv noncoding upstream gene","(12.8,21.4]",0.0645161290322581,0.051138646035489,0.0193575242072776,0.7707,0.963375,MMEA9_C2
"snv noncoding upstream gene","(21.4,35.7]",0,0.00530153155596835,-0.00749446237126311,0.1403,0.467666666666667,MMEA9_C2
"snv noncoding upstream gene","(35.7,59.4]",0,0.000220637398429096,-0.000312498255585196,1,1,MMEA9_C2
"snv noncoding upstream gene","(59.4,99]",0,0,0,1,1,MMEA9_C2
"snv noncoding splice","[0,1]",NA,0.0804137971628701,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(1,1.67]",NA,0.0302136676673141,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(1.67,2.78]",NA,0.0418712107834481,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(2.78,4.63]",NA,0.0675407616693154,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(4.63,7.71]",NA,0.125955029725116,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(7.71,12.8]",NA,0.217752663488139,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(12.8,21.4]",NA,0.220575077991642,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(21.4,35.7]",NA,0.211263170286656,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(35.7,59.4]",NA,0.00441462122549885,NA,NA,NA,MMEA9_C2
"snv noncoding splice","(59.4,99]",NA,0,NA,NA,NA,MMEA9_C2
"undefined","[0,1]",NA,0.1,NA,NA,NA,MMEA9_C2
"undefined","(1,1.67]",NA,0,NA,NA,NA,MMEA9_C2
"undefined","(1.67,2.78]",NA,0.1,NA,NA,NA,MMEA9_C2
"undefined","(2.78,4.63]",NA,0.0666666666666667,NA,NA,NA,MMEA9_C2
"undefined","(4.63,7.71]",NA,0.0666666666666667,NA,NA,NA,MMEA9_C2
"undefined","(7.71,12.8]",NA,0.0333333333333333,NA,NA,NA,MMEA9_C2
"undefined","(12.8,21.4]",NA,0.4,NA,NA,NA,MMEA9_C2
"undefined","(21.4,35.7]",NA,0.233333333333333,NA,NA,NA,MMEA9_C2
"undefined","(35.7,59.4]",NA,0,NA,NA,NA,MMEA9_C2
"undefined","(59.4,99]",NA,0,NA,NA,NA,MMEA9_C2
"snv coding","[0,1]",0,0.0529942204615407,-0.0694004546379075,0.251251251251251,0.502502502502503,MMEA9_C3
"snv coding","(1,1.67]",0,0.0103401244087519,-0.0138022011942021,1,1,MMEA9_C3
"snv coding","(1.67,2.78]",0,0.011935228642745,-0.0158229557413503,0.0794794794794795,0.308308308308308,MMEA9_C3
"snv coding","(2.78,4.63]",0,0.0177523165268263,-0.0236923984444214,0.123323323323323,0.308308308308308,MMEA9_C3
"snv coding","(4.63,7.71]",0,0.0420833777042927,-0.055396605892637,0.980980980980981,1,MMEA9_C3
"snv coding","(7.71,12.8]",0.142857142857143,0.164292924668742,-0.0153880445007735,0.852052052052052,1,MMEA9_C3
"snv coding","(12.8,21.4]",0,0.178540014234459,-0.224817374145186,0.101901901901902,0.308308308308308,MMEA9_C3
"snv coding","(21.4,35.7]",0.571428571428571,0.480695065294738,0.100051907330878,0.661061061061061,1,MMEA9_C3
"snv coding","(35.7,59.4]",0.285714285714286,0.0411799395377827,0.308318362689664,0.0195195195195195,0.195195195195195,MMEA9_C3
"snv coding","(59.4,99]",0,0.000186788520121853,-0.000251893697780601,1,1,MMEA9_C3
"snv noncoding 3prime UTR","[0,1]",0.166666666666667,0.126827756769647,0.0664660611311379,0.934209196563921,1,MMEA9_C3
"snv noncoding 3prime UTR","(1,1.67]",0.166666666666667,0.0778925978294346,0.12524930757153,0.238605356240526,0.795351187468418,MMEA9_C3
"snv noncoding 3prime UTR","(1.67,2.78]",0,0.11645308428027,-0.144142476614037,0.816068721576554,1,MMEA9_C3
"snv noncoding 3prime UTR","(2.78,4.63]",0.333333333333333,0.151133271310128,0.230139086719909,0.204850934815563,0.795351187468418,MMEA9_C3
"snv noncoding 3prime UTR","(4.63,7.71]",0.166666666666667,0.186593539524313,-0.0038650329370987,0.923597776654876,1,MMEA9_C3
"snv noncoding 3prime UTR","(7.71,12.8]",0.166666666666667,0.178598687820517,0.00552608488841966,0.998686205154118,1,MMEA9_C3
"snv noncoding 3prime UTR","(12.8,21.4]",0,0.158400936831963,-0.193566200295596,0.613946437594745,1,MMEA9_C3
"snv noncoding 3prime UTR","(21.4,35.7]",0,0.00376686084114078,-0.00481972910372175,0.0175846387064174,0.175846387064174,MMEA9_C3
"snv noncoding 3prime UTR","(35.7,59.4]",0,0.000333264792587683,-0.000432353205989231,1,1,MMEA9_C3
"snv noncoding 3prime UTR","(59.4,99]",0,0,0,1,1,MMEA9_C3
"snv noncoding 5prime UTR","[0,1]",0,0.0257135207496653,-0.0276100291111934,0.0391967871485944,0.144042838018742,MMEA9_C3
"snv noncoding 5prime UTR","(1,1.67]",0,0.0147576974564926,-0.0160083528824189,1,1,MMEA9_C3
"snv noncoding 5prime UTR","(1.67,2.78]",0,0.0273601070950469,-0.0296847858815469,0.0432128514056225,0.144042838018742,MMEA9_C3
"snv noncoding 5prime UTR","(2.78,4.63]",0,0.0516840696117805,-0.0556661417458313,1,1,MMEA9_C3
"snv noncoding 5prime UTR","(4.63,7.71]",0,0.138575635876841,-0.148959913506073,0.19710843373494,0.492771084337349,MMEA9_C3
"snv noncoding 5prime UTR","(7.71,12.8]",1,0.369853509275196,0.611169436225913,0,0,MMEA9_C3
"snv noncoding 5prime UTR","(12.8,21.4]",0,0.336740868234844,-0.354607605165865,0.781526104417671,1,MMEA9_C3
"snv noncoding 5prime UTR","(21.4,35.7]",0,0.032813922356091,-0.0351375261018286,1,1,MMEA9_C3
"snv noncoding 5prime UTR","(35.7,59.4]",0,0.00250066934404284,-0.00275822088376583,1,1,MMEA9_C3
"snv noncoding 5prime UTR","(59.4,99]",0,0,0,1,1,MMEA9_C3
"snv noncoding downstream gene","[0,1]",0.379310344827586,0.228531654808554,0.169370841611148,0.0396,0.136666666666667,MMEA9_C3
